max_new_tokens,retained_context_tokens,task,answers,retained_kv_memory_mb,retained_kv_memory_gb,answer_prefix,split,compression_ratio,uncompressed_kv_memory_mb,kv_memory_per_token_kb,question,uncompressed_kv_memory_gb,context_tokens,predicted_answer
256,47969.0,musique_32k,['South Central Coast'],7073.316864,7.073316864,Final Answer: ,test,0.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: In what region of the country containing the Cái River is the place where John Phan was born?
",7.073316864,47969.0, ['Vietnamese']
256,47969.0,musique_32k,['January 2015'],7073.316864,7.073316864,Final Answer: ,test,0.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the party that controls the House of Representatives take control of the branch that gives regulators discretion to prohibit proprietary trades?
",7.073316864,47969.0, ['1981']
256,47969.0,musique_32k,['January 2015'],7073.316864,7.073316864,Final Answer: ,test,0.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the party Oklahoma's US Senators come from take control of the body determining the rules of the US House and US Senate?
",7.073316864,47969.0, ['1964']
256,47969.0,musique_32k,['Kingdom of Saudi Arabia'],7073.316864,7.073316864,Final Answer: ,test,0.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What region is to the north of what used to be known as Near East and the body of water between east africa and Arabian Peninsula?
",7.073316864,47969.0," ['South Central Coast', 'Red Sea']"
256,47969.0,musique_32k,['Presque Isle County'],7073.316864,7.073316864,Final Answer: ,test,0.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which county shares a border with the county where the most populous city in the state where WEKL operates is located?
",7.073316864,47969.0, ['Oconto County']
256,47969.0,musique_32k,['German Renaissance'],7073.316864,7.073316864,Final Answer: ,test,0.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: In New Zealand, 12.6% of Christians belong to a church that is also active in Lesotho. What movement was led by a man who challenged this church?
",7.073316864,47969.0, ['Roman Catholic Church']
256,47969.0,musique_32k,['GDR'],7073.316864,7.073316864,Final Answer: ,test,0.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the abbreviation for Angela Merkel's original home country that once had border troops called the Deutsche Grenzpolizei?
",7.073316864,47969.0, ['Germany']
256,47969.0,musique_32k,['1905'],7073.316864,7.073316864,Final Answer: ,test,0.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What was the wettest year in the second largest city in the state where Yuma's Library District is located?
",7.073316864,47969.0, ['1905']
256,47969.0,musique_32k,['four-year'],7073.316864,7.073316864,Final Answer: ,test,0.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: How long are the city council terms in the second largest city in the state where Yuma is located?
",7.073316864,47969.0, ['four-year terms']
256,47969.0,musique_32k,['two'],7073.316864,7.073316864,Final Answer: ,test,0.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: How many ethnic minorities were looked at differently where the only group larger than BMG's partner from 2005 to 2007 is headquartered?
",7.073316864,47969.0, ['two']
256,47969.0,musique_32k,['usually in the summer or fall'],7073.316864,7.073316864,Final Answer: ,test,0.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When do hurricanes occur in the ocean that borders the state where Williamsburg, Main Street Station and another share a track?
",7.073316864,47969.0, ['During the summer or fall']
256,47969.0,musique_32k,['Green Bay'],7073.316864,7.073316864,Final Answer: ,test,0.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the seat of the county sharing a border with the county in which J.P. Hayes was born?
",7.073316864,47969.0, ['Oconto County']
256,47969.0,musique_32k,['Rio Linda'],7073.316864,7.073316864,Final Answer: ,test,0.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What shares a border with the city where the person who went to the state where the 951 area code is used during the gold rush works?
",7.073316864,47969.0, ['San Francisco']
256,47969.0,musique_32k,['two'],7073.316864,7.073316864,Final Answer: ,test,0.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: How many ethnic minorities were looked at differently in the city where the headquarters of the company that Study in Brown's record label is a part of?
",7.073316864,47969.0, ['two']
256,47969.0,musique_32k,['1930'],7073.316864,7.073316864,Final Answer: ,test,0.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When was the region that lies to the north of the region where Aluf is located and the Persian Gulf created?
",7.073316864,47969.0, ['1902']
256,47969.0,musique_32k,['Green Bay'],7073.316864,7.073316864,Final Answer: ,test,0.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the capital of the county that shares a border with the county whose capital is the birthplace of Erik Jensen?
",7.073316864,47969.0, ['Oconto County']
256,47969.0,musique_32k,['Mario Andretti'],7073.316864,7.073316864,Final Answer: ,test,0.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who won the Indy car race in the largest city and capitol of the state where the Changes Two performer is from?
",7.073316864,47969.0, ['Charles Mingus']
256,47969.0,musique_32k,['Mario Andretti'],7073.316864,7.073316864,Final Answer: ,test,0.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who won the Indy Car Race in the largest populated city of the state where the performer of Mingus Three is from?
",7.073316864,47969.0, ['Erik Jensen']
256,47969.0,musique_32k,"['Thursday, March 29']",7073.316864,7.073316864,Final Answer: ,test,0.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When is the opening day of the league of the team with the most titles from the event after which they give out the MLB MVP award?
",7.073316864,47969.0," ['April 16, 2009']"
256,47969.0,musique_32k,"['March 29, 2018']",7073.316864,7.073316864,Final Answer: ,test,0.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When does the regular season of the league where the team with the most titles from the series after which the MLB MVP award is given out plays?
",7.073316864,47969.0, ['1985']
256,47969.0,musique_32k,"['March 29, 2018']",7073.316864,7.073316864,Final Answer: ,test,0.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When is opening day of the season of the league that the team that has the most titles from the competition they gave out MVP awards after?
",7.073316864,47969.0, ['1985']
256,47969.0,musique_32k,['Josh Beckett'],7073.316864,7.073316864,Final Answer: ,test,0.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who was second pick in the 1999 draft of the league that has a competition where they give out the MLB MVP award after it?
",7.073316864,47969.0, ['Josh Hamilton']
256,47969.0,musique_32k,['Pristina'],7073.316864,7.073316864,Final Answer: ,test,0.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: The original language of the film titled and about the city of Tito's final resting place is the co-official language of a country. Where are the headquarters for that country's national radio and TV broadcaster?
",7.073316864,47969.0, ['National Public Radio (NPR)']
256,47969.0,musique_32k,['1943–1992'],7073.316864,7.073316864,Final Answer: ,test,0.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: A country's military branch, the equivalent of which in the US contains the Air Defense Artillery, was unprepared for the invasion of Ivo Werner's country. When was the word ""Slavs"" used in the national anthem of the unprepared country?
",7.073316864,47969.0, ['1988']
256,47969.0,musique_32k,['1943–1992'],7073.316864,7.073316864,Final Answer: ,test,0.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: A country's military branch, the equivalent of which in the US contains the Air Defense Artillery, was unprepared for the invasion of the country that developed the ZH-29. When was the word ""Slavs"" used in the national anthem of the unprepared country?
",7.073316864,47969.0, ['1981']
256,47969.0,musique_32k,"[""Alfredo Stroessner's Paraguay""]",7073.316864,7.073316864,Final Answer: ,test,0.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Country A developed the ZH-29 and invaded Country B because their military branch that the Air Defense Artillery is a branch of was unprepared. Country B was the only communist country to have an embassy where?
",7.073316864,47969.0, ['Vietnam']
256,47969.0,musique_32k,"[""Alfredo Stroessner's Paraguay""]",7073.316864,7.073316864,Final Answer: ,test,0.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Hana Mandlikova was born in Country A that invaded Country B because the military branch that helped Old West's local police was unprepared. Country B was the only communist country to have an embassy where?
",7.073316864,47969.0, ['Burmese']
256,47969.0,musique_32k,['The dynasty regrouped and defeated the Portuguese'],7073.316864,7.073316864,Final Answer: ,test,0.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: How were the Portuguese expelled from the country that is a natural boundary between the country that hosted the tournament and the country That Dam is located?
",7.073316864,47969.0," ['The Portuguese were expelled through military conflict and political changes, leading to the establishment of the independent state.']"
256,47969.0,musique_32k,['1989'],7073.316864,7.073316864,Final Answer: ,test,0.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did Burma change its name to the country on the natural boundary between the country that hosted the tournament and the country where That Dam is from?
",7.073316864,47969.0, ['1989']
256,47969.0,musique_32k,['Han Chinese emigrants'],7073.316864,7.073316864,Final Answer: ,test,0.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who brought the language Hokkien to the country on the natural boundary between the country that hosted the tournament and the country where A Don is from?
",7.073316864,47969.0, ['Henry Haight']
256,47969.0,musique_32k,['1235'],7073.316864,7.073316864,Final Answer: ,test,0.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When was Burma's name changed to the country between the country that hosted the tournament and the country where A Don is from?
",7.073316864,47969.0, ['1989']
256,47969.0,musique_32k,['Confederate Gen. John Bell Hood'],7073.316864,7.073316864,Final Answer: ,test,0.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who burned down the city where Dunn Dunn's artist died in the war after which the government got involved in healthcare?
",7.073316864,47969.0, ['John C. Calhoun']
256,47969.0,musique_32k,['The dynasty regrouped and defeated the Portuguese'],7073.316864,7.073316864,Final Answer: ,test,0.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: New coins by the Somali Muslim Ajuran Empire were a proclamation of independence from a nation. How were the people of that nation expelled from country that borders Thailand and Ban Nampo village's country?
",7.073316864,47969.0," ['The people of that nation were expelled from the country that borders Thailand and Ban Nampo village's country through the Somali Muslim Ajuran Empire's declaration of independence, which was a proclamation of independence from a nation.']"
256,47969.0,musique_32k,['two cities'],7073.316864,7.073316864,Final Answer: ,test,0.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: A country gained control of Florida after the war in which Charles Edward Nugent saw action. Besides being in different parts of that country, what other differences are there between Real Madrid and Hostafrancs's city's team?
",7.073316864,47969.0," ['Spain', 'Real Madrid is a football club in Spain, while Hostafrancs is a metro station in Barcelona, Spain']"
256,47969.0,musique_32k,['third-largest'],7073.316864,7.073316864,Final Answer: ,test,0.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: In the top five largest urban areas in the US state in which the band performing Scars was formed, where does the city having Pathology rank?
",7.073316864,47969.0, ['third-largest']
256,47969.0,musique_32k,['1839'],7073.316864,7.073316864,Final Answer: ,test,0.0,7073.316864,147.456,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the town WIZE is licensed in become capitol of the state where Ward Township is located?
",7.073316864,47969.0, ['1819']
