retained_kv_memory_gb,answers,retained_context_tokens,compression_ratio,answer_prefix,task,uncompressed_kv_memory_gb,uncompressed_kv_memory_mb,predicted_answer,context_tokens,max_new_tokens,kv_memory_per_token_kb,split,retained_kv_memory_mb,question
17.723031552,"['Coppélia' 'La Vivandière or Markitenka' 'La source' 'Pâquerette'
 'The Little Humpbacked Horse']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Ballet', 'Dance', 'Dance', 'Dance', 'Dance']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Arthur Saint-Léon choreographed what kind of dance?
"
17.723031552,['Amdo Tibetan' 'Central Tibetan' 'Khams Tibetan' 'Ladakhi' 'Tibetan'],120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Amdo Tibetan', 'Central Tibetan', 'Khams Tibetan', 'Lhasa Tibetan', 'Uyghur']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which language is native to Tibet?
"
17.723031552,"['Good Morning Britain' ""Hey, Hey, It's Saturday!"" 'The Shoe People'
 'Wacaday' 'Wide Awake Club']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Wacaday', 'Wide Awake Club', 'Children of the World', 'The Little Hound', 'The Perfect General', 'The Blackheath Bulletin', 'The Hound of Florence', 'The Perfect General', 'The Perfect General', 'The Perfect General']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What TV show was originally on TV-AM?
"
17.723031552,"['Geita Gold Mine' 'Sadiola Gold Mine' 'Sunrise Dam Gold Mine'
 'TauTona Mine' 'Yatela Mine']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Aneroid Lake', 'Dollar Lake', 'Le Goulet', 'Morila Gold Mine', 'Sadiola Gold Mine', 'Yatela Mine', 'TauTona Mine', 'Buckskin Mine', 'Oroville Mine', 'Pico da Neblina National Park']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which facility does AngloGold Ashanti own?
"
17.723031552,['Auguste Piccard' 'Ben Franklin' 'F.-A. Forel' 'Goliath' 'Titan'],120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Gourdou-Leseurre GL.2', 'Gourdou-Leseurre GL.812 HY', 'Gourdou-Leseurre GL.50', 'Gourdou-Leseurre GL.30', 'Gourdou-Leseurre GL.832 HY']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What items did Giovanola produce?
"
17.723031552,"['Adam Wakeman' 'Geoff Nicholls' 'Neil Murray' 'Tony Martin'
 'Vinny Appice']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Tony Iommi', 'Geezer Butler', 'Bill Ward', 'Ozzy Osbourne', 'Glenn Tipton']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Black Sabbath had who as a member?
"
17.723031552,"['633 Squadron' 'The Great Escape' 'The Satan Bug' 'To Sir, with Love'
 'Walk Like a Dragon']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['The Great Escape', 'The Producers', 'The Texas Chainsaw Massacre', 'Young Frankenstein', 'The 1923 film ""The Great Escape""']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: James Clavell was screenwriter for what movie?
"
17.723031552,"['Bad Astronaut' ""Joey Cape's Bad Loud"" 'Lagwagon'
 'Me First and the Gimme Gimmes' 'The Playing Favorites']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Gorilla Biscuits', 'Bad Astronaut', 'Rival Schools', 'The Playing Favorites', 'Lagwagon']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Joey Cape is part of what musical group?
"
17.723031552,"['Blaine Island' 'Magic Island' 'Scotts Island' 'Tyler Island'
 'Wilson Island (West Virginia)']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Dollar Lake', 'Roger Lake', 'Tyler Island', 'Wilson River Bridge', 'Blaine Island']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What geographic entity is next to Kanawha River?
"
17.723031552,"['Arthur Mann' 'George Kerr' 'Jimmy Cringan' ""Ray O'Brien"" 'Rob Scott']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Gary Hastings', 'Gary Megson', 'Neil Murray', 'John Barton', 'Mick Walker']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who was the coach of Boston United FC?
"
17.723031552,"['Colton Greene' 'David Rice Atchison' 'Frank James' 'M. Jeff Thompson'
 'Sterling Price']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Markus Münch', 'John Burroughs Hopkins', 'Frank James', 'Dewon Brazelton', 'Jerry Janes', 'Colton Greene', 'David Paulson', 'Jameson Irish Whiskey', 'Greg Hastings', 'John Barton', 'John Ordronaux', 'John Toohey', 'John Burroughs Hopkins', 'John Ordronaux', 'John Toohey', 'John Burroughs Hopkins', 'John Ordronaux', 'John",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who is within the Missouri State Guard?
"
17.723031552,"['Death Stalks the Night' 'Sleep No More' 'Three Tales of Horror'
 'Who Knocks?' 'Worse Things Waiting']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Three Tales of Horror', 'Death Stalks the Night', 'The Blackheath Bulletin', 'Snow White, Blood Red', 'The Hound of Florence', 'The Little Humpbacked Horse', 'The Secret History of Vampires', 'The Secret History of Vampires', 'The Secret History of Vampires', 'The Secret History of Vampires', 'The Secret History of Vampires', 'The Secret History of Vampires', 'The",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What piece of literature featured illustrations by Lee Brown Coye?
"
17.723031552,"['Black Thorn, White Rose' 'Ruby Slippers, Golden Tears'
 'Salon Fantastique' 'Snow White, Blood Red'
 ""Year's Best Fantasy and Horror""]",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['The Best Horror of the Year', 'The Best Horror of the Year', 'The Best Horror of the Year', 'The Best Horror of the Year', 'The Best Horror of the Year', 'The Best Horror of the Year', 'The Best Horror of the Year', 'The Best Horror of the Year', 'The Best Horror of the Year', 'The Best Horror of the Year']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which work of literature did Terri Windling edit?
"
17.723031552,['Central Ojibwa' 'Eastern Ojibwa' 'Mohawk' 'Northwestern Ojibwa' 'Oneida'],120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552, ['Ojibwa'],120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is Ontario's native language ?
"
17.723031552,"['Florida State Road 112' 'Florida State Road 836'
 'Florida State Road 874' 'Florida State Road 878'
 'Florida State Road 924']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Dollar Lake', 'Florida State Road 874', 'Florida State Road 878', 'Florida State Road 924', 'Florida State Road 112']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What structures does the Miami-Dade Expressway Authority keep in good working condition?
"
17.723031552,['Aneroid Lake' 'Bonny Lakes' 'Dollar Lake' 'Legore Lake' 'Roger Lake'],120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Aneroid Lake', 'Bonny Lakes', 'Dollar Lake', 'Roger Lake', 'Le G ore Lake']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which landform is located in the protected area Eagle Cap Wilderness?
"
17.723031552,"['A Girl Worth Fighting For' 'Beautiful Disaster' 'Break My Stride'
 'Honor to Us All' 'Mulan' 'Reflection']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Break My Stride', 'Reflection', 'Springtime for Hitler', 'The Producers', 'Young Frankenstein']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What tracks did Matthew Wilder compose?
"
17.723031552,"['Bee and PuppyCat' 'Castlevania' 'My Life as a Teenage Robot'
 'Oh Yeah! Cartoons' 'Random! Cartoons']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Oh Yeah! Cartoons', 'Random! Cartoons', 'Wide Awake Club', 'Wacaday', 'The Playing Favorites']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What TV show did Frederator Studios produce?
"
17.723031552,"['Curtis Brown' 'David Paulson' 'Devin Bush Jr.' 'Joshua Dobbs'
 'Mason Rudolph']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Steve S. Smith', 'Dustin Lynch', 'Joshua Hassan', 'Markus Münch', 'Markus Münch', 'Markus Münch', 'Markus Münch', 'Markus Münch', 'Markus Münch', 'Markus Münch', 'Markus Münch', 'Markus Münch', 'Markus Münch', 'Markus Münch', 'Markus Münch',",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: The Pittsburgh Steelers drafted whom?
"
17.723031552,['Rassilon' 'Romana' 'Susan Foreman' 'The Doctor' 'The Master'],120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552, ['Doctor Who (character)'],120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which character's native language was Gallifreyan?
"
17.723031552,"['Frank Kitto' 'John Toohey' 'Michael McHugh' 'Patrick Keane'
 'William Deane']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['John Toohey', 'Patrick Keane', 'Mohanlal', 'Gopi', 'K. P. A. C. Lalitha', 'M. Jeff Thompson', 'William Mazer', 'John Burroughs', 'Garry Hill', 'Gary Megson', 'David Hawley', 'John Ordronaux', 'William Deane', 'John Barton', 'M. R. Radha', 'S. Janaki', 'S. Susheelade",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who served on the High Court of Australia as a Justice?
"
17.723031552,['Dan Panosian' 'Jim Zub' 'Marc Silvestri' 'Riley Rossmo' 'Sam Liu'],120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Rival Schools', 'Full Screen Mario', 'Gorilla Biscuits', 'Steve Staggs', 'Marc Silvestri', 'Riley Rossmo', 'Jim Zub', 'Greg Hastings', 'Dustin Lynch', 'Marc Silvestri', 'Marc Silvestri', 'Marc Silvestri', 'Marc Silvestri', 'Marc Silvestri', 'Marc Silvestri', 'Marc Silvestri', 'Marc Silvestri', 'Marc",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who is employed by Image Comics?
"
17.723031552,"['Aattakatha' 'Onnum Mindatha Bharya' 'Paavam Poornima'
 'Thakilu Kottampuram' 'Visa']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Oru Pennum Randaanum', 'Mathilukal', 'Visa', 'Kanthirava Narasaraja II', 'Kodiyettam']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What movie did Balu Kiriyath screenwrite for?
"
17.723031552,"[""Brock's Monument"" 'Old City Hall'
 ""St Matthew's Church, Duddeston and Nechells"" ""St. Michael's Cathedral""
 ""St. Paul's Presbyterian Church""]",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Dr. A.O. Thomas House', 'Elmendorf Christian Community', 'Old City Hall (Guelph)', 'St. Paul's Presbyterian Church (Hamilton, Ontario)', 'The Dr. A.O. Thomas House', 'The Old City Hall (Guelph)']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What buildings did William Thomas design?
"
17.723031552,"['1982 World Snooker Championship' '2002 World Snooker Championship'
 '2003 World Snooker Championship' '2004 World Snooker Championship'
 '2005 World Snooker Championship']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['2002 World Snooker Championship', '2005 World Snooker Championship', '2008 World Snooker Championship', '2010 World Snooker Championship', '2015 World Snooker Championship', '2017 World Snooker Championship', '2019 World Snooker Championship']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Embassy sponsored what competition?
"
17.723031552,"['Italian aircraft carrier Cavour'
 'Italian aircraft carrier Giuseppe Garibaldi'
 'Italian battleship Littorio' 'Italian battleship Roma' 'Vittorio Veneto']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Italian battleship Littorio', 'Italian battleship Vittorio Veneto', 'MS Pride of Burgundy', 'MS Spirit of France', 'MS European Seaway']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What marine vessel was based out of Taranto?
"
17.723031552,"['Broken Horses' 'Mission Kashmir' 'Murder at Monkey Hill' 'Parinda'
 'Shikara']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Aattakatha', 'Bhadradeepam', 'Chandramukhi', 'Dhaka Attack', 'Ghazal', 'Kanthirava Narasaraja II', 'Mungaru Male', 'Oru Pennum Randaanum', 'Parinda', 'Suddha', 'The Little Humpbacked Horse', 'The Perfect General', 'The Sale', 'The Secret History of the Maratha Empire', 'The Secret History of",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Vidhu Vinod Chopra directed which film?
"
17.723031552,"['Anne Begg' 'Joseph Fairweather Lamb' 'Kevin Thomson' 'Kirstene Hair'
 'Robert Watson-Watt']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['William Deane', 'John Barton', 'John Ordronaux', 'Mohanlal', 'Graham Allner', 'Mick Walker', 'John Burroughs', 'Gerald and Marcel Granollers', 'Steve Staggs', 'Gary Megson', 'Jerry Janes', 'Mark Abis', 'Garry Hill', 'Gareth Roberts', 'James Dempsey', 'Mick Farren', 'Graham Allner', 'Graham Allner",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who was a graduate of Brechin High School?
"
17.723031552,"['Adam and Eve' 'Column X' 'Peter the Mariner'
 ""We'll Meet Again in the Heimat"" 'You Walk So Softly']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['The Hound of Florence', 'The Hound of Florence', 'The Hound of Florence', 'The Hound of Florence', 'The Hound of Florence']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What's the name of the film produced by Reinhold Schünzel?
"
17.723031552,"['Ace of Diamond' 'Attack on Titan' 'Giant Killing' 'Monster Soul'
 'The Seven Deadly Sins']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Rang', 'Snow White, Blood Red', 'The Perfect General', 'The Secret History of Vampires', 'The Blackheath Bulletin', 'The Hound of Florence', 'The Secret History of Vampires', 'The Perfect General', 'The Secret History of Vampires', 'The Blackheath Bulletin', 'The Hound of Florence', 'The Secret History of Vampires', 'The Perfect General', 'The Secret History of Vampires', '",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Kodansha USA published what literary works?
"
17.723031552,['Aung San Suu Kyi' 'Bamar' 'Min Aung Hlaing' 'Saw Wai' 'Win Tin'],120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Win Tin', 'Aung San Suu Kyi', 'Myint Swe', 'Aung Min', 'Min Aung Hlaing']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who was a native speaker of Burmese?
"
17.723031552,"['Anthony Lombard' 'Joshua Hassan' 'Julio Alcantara' 'Olga Zammitt'
 'Solomon Levy']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Anthony Lombard', 'Julio Alcantara', 'Solomon Levy', 'William Lombard', 'Oliver Benet']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: List all the Mayors of Gibraltar?
"
17.723031552,"['Aled Jones' 'Gethin Jones' 'Helen Carnell' 'John Stapleton'
 'Laura Tobin']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Gary Hastings', 'Gareth Jones', 'Graham Allner', 'John Barton', 'John Ordronaux', 'Kevin Thomson', 'Mick Walker', 'Paul Smith', 'Reilly Opelka', 'Steve Darcis']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What journalist is featured on the show ITV breakfast?
"
17.723031552,"['Gulzar Uddin Ahmed' 'Md Mahfuzur Rahman' 'Moinul Hossain Chowdhury'
 'Rezzakul Haider Chowdhury' 'Shamsul Haque']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Abdul Fatah Younis', 'Gulzar Uddin Ahmed', 'Moinul Hossain Chowdhury', 'Shamsul Haque', 'Zdeněk Frolík']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: The Bangladesh Army military branch contains what person?
"
17.723031552,"['Barreiro/Anhemas Sustainable Development Reserve'
 'Caverna do Diabo State Park'
 'Pinheirinhos Sustainable Development Reserve'
 'Quilombos de Barra do Turvo Sustainable Development Reserve'
 'Rio Turvo State Park']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Barr do Turvo Sustainable Development Reserve', 'Quilombos do Médio Ribeira Environmental Protection Area', 'Rio Turvo State Park', 'Caverna do Diabo State Park', 'Morro dos Seis Lagos Biological Reserve']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What geographical feature is located in or around Barra do Turvo?
"
17.723031552,"['Conan the Barbarian' 'Exeter' 'Frankenstein' 'Friday the 13th'
 'The Texas Chainsaw Massacre']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['The Texas Chainsaw Massacre (2003 film)', 'The Hound of Florence', 'The Doctor (Doctor Who)', 'The Life Aquatic with Steve Zissou', 'Exeter', 'The Texas Chainsaw Massacre (1974 film)', 'The Doctor (Doctor Who)', 'The Life Aquatic with Steve Zissou', 'The Texas Chainsaw Massacre (2003 film)', 'The Texas Chainsaw Massacre (197",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What movies was Marcus Nispel the director of?
"
17.723031552,"[""2006 Australian Open – Women's Doubles""
 ""2006 Ordina Open – Women's Doubles""
 '2008 Internationaux de Strasbourg – doubles'
 ""2008 Medibank International – Women's Doubles""
 '2010 MPS Group Championships – doubles']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['2006 Australian Open – Women's Doubles', '2010 MPS Group Championships – Doubles', '2015 King Cup Final', '2017 Internationaux de Tennis de Vendée – Singles', '2018 Senior Open Championship']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What tennis competition was won by Yan Zi?
"
17.723031552,['Black Panther' 'Dora Milaje' 'Man-Ape' 'Okoye' 'Storm'],120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Black Panther', 'Okoye', 'Wakandan']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who possesses citizenship from Wakanda?
"
17.723031552,"['Beached Az' 'Maximum Choppage' 'Review with Myles Barlow' 'Soul Mates'
 'Twentysomething']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['The Bright Day', 'The Playing Favorites', 'Wicked', 'Wicked', 'Wicked', 'Wicked', 'Wicked', 'Wicked', 'Wicked', 'Wicked', 'Wicked', 'Wicked', 'Wicked', 'Wicked', 'Wicked', 'Wicked', 'Wicked', 'Wicked', 'Wicked', 'Wicked', 'Wicked', 'Wicked', 'Wicked', 'Wicked', 'W",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which TV show originally aired on ABC2?
"
17.723031552,"['Battles of Destiny' 'Conquered Kingdoms' ""Solitaire's Journey""
 'The Grandest Fleet' 'The Perfect General']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['The Perfect General', 'Conquered Kingdoms', 'The Grandest Fleet', 'Battles of Destiny', 'The Perfect General II']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Quantum Quality Productions published what piece of writing?
"
17.723031552,['Bob Knuth' 'Henry Mazer' 'Philip Farkas' 'Ray Still' 'Theodore Thomas'],120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Frank James', 'Petr Vopěnka', 'William Thomas', 'Theodore Thomas', 'Raymond Hood']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: The Chicago Symphony Orchestra employs whom?
"
17.723031552,"['Fantastic Mr. Fox' 'Hotel Chevalier' 'Rushmore'
 'The Life Aquatic with Steve Zissou' 'The Royal Tenenbaums']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Fantastic Mr. Fox', 'The Life Aquatic with Steve Zissou', 'The Royal Tenenbaums', 'Rushmore', 'The Darjeeling Limited']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What movie was screenwritten by Wes Anderson?
"
17.723031552,"['1998 U.S. Open Cup Final' ""2004 CONCACAF Champions' Cup""
 '2011 U.S. Open Cup Final' 'Brimstone Cup' 'MLS Cup 2000']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['2014 U.S. Open Cup Final', '2016 U.S. Open Cup Final', '2017 U.S. Open Cup Final', '2018 U.S. Open Cup Final', '2019 U.S. Open Cup Final']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: In which tournament was Chicago Fire FC a competitor?
"
17.723031552,"[""Children's Everywhere"" 'Elle Kari' 'Matti Lives in Finland'
 'Noy lives in Thailand' 'Sia lives on Kilimanjaro']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Mukhamukham', 'Oru Pennum Randaanum', 'The 2008 Internationaux de Tennis de Vendée – Singles', 'The 2010 PBZ Zagreb Indoors – Singles', 'The 2015 Città di Caltanissetta – Singles']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What's the name of a book containing art by Anna Riwkin-Brick?
"
17.723031552,"['Big Creek Bridge' 'Conde McCullough Memorial Bridge'
 'Ten Mile Creek Bridge' 'Wilson River Bridge' 'Yaquina Bay Bridge']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Big Creek Bridge', 'Dollar Lake', 'Ten Mile Creek Bridge', 'Wilson River Bridge', 'Conde McCullough Memorial Bridge']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What did Conde Balcom McCullough design?
"
17.723031552,"['Berthold Goldschmidt' 'Julius Bürger' 'Rudolf Kolisch' 'Walter Kaufmann'
 'Zdenka Ticharich']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Franklin County Courthouse (Nebraska)', 'Greg Hastings Tournament Paintball MAX\'D', 'Mark Abis', 'Markus Münch (footballer)', 'Matti Lives in Finland', 'Olga Zammitt', 'Petr Vopěnka', 'Richard Aitson', 'Solomon Levy', 'Zdeněk Frolík']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who studied under Franz Schreker?
"
17.723031552,"['Ayodele Casel' 'Fayard Nicholas' 'Harold Nicholas' 'Maceo Anderson'
 'Nicholas Brothers']",120192.0,0.0,Final Answer: ,qampari_128k,17.723031552,17723.031552," ['Gorilla Biscuits', 'Harold Nicholas', 'Mick Walker', 'Marc Silvestri', 'Walter Schreifels']",120192.0,256,147.456,test,17723.031552,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who worked as a tap dancer?
"
