kv_memory_per_token_kb,answer_prefix,question,uncompressed_kv_memory_gb,uncompressed_kv_memory_mb,task,context_tokens,retained_context_tokens,retained_kv_memory_gb,max_new_tokens,retained_kv_memory_mb,answer,predicted_answer,compression_ratio,context_length
65.536,The special magic number for wee-fishing mentioned in the provided text is,What is the special magic number for wee-fishing mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['3566765'], **3566765**.,0.0,32768
65.536,The special magic number for zealous-boat mentioned in the provided text is,What is the special magic number for zealous-boat mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['9753457'], **9753457**.,0.0,32768
65.536,The special magic number for super-friendship mentioned in the provided text is,What is the special magic number for super-friendship mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['9111742'], **9111742**.,0.0,32768
65.536,The special magic number for young-plate mentioned in the provided text is,What is the special magic number for young-plate mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['5502929'], **5502929**.,0.0,32768
65.536,The special magic number for broken-captor mentioned in the provided text is,What is the special magic number for broken-captor mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['5679639'], **5679639**.,0.0,32768
65.536,The special magic number for overrated-income mentioned in the provided text is,What is the special magic number for overrated-income mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['7358385'], **7358385**.,0.0,32768
65.536,The special magic number for productive-artery mentioned in the provided text is,What is the special magic number for productive-artery mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['6452832'], **6452832**.,0.0,32768
65.536,The special magic number for fair-courage mentioned in the provided text is,What is the special magic number for fair-courage mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['6952975'], **6952975**.,0.0,32768
65.536,The special magic number for gullible-prune mentioned in the provided text is,What is the special magic number for gullible-prune mentioned in the provided text? ,2.21544448,2215.44448,niah_single_1,33805.0,33805.0,2.21544448,128,2215.44448,['5635017'], **5635017**.,0.0,32768
65.536,The special magic number for rapid-particular mentioned in the provided text is,What is the special magic number for rapid-particular mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['4205394'], **4205394**.,0.0,32768
65.536,The special magic number for wonderful-carbohydrate mentioned in the provided text is,What is the special magic number for wonderful-carbohydrate mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['7818732'], **7818732**.,0.0,32768
65.536,The special magic number for victorious-pug mentioned in the provided text is,What is the special magic number for victorious-pug mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['8987516'], **8987516**.,0.0,32768
65.536,The special magic number for obsolete-airfare mentioned in the provided text is,What is the special magic number for obsolete-airfare mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['1289293'], **1289293**.,0.0,32768
65.536,The special magic number for fearless-tritone mentioned in the provided text is,What is the special magic number for fearless-tritone mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['7784725'], **7784725**.,0.0,32768
65.536,The special magic number for ugly-sack mentioned in the provided text is,What is the special magic number for ugly-sack mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['7191135'], **7191135**.,0.0,32768
65.536,The special magic number for nauseating-wrench mentioned in the provided text is,What is the special magic number for nauseating-wrench mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['6549757'], **6549757**.,0.0,32768
65.536,The special magic number for greedy-termite mentioned in the provided text is,What is the special magic number for greedy-termite mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['6144280'], **6144280**.,0.0,32768
65.536,The special magic number for crabby-chassis mentioned in the provided text is,What is the special magic number for crabby-chassis mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['4231028'], **4231028**.,0.0,32768
65.536,The special magic number for romantic-harpooner mentioned in the provided text is,What is the special magic number for romantic-harpooner mentioned in the provided text? ,2.21544448,2215.44448,niah_single_1,33805.0,33805.0,2.21544448,128,2215.44448,['4106298'], **4106298**.,0.0,32768
65.536,The special magic number for plausible-mayonnaise mentioned in the provided text is,What is the special magic number for plausible-mayonnaise mentioned in the provided text? ,2.21544448,2215.44448,niah_single_1,33805.0,33805.0,2.21544448,128,2215.44448,['5638893'], **5638893**.,0.0,32768
65.536,The special magic number for chivalrous-disclosure mentioned in the provided text is,What is the special magic number for chivalrous-disclosure mentioned in the provided text? ,2.21544448,2215.44448,niah_single_1,33805.0,33805.0,2.21544448,128,2215.44448,['4256752'], **4256752**.,0.0,32768
65.536,The special magic number for large-brocolli mentioned in the provided text is,What is the special magic number for large-brocolli mentioned in the provided text? ,2.21544448,2215.44448,niah_single_1,33805.0,33805.0,2.21544448,128,2215.44448,['4010529'], **4010529**.,0.0,32768
65.536,The special magic number for wet-crown mentioned in the provided text is,What is the special magic number for wet-crown mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['9961299'], **9961299**.,0.0,32768
65.536,The special magic number for animated-director mentioned in the provided text is,What is the special magic number for animated-director mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['1914794'], **1914794**.,0.0,32768
65.536,The special magic number for wakeful-calculation mentioned in the provided text is,What is the special magic number for wakeful-calculation mentioned in the provided text? ,2.21544448,2215.44448,niah_single_1,33805.0,33805.0,2.21544448,128,2215.44448,['3118618'], **3118618**.,0.0,32768
65.536,The special magic number for chunky-slip mentioned in the provided text is,What is the special magic number for chunky-slip mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['1205779'], **1205779**.,0.0,32768
65.536,The special magic number for panoramic-deputy mentioned in the provided text is,What is the special magic number for panoramic-deputy mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['9031491'], **9031491**.,0.0,32768
65.536,The special magic number for educated-threat mentioned in the provided text is,What is the special magic number for educated-threat mentioned in the provided text? ,2.215247872,2215.247872,niah_single_1,33802.0,33802.0,2.215247872,128,2215.247872,['1861958'], **1861958**.,0.0,32768
65.536,The special magic number for concerned-ankle mentioned in the provided text is,What is the special magic number for concerned-ankle mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['2096280'], **2096280**.,0.0,32768
65.536,The special magic number for blue-mortality mentioned in the provided text is,What is the special magic number for blue-mortality mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['1899411'], **1899411**.,0.0,32768
65.536,The special magic number for shivering-runaway mentioned in the provided text is,What is the special magic number for shivering-runaway mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['6097514'], **6097514**.,0.0,32768
65.536,The special magic number for cooperative-heritage mentioned in the provided text is,What is the special magic number for cooperative-heritage mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['7982241'], **7982241**.,0.0,32768
65.536,The special magic number for recondite-wiring mentioned in the provided text is,What is the special magic number for recondite-wiring mentioned in the provided text? ,2.21544448,2215.44448,niah_single_1,33805.0,33805.0,2.21544448,128,2215.44448,['7381684'], **7381684**.,0.0,32768
65.536,The special magic number for hesitant-moron mentioned in the provided text is,What is the special magic number for hesitant-moron mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['8194570'], **8194570**.,0.0,32768
65.536,The special magic number for strong-oak mentioned in the provided text is,What is the special magic number for strong-oak mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['2664863'], **2664863**.,0.0,32768
65.536,The special magic number for good-chalet mentioned in the provided text is,What is the special magic number for good-chalet mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['2362099'], **2362099**.,0.0,32768
65.536,The special magic number for drunk-study mentioned in the provided text is,What is the special magic number for drunk-study mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['2259379'], **2259379**.,0.0,32768
65.536,The special magic number for miniature-yarmulke mentioned in the provided text is,What is the special magic number for miniature-yarmulke mentioned in the provided text? ,2.21544448,2215.44448,niah_single_1,33805.0,33805.0,2.21544448,128,2215.44448,['8558197'], **8558197**.,0.0,32768
65.536,The special magic number for healthy-article mentioned in the provided text is,What is the special magic number for healthy-article mentioned in the provided text? ,2.215247872,2215.247872,niah_single_1,33802.0,33802.0,2.215247872,128,2215.247872,['1547605'], **1547605**.,0.0,32768
65.536,The special magic number for weary-tomorrow mentioned in the provided text is,What is the special magic number for weary-tomorrow mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['5743227'], **5743227**.,0.0,32768
65.536,The special magic number for vengeful-ramen mentioned in the provided text is,What is the special magic number for vengeful-ramen mentioned in the provided text? ,2.215510016,2215.510016,niah_single_1,33806.0,33806.0,2.215510016,128,2215.510016,['4916201'], **4916201**.,0.0,32768
65.536,The special magic number for nauseating-marathon mentioned in the provided text is,What is the special magic number for nauseating-marathon mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['2925626'], **2925626**.,0.0,32768
65.536,The special magic number for threatening-mukluk mentioned in the provided text is,What is the special magic number for threatening-mukluk mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['3499627'], **3499627**.,0.0,32768
65.536,The special magic number for black-doctorate mentioned in the provided text is,What is the special magic number for black-doctorate mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['2000560'], **2000560**.,0.0,32768
65.536,The special magic number for squalid-modification mentioned in the provided text is,What is the special magic number for squalid-modification mentioned in the provided text? ,2.21544448,2215.44448,niah_single_1,33805.0,33805.0,2.21544448,128,2215.44448,['5842082'], **5842082**.,0.0,32768
65.536,The special magic number for panicky-glimpse mentioned in the provided text is,What is the special magic number for panicky-glimpse mentioned in the provided text? ,2.215510016,2215.510016,niah_single_1,33806.0,33806.0,2.215510016,128,2215.510016,['6101803'], **6101803**.,0.0,32768
65.536,The special magic number for pumped-place mentioned in the provided text is,What is the special magic number for pumped-place mentioned in the provided text? ,2.215247872,2215.247872,niah_single_1,33802.0,33802.0,2.215247872,128,2215.247872,['9284509'], **9284509**.,0.0,32768
65.536,The special magic number for staking-distance mentioned in the provided text is,What is the special magic number for staking-distance mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['1668752'], **1668752**.,0.0,32768
65.536,The special magic number for stereotyped-dungarees mentioned in the provided text is,What is the special magic number for stereotyped-dungarees mentioned in the provided text? ,2.215575552,2215.575552,niah_single_1,33807.0,33807.0,2.215575552,128,2215.575552,['5200476'], **5200476**.,0.0,32768
65.536,The special magic number for flagrant-woodshed mentioned in the provided text is,What is the special magic number for flagrant-woodshed mentioned in the provided text? ,2.21544448,2215.44448,niah_single_1,33805.0,33805.0,2.21544448,128,2215.44448,['1348050'], **1348050**.,0.0,32768
65.536,The special magic number for dull-minibus mentioned in the provided text is,What is the special magic number for dull-minibus mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['8893693'], **8893693**.,0.0,32768
65.536,The special magic number for guarded-star mentioned in the provided text is,What is the special magic number for guarded-star mentioned in the provided text? ,2.215247872,2215.247872,niah_single_1,33802.0,33802.0,2.215247872,128,2215.247872,['4044882'], **4044882**.,0.0,32768
65.536,The special magic number for teeny-prohibition mentioned in the provided text is,What is the special magic number for teeny-prohibition mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['9249789'], **9249789**.,0.0,32768
65.536,The special magic number for juicy-castanet mentioned in the provided text is,What is the special magic number for juicy-castanet mentioned in the provided text? ,2.21544448,2215.44448,niah_single_1,33805.0,33805.0,2.21544448,128,2215.44448,['7850944'], **7850944**.,0.0,32768
65.536,The special magic number for uncovered-graduation mentioned in the provided text is,What is the special magic number for uncovered-graduation mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['2754894'], **2754894**.,0.0,32768
65.536,The special magic number for moaning-stroke mentioned in the provided text is,What is the special magic number for moaning-stroke mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['9312590'], **9312590**.,0.0,32768
65.536,The special magic number for scattered-adjustment mentioned in the provided text is,What is the special magic number for scattered-adjustment mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['1615675'], **1615675**.,0.0,32768
65.536,The special magic number for hurt-shearling mentioned in the provided text is,What is the special magic number for hurt-shearling mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['5234550'], **5234550**.,0.0,32768
65.536,The special magic number for melted-paint mentioned in the provided text is,What is the special magic number for melted-paint mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['9633492'], **9633492**.,0.0,32768
65.536,The special magic number for moldy-spume mentioned in the provided text is,What is the special magic number for moldy-spume mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['1909393'], **1909393**.,0.0,32768
65.536,The special magic number for taboo-pomelo mentioned in the provided text is,What is the special magic number for taboo-pomelo mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['9363326'], **9363326**.,0.0,32768
65.536,The special magic number for arrogant-shortage mentioned in the provided text is,What is the special magic number for arrogant-shortage mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['4415140'], **4415140**.,0.0,32768
65.536,The special magic number for hard-attempt mentioned in the provided text is,What is the special magic number for hard-attempt mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['8350368'], **8350368**.,0.0,32768
65.536,The special magic number for adjoining-premium mentioned in the provided text is,What is the special magic number for adjoining-premium mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['5014745'], **5014745**.,0.0,32768
65.536,The special magic number for scattered-trench mentioned in the provided text is,What is the special magic number for scattered-trench mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['1229419'], **1229419**.,0.0,32768
65.536,The special magic number for capricious-creme brulee mentioned in the provided text is,What is the special magic number for capricious-creme brulee mentioned in the provided text? ,2.215706624,2215.706624,niah_single_1,33809.0,33809.0,2.215706624,128,2215.706624,['4769851'], **4769851**.,0.0,32768
65.536,The special magic number for cool-coral mentioned in the provided text is,What is the special magic number for cool-coral mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['3583206'], **3583206**.,0.0,32768
65.536,The special magic number for quiet-astrology mentioned in the provided text is,What is the special magic number for quiet-astrology mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['5587308'], **5587308**.,0.0,32768
65.536,The special magic number for pastoral-requirement mentioned in the provided text is,What is the special magic number for pastoral-requirement mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['5089126'], **5089126**.,0.0,32768
65.536,The special magic number for ludicrous-cobbler mentioned in the provided text is,What is the special magic number for ludicrous-cobbler mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['4197911'], **4197911**.,0.0,32768
65.536,The special magic number for bitter-edger mentioned in the provided text is,What is the special magic number for bitter-edger mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['5634662'], **5634662**.,0.0,32768
65.536,The special magic number for quick-pencil mentioned in the provided text is,What is the special magic number for quick-pencil mentioned in the provided text? ,2.215247872,2215.247872,niah_single_1,33802.0,33802.0,2.215247872,128,2215.247872,['5482413'], **5482413**.,0.0,32768
65.536,The special magic number for wretched-listening mentioned in the provided text is,What is the special magic number for wretched-listening mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['6008935'], **6008935**.,0.0,32768
65.536,The special magic number for defective-presentation mentioned in the provided text is,What is the special magic number for defective-presentation mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['8491822'], **8491822**.,0.0,32768
65.536,The special magic number for jobless-pantologist mentioned in the provided text is,What is the special magic number for jobless-pantologist mentioned in the provided text? ,2.21544448,2215.44448,niah_single_1,33805.0,33805.0,2.21544448,128,2215.44448,['6577416'], **6577416**.,0.0,32768
65.536,The special magic number for onerous-symptom mentioned in the provided text is,What is the special magic number for onerous-symptom mentioned in the provided text? ,2.215510016,2215.510016,niah_single_1,33806.0,33806.0,2.215510016,128,2215.510016,['6398528'], **6398528**.,0.0,32768
65.536,The special magic number for sleepy-spice mentioned in the provided text is,What is the special magic number for sleepy-spice mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['7425184'], **7425184**.,0.0,32768
65.536,The special magic number for amused-veto mentioned in the provided text is,What is the special magic number for amused-veto mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['6338112'], **6338112**.,0.0,32768
65.536,The special magic number for lying-deviation mentioned in the provided text is,What is the special magic number for lying-deviation mentioned in the provided text? ,2.215313408,2215.313408,niah_single_1,33803.0,33803.0,2.215313408,128,2215.313408,['3551903'], **3551903**.,0.0,32768
65.536,The special magic number for cruel-balaclava mentioned in the provided text is,What is the special magic number for cruel-balaclava mentioned in the provided text? ,2.21544448,2215.44448,niah_single_1,33805.0,33805.0,2.21544448,128,2215.44448,['9427047'], **9427047**.,0.0,32768
65.536,The special magic number for chivalrous-barometer mentioned in the provided text is,What is the special magic number for chivalrous-barometer mentioned in the provided text? ,2.21544448,2215.44448,niah_single_1,33805.0,33805.0,2.21544448,128,2215.44448,['8387112'], **8387112**.,0.0,32768
65.536,The special magic number for absorbed-watercress mentioned in the provided text is,What is the special magic number for absorbed-watercress mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['3418526'], **3418526**.,0.0,32768
65.536,The special magic number for blushing-larder mentioned in the provided text is,What is the special magic number for blushing-larder mentioned in the provided text? ,2.215378944,2215.378944,niah_single_1,33804.0,33804.0,2.215378944,128,2215.378944,['8876745'], **8876745**.,0.0,32768
65.536,The special magic number for tacit-imitation mentioned in the provided text is,What is the special magic number for tacit-imitation mentioned in the provided text? ,2.21544448,2215.44448,niah_single_1,33805.0,33805.0,2.21544448,128,2215.44448,['7668663'], **7668663**.,0.0,32768
