memory_budget_unit,uncompressed_kv_memory_gb,answer,retained_kv_memory_gb,token_budget,uncompressed_kv_memory_mb,task,retained_kv_memory_mb,retained_context_tokens,question,kv_memory_per_token_kb,predicted_answer,answer_prefix,memory_budget,compression_ratio,context_length,context_tokens,max_new_tokens
GB,2.225078272,['JVDFZ' 'TAVMH' 'EGSKQ' 'GTNUD' 'LXXYN'],0.999948288,15258.0,2225.078272,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 62662 in the text above. ,65.536, JVDFZ TAVMH EGSKQ GTNUD LXXYN,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 62662, they are: ",1.0,0.5506008482563619,32768,33952.0,30
GB,2.225340416,['WZKXS' 'WSIIV' 'XPDKQ' 'XQQLI' 'VQUWC'],0.999948288,15258.0,2225.340416,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 22688 in the text above. ,65.536, WZKXS WSIIV XPDKQ XQQLI VQUWC,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 22688, they are: ",1.0,0.5506537872540935,32768,33956.0,30
GB,2.225340416,['BJQJB' 'QDHTL' 'ZUZOX' 'QNPJH' 'USRSN'],0.999948288,15258.0,2225.340416,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 35342 in the text above. ,65.536, BJQJB QDHTL ZUZOX QNPJH USRSN,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 35342, they are: ",1.0,0.5506537872540935,32768,33956.0,30
GB,2.225078272,['WPQZR' 'YTKEN' 'MLZNN' 'SLAEO' 'XDWCJ'],0.999948288,15258.0,2225.078272,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 47157 in the text above. ,65.536, WPQZR YTKEN MLZNN SLAEO XDWCJ,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 47157, they are: ",1.0,0.5506008482563619,32768,33952.0,30
GB,2.224881664,['WKOOX' 'UMSPT' 'NLLLW' 'IURKG' 'KOYXT'],0.999948288,15258.0,2224.881664,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 77863 in the text above. ,65.536, WKOOX UMSPT NLLLW IURKG KOYXT,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 77863, they are: ",1.0,0.5505611358213791,32768,33949.0,30
GB,2.225209344,['NZHFV' 'VPCNI' 'PMYIE' 'ANJCZ' 'OHETE'],0.999948288,15258.0,2225.209344,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 62083 in the text above. ,65.536, NZHFV VPCNI PMYIE ANJCZ OHETE,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 62083, they are: ",1.0,0.5506273193143665,32768,33954.0,30
GB,2.225340416,['YHIOB' 'AQXAO' 'PCTQD' 'OLWNU' 'DOEGY'],0.999948288,15258.0,2225.340416,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 75733 in the text above. ,65.536, YHIOB AQXAO PCTQD OLWNU DOEGY,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 75733, they are: ",1.0,0.5506537872540935,32768,33956.0,30
GB,2.2249472,['NBCSV' 'SZWFN' 'UWYQZ' 'SHRIF' 'YIXDX'],0.999948288,15258.0,2224.9472,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 99045 in the text above. ,65.536, NBCSV SZWFN UWYQZ SHRIF YIXDX,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 99045, they are: ",1.0,0.5505743740795287,32768,33950.0,30
GB,2.225209344,['JETSA' 'MYLFA' 'HXJCP' 'HSGMJ' 'HXSFF'],0.999948288,15258.0,2225.209344,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 44698 in the text above. ,65.536, JETSA MYLFA HXJCP HSGMJ HXSFF,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 44698, they are: ",1.0,0.5506273193143665,32768,33954.0,30
GB,2.225405952,['WAZRP' 'RWALR' 'QWIVK' 'DNMNB' 'SBXNI'],0.999948288,15258.0,2225.405952,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 90623 in the text above. ,65.536, WAZRP RWALR QWIVK DNMNB SBXNI,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 90623, they are: ",1.0,0.5506670200547752,32768,33957.0,30
GB,2.225209344,['VGMYV' 'VNGBP' 'LCLDZ' 'XJXSU' 'BUBPL'],0.999948288,15258.0,2225.209344,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 32671 in the text above. ,65.536, VGMYV VNGBP LCLDZ XJXSU BUBPL,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 32671, they are: ",1.0,0.5506273193143665,32768,33954.0,30
GB,2.2249472,['NPCAS' 'PVXDN' 'JMQED' 'BDPNQ' 'JPODM'],0.999948288,15258.0,2224.9472,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 35184 in the text above. ,65.536, NPCAS PVXDN JMQED BDPNQ JPODM,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 35184, they are: ",1.0,0.5505743740795287,32768,33950.0,30
GB,2.225209344,['MSWOI' 'HICWX' 'MXQSM' 'FMTVU' 'JKVAA'],0.999948288,15258.0,2225.209344,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 52107 in the text above. ,65.536, MSWOI HICWX MXQSM FMTVU JKVAA,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 52107, they are: ",1.0,0.5506273193143665,32768,33954.0,30
GB,2.225340416,['XARJU' 'CYHGV' 'RYZZW' 'WBDYU' 'EJJPZ'],0.999948288,15258.0,2225.340416,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 96202 in the text above. ,65.536, XARJU CYHGV RYZZW WBDYU EJJPZ,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 96202, they are: ",1.0,0.5506537872540935,32768,33956.0,30
GB,2.224816128,['KWTJN' 'ESNMY' 'MPQUQ' 'FXLGF' 'LJEVG'],0.999948288,15258.0,2224.816128,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 61663 in the text above. ,65.536, KWTJN ESNMY MPQUQ FXLGF LJEVG,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 61663, they are: ",1.0,0.5505478967833157,32768,33948.0,30
GB,2.225143808,['HNOCH' 'FDJOI' 'RGTTV' 'EPDWS' 'OGUHJ'],0.999948288,15258.0,2225.143808,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 25708 in the text above. ,65.536, HNOCH FDJOI RGTTV EPDWS OGUHJ,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 25708, they are: ",1.0,0.5506140841751833,32768,33953.0,30
GB,2.224881664,['LYKLW' 'ADWHT' 'MRJFL' 'TTRHP' 'OADZZ'],0.999948288,15258.0,2224.881664,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 59811 in the text above. ,65.536, LYKLW ADWHT MRJFL TTRHP OADZZ,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 59811, they are: ",1.0,0.5505611358213791,32768,33949.0,30
GB,2.225078272,['MEBZH' 'GRBBN' 'EWKEC' 'NMBYW' 'DFLSM'],0.999948288,15258.0,2225.078272,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 12811 in the text above. ,65.536, MEBZH GRBBN EWKEC NMBYW DFLSM,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 12811, they are: ",1.0,0.5506008482563619,32768,33952.0,30
GB,2.224750592,['WLSSH' 'PVEGX' 'TLXEO' 'KYGWH' 'QHXSS'],0.999948288,15258.0,2224.750592,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 66250 in the text above. ,65.536, WLSSH PVEGX TLXEO KYGWH QHXSS,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 66250, they are: ",1.0,0.5505346569652694,32768,33947.0,30
GB,2.225012736,['KACXI' 'TMBOG' 'YDVVE' 'ACHNK' 'CTRDJ'],0.999948288,15258.0,2225.012736,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 82082 in the text above. ,65.536, KACXI TMBOG YDVVE ACHNK CTRDJ,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 82082, they are: ",1.0,0.5505876115578334,32768,33951.0,30
GB,2.225078272,['CKZIE' 'RFWUV' 'EEKCI' 'OEFOY' 'DFJEK'],0.999948288,15258.0,2225.078272,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 44754 in the text above. ,65.536, CKZIE RFWUV EEKCI OEFOY DFJEK,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 44754, they are: ",1.0,0.5506008482563619,32768,33952.0,30
GB,2.225078272,['CIQKY' 'UDETR' 'ZRBAX' 'LNTNS' 'AATDG'],0.999948288,15258.0,2225.078272,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 21411 in the text above. ,65.536, CIQKY UDETR ZRBAX LNTNS AATDG,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 21411, they are: ",1.0,0.5506008482563619,32768,33952.0,30
GB,2.225078272,['KVTFT' 'IFBXZ' 'USFWN' 'EQBMY' 'BZYDE'],0.999948288,15258.0,2225.078272,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 12911 in the text above. ,65.536, KVTFT IFBXZ USFWN EQBMY BZYDE,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 12911, they are: ",1.0,0.5506008482563619,32768,33952.0,30
GB,2.22527488,['MKPLE' 'YMTLC' 'XHNOE' 'JHHOM' 'ISFXA'],0.999948288,15258.0,2225.27488,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 77270 in the text above. ,65.536, MKPLE YMTLC XHNOE JHHOM ISFXA,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 77270, they are: ",1.0,0.5506405536739802,32768,33955.0,30
GB,2.225143808,['SNMRS' 'QYTGA' 'VQRSQ' 'GLRGP' 'YVAUQ'],0.999948288,15258.0,2225.143808,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 93763 in the text above. ,65.536, SNMRS QYTGA VQRSQ GLRGP YVAUQ,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 93763, they are: ",1.0,0.5506140841751833,32768,33953.0,30
GB,2.224750592,['UVGFT' 'SAEMC' 'UKKHL' 'EEDMN' 'COFFT'],0.999948288,15258.0,2224.750592,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 18680 in the text above. ,65.536, UVGFT SAEMC UKKHL EEDMN COFFT,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 18680, they are: ",1.0,0.5505346569652694,32768,33947.0,30
GB,2.22527488,['UBFUJ' 'NZGMT' 'PIRII' 'GJKPZ' 'WUAWK'],0.999948288,15258.0,2225.27488,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 94896 in the text above. ,65.536, UBFUJ NZGMT PIRII GJKPZ WUAWK,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 94896, they are: ",1.0,0.5506405536739802,32768,33955.0,30
GB,2.2249472,['UILPK' 'PCLYY' 'ZWXTH' 'FDNOW' 'NDUHR'],0.999948288,15258.0,2224.9472,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 93879 in the text above. ,65.536, UILPK PCLYY ZWXTH FDNOW NDUHR,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 93879, they are: ",1.0,0.5505743740795287,32768,33950.0,30
GB,2.225143808,['YRRXQ' 'MUIFO' 'YBIXT' 'SRUZL' 'GGHCI'],0.999948288,15258.0,2225.143808,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 81295 in the text above. ,65.536, YRRXQ MUIFO YBIXT SRUZL GGHCI,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 81295, they are: ",1.0,0.5506140841751833,32768,33953.0,30
GB,2.225340416,['CAWIV' 'HFRDH' 'TWVAI' 'NRHWO' 'QFHZB'],0.999948288,15258.0,2225.340416,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 98614 in the text above. ,65.536, CAWIV HFRDH TWVAI NRHWO QFHZB,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 98614, they are: ",1.0,0.5506537872540935,32768,33956.0,30
GB,2.225537024,['SHXSO' 'CIUWB' 'YHRPL' 'MXFUF' 'QJWCU'],0.999948288,15258.0,2225.537024,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 21111 in the text above. ,65.536, SHXSO CIUWB YHRPL MXFUF QJWCU,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 21111, they are: ",1.0,0.550693483318119,32768,33959.0,30
GB,2.225078272,['QJRUR' 'UWQHQ' 'JDCMR' 'NAOOH' 'TUEMQ'],0.999948288,15258.0,2225.078272,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 47504 in the text above. ,65.536, QJRUR UWQHQ JDCMR NAOOH TUEMQ,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 47504, they are: ",1.0,0.5506008482563619,32768,33952.0,30
GB,2.224881664,['TFRDW' 'SALIB' 'OQCGT' 'CDHZE' 'ZRGBY'],0.999948288,15258.0,2224.881664,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 11802 in the text above. ,65.536, TFRDW SALIB OQCGT CDHZE ZRGBY,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 11802, they are: ",1.0,0.5505611358213791,32768,33949.0,30
GB,2.225143808,['PHSKO' 'GQELY' 'RYDFQ' 'HQQSO' 'QNEVI'],0.999948288,15258.0,2225.143808,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 18155 in the text above. ,65.536, PHSKO GQELY RYDFQ HQQSO QNEVI,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 18155, they are: ",1.0,0.5506140841751833,32768,33953.0,30
GB,2.2249472,['CYESH' 'VMNSW' 'OPXEY' 'KITZN' 'PWMDA'],0.999948288,15258.0,2224.9472,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 83656 in the text above. ,65.536, CYESH VMNSW OPXEY KITZN PWMDA,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 83656, they are: ",1.0,0.5505743740795287,32768,33950.0,30
GB,2.225078272,['SYFQC' 'HUVQB' 'GCOCH' 'YVAYR' 'YDMRR'],0.999948288,15258.0,2225.078272,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 49384 in the text above. ,65.536, SYFQC HUVQB GCOCH YVAYR YDMRR,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 49384, they are: ",1.0,0.5506008482563619,32768,33952.0,30
GB,2.225209344,['YTXEJ' 'DJBME' 'ZIRVW' 'WHMGA' 'QKXYY'],0.999948288,15258.0,2225.209344,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 57254 in the text above. ,65.536, YTXEJ DJBME ZIRVW WHMGA QKXYY,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 57254, they are: ",1.0,0.5506273193143665,32768,33954.0,30
GB,2.224881664,['AUGMJ' 'JXNHZ' 'RLDTA' 'WSCHD' 'KIARY'],0.999948288,15258.0,2224.881664,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 31918 in the text above. ,65.536, AUGMJ JXNHZ RLDTA WSCHD KIARY,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 31918, they are: ",1.0,0.5505611358213791,32768,33949.0,30
GB,2.225012736,['RBVLP' 'AMHCL' 'QSEHC' 'GSRLM' 'UCSPE'],0.999948288,15258.0,2225.012736,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 95981 in the text above. ,65.536, RBVLP AMHCL QSEHC GSRLM UCSPE,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 95981, they are: ",1.0,0.5505876115578334,32768,33951.0,30
GB,2.225209344,['LBCJY' 'SGXEA' 'RIHHP' 'LGMIC' 'RRUDJ'],0.999948288,15258.0,2225.209344,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 70713 in the text above. ,65.536, LBCJY SGXEA RIHHP LGMIC RRUDJ,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 70713, they are: ",1.0,0.5506273193143665,32768,33954.0,30
GB,2.225340416,['QHMTN' 'DDKSX' 'TVOJJ' 'QDLMN' 'YUEHZ'],0.999948288,15258.0,2225.340416,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 40306 in the text above. ,65.536, QHMTN DDKSX TVOJJ QDLMN YUEHZ,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 40306, they are: ",1.0,0.5506537872540935,32768,33956.0,30
GB,2.2249472,['WULSN' 'HFSOE' 'BGBDW' 'YHUQG' 'VNAJP'],0.999948288,15258.0,2224.9472,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 26646 in the text above. ,65.536, WULSN HFSOE BGBDW YHUQG VNAJP,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 26646, they are: ",1.0,0.5505743740795287,32768,33950.0,30
GB,2.225340416,['CTJQW' 'QOVFG' 'PVTEG' 'SJXCE' 'EWEMS'],0.999948288,15258.0,2225.340416,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 56843 in the text above. ,65.536, CTJQW QOVFG PVTEG SJXCE EWEMS,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 56843, they are: ",1.0,0.5506537872540935,32768,33956.0,30
GB,2.225340416,['CAVYD' 'UGYPU' 'AUOVW' 'CDTXV' 'HMGOG'],0.999948288,15258.0,2225.340416,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 26371 in the text above. ,65.536, CAVYD UGYPU AUOVW CDTXV HMGOG,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 26371, they are: ",1.0,0.5506537872540935,32768,33956.0,30
GB,2.225012736,['MZFYH' 'BIJYC' 'BDLIE' 'LXRQH' 'WHMJG'],0.999948288,15258.0,2225.012736,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 87371 in the text above. ,65.536, MZFYH BIJYC BDLIE LXRQH WHMJG,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 87371, they are: ",1.0,0.5505876115578334,32768,33951.0,30
GB,2.225209344,['ZPQDY' 'XJOOM' 'NFCSN' 'UVFCJ' 'FWJMD'],0.999948288,15258.0,2225.209344,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 12049 in the text above. ,65.536, ZPQDY XJOOM NFCSN UVFCJ FWJMD,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 12049, they are: ",1.0,0.5506273193143665,32768,33954.0,30
GB,2.225012736,['SRBVW' 'AJCCO' 'VDETT' 'SHKIU' 'SHEWA'],0.999948288,15258.0,2225.012736,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 41616 in the text above. ,65.536, SRBVW AJCCO VDETT SHKIU SHEWA,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 41616, they are: ",1.0,0.5505876115578334,32768,33951.0,30
GB,2.225209344,['QFETO' 'VVMIQ' 'VEUQF' 'CCPWA' 'HOBPT'],0.999948288,15258.0,2225.209344,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 30932 in the text above. ,65.536, QFETO VVMIQ VEUQF CCPWA HOBPT,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 30932, they are: ",1.0,0.5506273193143665,32768,33954.0,30
GB,2.225405952,['KJDRI' 'XNNUA' 'UMWAE' 'RCQYG' 'FRDSZ'],0.999948288,15258.0,2225.405952,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 39855 in the text above. ,65.536, KJDRI XNNUA UMWAE RCQYG FRDSZ,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 39855, they are: ",1.0,0.5506670200547752,32768,33957.0,30
GB,2.225143808,['MUDWO' 'ZUCCI' 'YEHJC' 'EUGMG' 'WQDDO'],0.999948288,15258.0,2225.143808,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 71434 in the text above. ,65.536, MUDWO ZUCCI YEHJC EUGMG WQDDO,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 71434, they are: ",1.0,0.5506140841751833,32768,33953.0,30
GB,2.225143808,['GVAWH' 'EKBKM' 'CMQXM' 'CTXXT' 'FIIZM'],0.999948288,15258.0,2225.143808,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 82694 in the text above. ,65.536, GVAWH EKBKM CMQXM CTXXT FIIZM,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 82694, they are: ",1.0,0.5506140841751833,32768,33953.0,30
GB,2.2249472,['KGEDH' 'CWLKF' 'XEBXL' 'ZHFYM' 'NUZLX'],0.999948288,15258.0,2224.9472,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 53016 in the text above. ,65.536, KGEDH CWLKF XEBXL ZHFYM NUZLX,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 53016, they are: ",1.0,0.5505743740795287,32768,33950.0,30
GB,2.22461952,['RGSZY' 'WQQPA' 'TESUP' 'FFERY' 'JJHHV'],0.999948288,15258.0,2224.61952,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 17400 in the text above. ,65.536, RGSZY WQQPA TESUP FFERY JJHHV,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 17400, they are: ",1.0,0.5505081749889527,32768,33945.0,30
GB,2.225078272,['HQYWZ' 'UCQQK' 'MTYCL' 'PAHKF' 'LJFMD'],0.999948288,15258.0,2225.078272,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 52642 in the text above. ,65.536, HQYWZ UCQQK MTYCL PAHKF LJFMD,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 52642, they are: ",1.0,0.5506008482563619,32768,33952.0,30
GB,2.225340416,['NTIEO' 'LOKQK' 'BYLYK' 'SKIEG' 'SDDPK'],0.999948288,15258.0,2225.340416,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 25151 in the text above. ,65.536, NTIEO LOKQK BYLYK SKIEG SDDPK,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 25151, they are: ",1.0,0.5506537872540935,32768,33956.0,30
GB,2.225078272,['GXHNG' 'UUURH' 'YQQPC' 'LPCHX' 'CMJVK'],0.999948288,15258.0,2225.078272,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 61407 in the text above. ,65.536, GXHNG UUURH YQQPC LPCHX CMJVK,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 61407, they are: ",1.0,0.5506008482563619,32768,33952.0,30
GB,2.225078272,['MPOET' 'YFAAN' 'DWCFI' 'FSYGM' 'YJOHT'],0.999948288,15258.0,2225.078272,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 76690 in the text above. ,65.536, MPOET YFAAN DWCFI FSYGM YJOHT,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 76690, they are: ",1.0,0.5506008482563619,32768,33952.0,30
GB,2.225340416,['ICJFJ' 'XVLXY' 'GKPWY' 'NKCVL' 'EGFJD'],0.999948288,15258.0,2225.340416,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 14499 in the text above. ,65.536, ICJFJ XVLXY GKPWY NKCVL EGFJD,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 14499, they are: ",1.0,0.5506537872540935,32768,33956.0,30
GB,2.225209344,['QRLVF' 'BMBHD' 'LPPGA' 'AUOAM' 'DZANN'],0.999948288,15258.0,2225.209344,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 16295 in the text above. ,65.536, QRLVF BMBHD LPPGA AUOAM DZANN,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 16295, they are: ",1.0,0.5506273193143665,32768,33954.0,30
GB,2.224816128,['JQABA' 'CIRLE' 'EXJXZ' 'YWGUC' 'YBIPV'],0.999948288,15258.0,2224.816128,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 69040 in the text above. ,65.536, JQABA CIRLE EXJXZ YWGUC YBIPV,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 69040, they are: ",1.0,0.5505478967833157,32768,33948.0,30
GB,2.225209344,['CTSJV' 'GQWSB' 'MFRMK' 'MIVTN' 'IYSRW'],0.999948288,15258.0,2225.209344,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 22183 in the text above. ,65.536, CTSJV GQWSB MFRMK MIVTN IYSRW,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 22183, they are: ",1.0,0.5506273193143665,32768,33954.0,30
GB,2.225012736,['EARLG' 'YCLDN' 'NBHCQ' 'TKHKP' 'NMLRQ'],0.999948288,15258.0,2225.012736,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 39299 in the text above. ,65.536, EARLG YCLDN NBHCQ TKHKP NMLRQ,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 39299, they are: ",1.0,0.5505876115578334,32768,33951.0,30
GB,2.224685056,['SHAEX' 'QTWRE' 'REILZ' 'RLAZW' 'ETAJM'],0.999948288,15258.0,2224.685056,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 22874 in the text above. ,65.536, SHAEX QTWRE REILZ RLAZW ETAJM,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 22874, they are: ",1.0,0.5505214163671714,32768,33946.0,30
GB,2.2249472,['GLVHI' 'NRWVM' 'HNQDK' 'FZJAP' 'SLFCX'],0.999948288,15258.0,2224.9472,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 42711 in the text above. ,65.536, GLVHI NRWVM HNQDK FZJAP SLFCX,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 42711, they are: ",1.0,0.5505743740795287,32768,33950.0,30
GB,2.225340416,['PLLZU' 'HZMRM' 'DZQRH' 'HUABH' 'PBHLR'],0.999948288,15258.0,2225.340416,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 15539 in the text above. ,65.536, PLLZU HZMRM DZQRH HUABH PBHLR,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 15539, they are: ",1.0,0.5506537872540935,32768,33956.0,30
GB,2.225143808,['RKKXX' 'XPELW' 'UDTGK' 'FHHYL' 'EUVCN'],0.999948288,15258.0,2225.143808,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 63351 in the text above. ,65.536, RKKXX XPELW UDTGK FHHYL EUVCN,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 63351, they are: ",1.0,0.5506140841751833,32768,33953.0,30
GB,2.224881664,['HTKKA' 'UWLBB' 'VQICH' 'MIBTR' 'TBFDT'],0.999948288,15258.0,2224.881664,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 71267 in the text above. ,65.536, HTKKA UWLBB VQICH MIBTR TBFDT,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 71267, they are: ",1.0,0.5505611358213791,32768,33949.0,30
GB,2.225078272,['BDKZV' 'VOVRW' 'QLQEV' 'RETOM' 'HRYMR'],0.999948288,15258.0,2225.078272,vt,999.948288,15258.0,Question: Find all variables that are assigned the value 58354 in the text above. ,65.536, BDKZV VOVRW QLQEV RETOM HRYMR,"Answer: According to the chain(s) of variable assignment in the text above, 5 variables are assgined the value 58354, they are: ",1.0,0.5506008482563619,32768,33952.0,30
