question,retained_kv_memory_mb,answer,kv_memory_per_token_kb,answer_prefix,compression_ratio,retained_kv_memory_gb,context_tokens,predicted_answer,memory_budget_unit,context_id,task,retained_context_tokens,context_length,uncompressed_kv_memory_gb,uncompressed_kv_memory_mb,memory_budget,max_new_tokens,token_budget
What is the value associated with key 53F88FB864E4? Return only the value.,2047.868928,['9C2EEA4E3617'],147.456,,0.7625049164628829,2.047868928,58477.0,5048BF7B539B,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key A5CC38AB854C? Return only the value.,2047.868928,['A2A9102EFDE5'],147.456,,0.7625049164628829,2.047868928,58477.0,54CEC8CCE2C2,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 76DAD2E82F38? Return only the value.,2047.868928,['B379E8CDA0CC'],147.456,,0.7625049164628829,2.047868928,58477.0,8B6858E68E6C,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key A6344D5C55C7? Return only the value.,2047.868928,['1DDE688613DB'],147.456,,0.7625049164628829,2.047868928,58477.0,5F948430E68C,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 0B9B23C86D30? Return only the value.,2047.868928,['0986F23E323D'],147.456,,0.7625049164628829,2.047868928,58477.0,573870C2903F,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key FEF54DEAD645? Return only the value.,2047.868928,['1DBA7E1CA5A1'],147.456,,0.7625049164628829,2.047868928,58477.0,5194E11BF0D4,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 3C1B18E19331? Return only the value.,2047.868928,['899CE3236D1A'],147.456,,0.7625049164628829,2.047868928,58477.0,3F6E23CBE943,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 637E22BAE10E? Return only the value.,2047.868928,['5EFA7421FF46'],147.456,,0.7625049164628829,2.047868928,58477.0,5F902EDC017E,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key F30AABA4FC03? Return only the value.,2047.868928,['B24CBE3E6E57'],147.456,,0.7625049164628829,2.047868928,58477.0,0F841931E9EE,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 8A4AF22B5B98? Return only the value.,2047.868928,['965B6B4BE411'],147.456,,0.7625049164628829,2.047868928,58477.0,5F989C35442C,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key BA02BE055787? Return only the value.,2047.868928,['E2AA278ED00D'],147.456,,0.7625049164628829,2.047868928,58477.0,5C623A3C563E,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key A7A86A35DF59? Return only the value.,2047.868928,['D56C19597B5A'],147.456,,0.7625049164628829,2.047868928,58477.0,588488888888,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 9D9B7D45D8EF? Return only the value.,2047.868928,['F065687A4850'],147.456,,0.7625049164628829,2.047868928,58477.0,5C4432DF8D45,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 479DF396EA37? Return only the value.,2047.868928,['B0B608601833'],147.456,,0.7625049164628829,2.047868928,58477.0,588888888888,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 379E5EDB0D3C? Return only the value.,2047.868928,['71D771818DCF'],147.456,,0.7625049164628829,2.047868928,58477.0,5C4432DF8D45,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 3C71F3579560? Return only the value.,2047.868928,['5CD8DAFEC8A9'],147.456,,0.7625049164628829,2.047868928,58477.0,4223C0E6846C,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key FB1E196F4DFA? Return only the value.,2047.868928,['5E09AF88BDEC'],147.456,,0.7625049164628829,2.047868928,58477.0,548E697C244C,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key E6D58B621D41? Return only the value.,2047.868928,['A513FA53E34D'],147.456,,0.7625049164628829,2.047868928,58477.0,50484C28544C,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 0F805BD20C98? Return only the value.,2047.868928,['46A065EC7ACD'],147.456,,0.7625049164628829,2.047868928,58477.0,46A065EC7ACD,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key F7DC30974B2B? Return only the value.,2047.868928,['F2F21F45DBFD'],147.456,,0.7625049164628829,2.047868928,58477.0,730488548888,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key D2FED918B3E5? Return only the value.,2047.868928,['177774685B98'],147.456,,0.7625049164628829,2.047868928,58477.0,5A28C794529E,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 364CA9AB364A? Return only the value.,2047.868928,['A3B5A446BE72'],147.456,,0.7625049164628829,2.047868928,58477.0,5C650F8A0C2C,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key F89998DE8EBB? Return only the value.,2047.868928,['0CF20577AEA9'],147.456,,0.7625049164628829,2.047868928,58477.0,564CBC9F18E0,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 5560C96B5EDB? Return only the value.,2047.868928,['FD233E5A87E3'],147.456,,0.7625049164628829,2.047868928,58477.0,57D485544C2C,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key C977203C8C25? Return only the value.,2047.868928,['348890882EAF'],147.456,,0.7625049164628829,2.047868928,58477.0,F890B90ED44B,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key D46E11906F50? Return only the value.,2047.868928,['8DE0C3E15A85'],147.456,,0.7625049164628829,2.047868928,58477.0,6B9D4C21484A,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 961D350843F0? Return only the value.,2047.868928,['D0243748967F'],147.456,,0.7625049164628829,2.047868928,58477.0,F2E75C238D8D,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 3BA5DEA45C19? Return only the value.,2047.868928,['C63D541C7A86'],147.456,,0.7625049164628829,2.047868928,58477.0,370B95132C22,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key C9E425C61C45? Return only the value.,2047.868928,['9892E68933A9'],147.456,,0.7625049164628829,2.047868928,58477.0,965D918409A9,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 46FB00B9D4A3? Return only the value.,2047.868928,['FBE9DBC080FD'],147.456,,0.7625049164628829,2.047868928,58477.0,5F98A65E688E,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key FCCE250A4578? Return only the value.,2047.868928,['8A4B21472A15'],147.456,,0.7625049164628829,2.047868928,58477.0,50488C38548C,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key CC6B402ADF9C? Return only the value.,2047.868928,['1C242CABD7E7'],147.456,,0.7625049164628829,2.047868928,58477.0,582BF88D884C,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key DDCFA93B12CD? Return only the value.,2047.868928,['21BD06998731'],147.456,,0.7625049164628829,2.047868928,58477.0,574844848484,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 5BB503CDE2E3? Return only the value.,2047.868928,['C9D6CA3C6F5F'],147.456,,0.7625049164628829,2.047868928,58477.0,506EB757CB10,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 96BF3CE915E7? Return only the value.,2047.868928,['040A52E2AFD9'],147.456,,0.7625049164628829,2.047868928,58477.0,57468858888C,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 43EF2C9B662E? Return only the value.,2047.868928,['20730D6A05B3'],147.456,,0.7625049164628829,2.047868928,58477.0,585454545454,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 6BC4BDE13C1B? Return only the value.,2047.868928,['1D1886AD8A8C'],147.456,,0.7625049164628829,2.047868928,58477.0,50648C35448C,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 1045BEE3EB79? Return only the value.,2047.868928,['72C279EB4168'],147.456,,0.7625049164628829,2.047868928,58477.0,45020A04588C,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 5CAEC72C1FE3? Return only the value.,2047.868928,['97FA83639007'],147.456,,0.7625049164628829,2.047868928,58477.0,50BF9EE4105D,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 73B61BEAF6AC? Return only the value.,2047.868928,['38B780FB9296'],147.456,,0.7625049164628829,2.047868928,58477.0,500A5E644C2C,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 9D77F206C269? Return only the value.,2047.868928,['BA2C0B19F88E'],147.456,,0.7625049164628829,2.047868928,58477.0,5A28CB8383F2,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key E8A3C8819065? Return only the value.,2047.868928,['A8ADDDF275EB'],147.456,,0.7625049164628829,2.047868928,58477.0,9458C2874F06,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 4D37857DD3B3? Return only the value.,2047.868928,['A4B175424646'],147.456,,0.7625049164628829,2.047868928,58477.0,5C4432DF8D45,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 07F9F6CA6B8B? Return only the value.,2047.868928,['FFA30F9240E1'],147.456,,0.7625049164628829,2.047868928,58477.0,582858458885,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key D8E87A9E8EEF? Return only the value.,2047.868928,['6D2066D06371'],147.456,,0.7625049164628829,2.047868928,58477.0,8C35495C248C,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 1BA3AFA415E5? Return only the value.,2047.868928,['B65F7D824264'],147.456,,0.7625049164628829,2.047868928,58477.0,368B85858585,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 718DE8E22743? Return only the value.,2047.868928,['E63612D0498D'],147.456,,0.7625049164628829,2.047868928,58477.0,636F8B7C3C3D,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 527514AEAF5C? Return only the value.,2047.868928,['25F99BB96155'],147.456,,0.7625049164628829,2.047868928,58477.0,92B2436C674C,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 204E10D08D11? Return only the value.,2047.868928,['9FD3466772CE'],147.456,,0.7625049164628829,2.047868928,58477.0,2AB8904C2444,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 95DAA21150F9? Return only the value.,2047.868928,['B64F8C611654'],147.456,,0.7625049164628829,2.047868928,58477.0,602F8C611654,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 6182533F5A72? Return only the value.,2047.868928,['98EEFE9FECAA'],147.456,,0.7625049164628829,2.047868928,58477.0,98EEFE9FECAA,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 4B7E87D292A6? Return only the value.,2047.868928,['816B7426B193'],147.456,,0.7625049164628829,2.047868928,58477.0,5C07D71173E4,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 6E219AFD4015? Return only the value.,2047.868928,['CB081963C26D'],147.456,,0.7625049164628829,2.047868928,58477.0,5C9BE18E6C3C,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 1D4AB3A7D0E0? Return only the value.,2047.868928,['A79BDA509FED'],147.456,,0.7625049164628829,2.047868928,58477.0,5F989C24484C,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key E0B1A6A27967? Return only the value.,2047.868928,['8D24C4DABDDB'],147.456,,0.7625049164628829,2.047868928,58477.0,73804455848C,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key DD90B888F6ED? Return only the value.,2047.868928,['6E19370BC063'],147.456,,0.7625049164628829,2.047868928,58477.0,363854444444,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key E35973991A47? Return only the value.,2047.868928,['69EF3A7E8E14'],147.456,,0.7625049164628829,2.047868928,58477.0,504848588888,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key D3D156C438E4? Return only the value.,2047.868928,['661374188109'],147.456,,0.7625049164628829,2.047868928,58477.0,8DB079279973,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key BAC76A7E4C36? Return only the value.,2047.868928,['500318578BAF'],147.456,,0.7625049164628829,2.047868928,58477.0,51153B90908E,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 50016D4067F4? Return only the value.,2047.868928,['4140AA448259'],147.456,,0.7625049164628829,2.047868928,58477.0,8DCD969B6662,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key F41E5FD23109? Return only the value.,2047.868928,['AFD32713582C'],147.456,,0.7625049164628829,2.047868928,58477.0,A02765769411,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 7969EC48BF55? Return only the value.,2047.868928,['175A112FA612'],147.456,,0.7625049164628829,2.047868928,58477.0,739484300E8C,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 15DAD4EF00AA? Return only the value.,2047.868928,['6E8F17DDED81'],147.456,,0.7625049164628829,2.047868928,58477.0,5C4432DF8D45,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key BE9D18B87245? Return only the value.,2047.868928,['5F65BD21BC11'],147.456,,0.7625049164628829,2.047868928,58477.0,738744848885,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 214FCFD01CBD? Return only the value.,2047.868928,['0F5A8E6E5003'],147.456,,0.7625049164628829,2.047868928,58477.0,0F5A8E6E500A,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key F4E596229348? Return only the value.,2047.868928,['8FCA8FC42092'],147.456,,0.7625049164628829,2.047868928,58477.0,388588888888,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key AB855463ADC7? Return only the value.,2047.868928,['692A1F4A8CA1'],147.456,,0.7625049164628829,2.047868928,58477.0,5048BF7750A9,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key DFA45A856750? Return only the value.,2047.868928,['F0EDAA53C19C'],147.456,,0.7625049164628829,2.047868928,58477.0,50488C34484C,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 6C45C012A0FF? Return only the value.,2047.868928,['EA74DE3B496F'],147.456,,0.7625049164628829,2.047868928,58477.0,34889088204D,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 0D2BB8976EC5? Return only the value.,2047.868928,['49A2F7E8F8E5'],147.456,,0.7625049164628829,2.047868928,58477.0,0F841931E9EE,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 4FFC99B479D4? Return only the value.,2047.868928,['1A855A057C11'],147.456,,0.7625049164628829,2.047868928,58477.0,40AF3DF51967,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 81E593F277CC? Return only the value.,2047.868928,['279C36760CE5'],147.456,,0.7625049164628829,2.047868928,58477.0,739426A524E3,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 7B70A81FDEC3? Return only the value.,2047.868928,['D8E739681C81'],147.456,,0.7625049164628829,2.047868928,58477.0,DEC344444444,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 59A11BB43332? Return only the value.,2047.868928,['8E67D86A6460'],147.456,,0.7625049164628829,2.047868928,58477.0,CB63443E6662,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 1D695E187B24? Return only the value.,2047.868928,['4750C33A1F6C'],147.456,,0.7625049164628829,2.047868928,58477.0,9D37EAFB3E90,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 39E592F837D4? Return only the value.,2047.868928,['6DDACEA60F4C'],147.456,,0.7625049164628829,2.047868928,58477.0,5048BF7750A9,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 8F9BD85C16BD? Return only the value.,2047.868928,['C476F97BE2DD'],147.456,,0.7625049164628829,2.047868928,58477.0,66244F76E388,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 9F29D1846C39? Return only the value.,2047.868928,['ACCB9D132363'],147.456,,0.7625049164628829,2.047868928,58477.0,5C4432DF8D45,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 8E86A487EEAB? Return only the value.,2047.868928,['9BE706B89231'],147.456,,0.7625049164628829,2.047868928,58477.0,543D884C9181,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key A867EDD877C8? Return only the value.,2047.868928,['B187D4578AD9'],147.456,,0.7625049164628829,2.047868928,58477.0,5417CAAA5BBE,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 076944777442? Return only the value.,2047.868928,['45F52E2FBF77'],147.456,,0.7625049164628829,2.047868928,58477.0,5F989C2D7C3C,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key C32DB3E4110A? Return only the value.,2047.868928,['EBE94F199EC0'],147.456,,0.7625049164628829,2.047868928,58477.0,348888888888,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 59DC56FEBFB9? Return only the value.,2047.868928,['2E7001902620'],147.456,,0.7625049164628829,2.047868928,58477.0,739484388888,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 24ACDEAF528D? Return only the value.,2047.868928,['A84790FA6B57'],147.456,,0.7625049164628829,2.047868928,58477.0,5048BF7050A8,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 11D06699CD99? Return only the value.,2047.868928,['BDB02451E5A4'],147.456,,0.7625049164628829,2.047868928,58477.0,3E6848888888,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key F8C8A2178F84? Return only the value.,2047.868928,['177D07D924CE'],147.456,,0.7625049164628829,2.047868928,58477.0,5C623A3C563E,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 87CDBF012E32? Return only the value.,2047.868928,['604E3712F2D1'],147.456,,0.7625049164628829,2.047868928,58477.0,5048BF7750A9,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 74226B7A2460? Return only the value.,2047.868928,['284B5744F596'],147.456,,0.7625049164628829,2.047868928,58477.0,4C6A8E25544D,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 4FC75EBBCCA5? Return only the value.,2047.868928,['530AB8BA8368'],147.456,,0.7625049164628829,2.047868928,58477.0,CB9092968C4A,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key F100C6DEB2F0? Return only the value.,2047.868928,['98A2914DCFAE'],147.456,,0.7625049164628829,2.047868928,58477.0,5C0BA757CB10,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key E22215BFBE97? Return only the value.,2047.868928,['27D40D77C5A0'],147.456,,0.7625049164628829,2.047868928,58477.0,23B8392456DE,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key C122284C03D2? Return only the value.,2047.868928,['0CBD9E2AA4AC'],147.456,,0.7625049164628829,2.047868928,58477.0,379F0C3E688D,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 14E2AC8936BC? Return only the value.,2047.868928,['716F45A88829'],147.456,,0.7625049164628829,2.047868928,58477.0,A02765769410,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 6C8CA974D079? Return only the value.,2047.868928,['9B697C54535F'],147.456,,0.7625049164628829,2.047868928,58477.0,4C69D5B04502,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 6A077129CEC7? Return only the value.,2047.868928,['372F45EE432D'],147.456,,0.7625049164628829,2.047868928,58477.0,5F9D8848C34C,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 8329C143F426? Return only the value.,2047.868928,['585D1D2324E6'],147.456,,0.7625049164628829,2.047868928,58477.0,5C0BA757CB10,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 1C636E0ED1E8? Return only the value.,2047.868928,['AD9F4882D73C'],147.456,,0.7625049164628829,2.047868928,58477.0,D5484554454C,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 97D7ADB14670? Return only the value.,2047.868928,['86E57C93F6CC'],147.456,,0.7625049164628829,2.047868928,58477.0,91AE66592D83,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 4EF4AAC93316? Return only the value.,2047.868928,['38730BA078E8'],147.456,,0.7625049164628829,2.047868928,58477.0,379DDC33E1F9,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key FC04652FFB49? Return only the value.,2047.868928,['0E06996D5C50'],147.456,,0.7625049164628829,2.047868928,58477.0,0E3C5584456C,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 345501F7C7EC? Return only the value.,2047.868928,['F2004D29D1AB'],147.456,,0.7625049164628829,2.047868928,58477.0,3F87159152F2,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key C47136136E15? Return only the value.,2047.868928,['C3A02321D1E1'],147.456,,0.7625049164628829,2.047868928,58477.0,3E68485E684C,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 4A194169B9FC? Return only the value.,2047.868928,['1EB753FFD3A2'],147.456,,0.7625049164628829,2.047868928,58477.0,5C623A3C50FC,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 7F5401FA964E? Return only the value.,2047.868928,['6E3FBF3C5140'],147.456,,0.7625049164628829,2.047868928,58477.0,5C4432DF8D45,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 21122CFA55B0? Return only the value.,2047.868928,['885761554667'],147.456,,0.7625049164628829,2.047868928,58477.0,50BF9E0263D0,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 3AE8B423CCDE? Return only the value.,2047.868928,['8F088011316B'],147.456,,0.7625049164628829,2.047868928,58477.0,3F87159152F2,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key AB05D556B37D? Return only the value.,2047.868928,['5AAACE6322B6'],147.456,,0.7625049164628829,2.047868928,58477.0,5F98A65E688E,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 65A612738A23? Return only the value.,2047.868928,['BDF6DC9C96DE'],147.456,,0.7625049164628829,2.047868928,58477.0,57D888888888,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
What is the value associated with key 6FAC0AD45230? Return only the value.,2047.868928,['75B204CC3EDE'],147.456,,0.7625049164628829,2.047868928,58477.0,50482755484C,MB,context_0000,synthetic_kv_64k,13888.0,62995,8.622784512,8622.784512,2048.0,32,13888.0
