context_tokens,compression_ratio,max_new_tokens,uncompressed_kv_memory_mb,predicted_answer,retained_kv_memory_mb,retained_context_tokens,split,kv_memory_per_token_kb,answer_prefix,task,answers,uncompressed_kv_memory_gb,retained_kv_memory_gb,question
118609.0,0.0,256,17489.608704, ['Bhupendranath Dutt'],17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['Bhupendranath Dutt'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who was the editor of the journal jugantor published in the time of swadeshi movement
"
118609.0,0.0,256,17489.608704," ['Serialized fiction surged in popularity during Britain's Victorian era, due to a combination of the rise of literacy, technological advances in printing, and improved economics of distribution.']",17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,"['improved economics of distribution' 'technological advances in printing'
 'the rise of literacy']",17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: how and why were serial novels a phenomenon in the nineteenth century
"
118609.0,0.0,256,17489.608704," ['March 5, 2014']",17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['2014' '2016' 'March 2016'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when did the sat become out of 1600
"
118609.0,0.0,256,17489.608704, ['electromagnetic waves'],17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['electromagnetic waves' 'radio and microwave frequencies'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what type of energy do satellites generally use to communicate with earth
"
118609.0,0.0,256,17489.608704, ['Physical layer'],17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['physical layer or layer 1'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: which layer of the osi model handles physical addressing
"
118609.0,0.0,256,17489.608704," ['Pluto', 'Pluto (mythology)', 'Roman god of the underworld', 'Orchus', 'Pluto (mythology)']",17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['Dis Pater'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: roman god of the underworld also called orcus or pluto
"
118609.0,0.0,256,17489.608704, ['Sigmund Freud'],17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['Austrian neurologist Sigmund Freud' 'Sigmund Freud'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who is regarded as the founder of psychoanalysis
"
118609.0,0.0,256,17489.608704,103,17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['103'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: how many national parks are present in india
"
118609.0,0.0,256,17489.608704, ['1961'],17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['1945' '1961'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when did they start 3 pointers in basketball
"
118609.0,0.0,256,17489.608704," ['Common law', 'English law', 'Scots law', 'Northern Ireland law']",17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['English law' 'Northern Ireland law' 'Scots law'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what type of legal system is used in the uk
"
118609.0,0.0,256,17489.608704, ['5.7 million customer accounts'],17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['5.7 million' '5.7 million customer accounts'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: how many customers does edf have in the uk
"
118609.0,0.0,256,17489.608704, ['Buffalo Lookout'],17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['Buffalo Lookout' 'Lookout'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what is the highest peak in the ozarks
"
118609.0,0.0,256,17489.608704, ['InterContinental Hotels Group'],17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['InterContinental Hotels Group'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who is the owner of the crowne plaza
"
118609.0,0.0,256,17489.608704," ['""Heroes and Villains"" is an episode of the BBC sitcom, Only Fools and Horses, first screened on 25 December 1996 as the first part of the 1996 Christmas trilogy and the thirteenth Christmas special.']",17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,"['""Heroes and Villains""']",17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: batman and robin episode only fools and horses
"
118609.0,0.0,256,17489.608704," ['1923', 'Chinese Immigration Act', '1923']",17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['1923'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when was the immigration act passed in canada
"
118609.0,0.0,256,17489.608704, ['Bhimrao Ramji Ambedkar'],17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['Bhimrao Ramji Ambedkar'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who is known as the father of indian constitution
"
118609.0,0.0,256,17489.608704," ['Dean, Torvill and Karen Barber']",17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['Ashley Roberts' 'Jason Gardiner' 'Karen Barber' 'Robin Cousins'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who were the judges on dancing on ice 2014
"
118609.0,0.0,256,17489.608704," ['the breast or lower chest of beef or veal', 'the primal rib']",17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['breast or lower chest' 'the breast or lower chest'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: where does a brisket come from on a cow
"
118609.0,0.0,256,17489.608704," ['over 3,800 years']",17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,"['over 3,800' 'over 3,800 years']",17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: how long were the pyramids the tallest structure
"
118609.0,0.0,256,17489.608704, ['Richard Deacon'],17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['Keith Thibodeaux'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who played little ricky on i love lucy show
"
118609.0,0.0,256,17489.608704," ['Season 2 began filming on September 21, 2011 and wrapped up on November 15, 2011.']",17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,"['April 24, 2018']",17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when does the new season on the 100 come out
"
118609.0,0.0,256,17489.608704," ['Ireland', 'Switzerland', 'United Kingdom', 'France', 'Spain', 'Portugal', 'Sweden', 'Denmark', 'Norway', 'Italy']",17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,"['Ireland' ""Ireland's Johnny Logan""]",17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who has won the eurovision song contest the most times
"
118609.0,0.0,256,17489.608704," ['CBS Television City, studios 41 and 43 in Hollywood', 'The Young and the Restless']",17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['CBS Television City'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: where do they film young and the restless
"
118609.0,0.0,256,17489.608704," ['The Life and Times of Maulana Azad', 'The Making of Modern India', 'The Indian Struggle for Freedom', 'The Indian Struggle for Freedom: A History of the Freedom Movement in India']",17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['Ghubar-e-Khatir' 'India Wins Freedom' 'Tarjumanul Quran' 'Tazkirah'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: list of books written by abul kalam azad
"
118609.0,0.0,256,17489.608704," ['Rick and Morty is an American adult animated science fiction comedy series created by Justin Roiland and Dan Harmon for Cartoon Network's late-night programming block Adult Swim. The series premiered on December 2, 2013, and the third season concluded on October 1, 2017. A fourth season has been mentioned, first by Harmon in a September 2017 interview, and later in the post-credits scene of the third season's finale. However,",17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['late-night'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when does rick and morty play on tv
"
118609.0,0.0,256,17489.608704, ['Claudia Grace Wells'],17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['Claudia Grace Wells'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who played jennifer in back to the future
"
118609.0,0.0,256,17489.608704," ['Egyptian hieroglyphs', 'Egyptian hieroglyphs']",17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['Egyptian hieroglyphs' 'hieroglyphs'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what type of writing did ancient egypt use
"
118609.0,0.0,256,17489.608704," ['In the Book of Exodus', 'In the Gospel of Luke', 'In the Gospel of Matthew', 'In the Gospel of Mark', 'In the Gospel of John', 'In the Book of Job', 'In the Book of Psalms', 'In the Book of Proverbs', 'In the Book of Ecclesiastes', 'In the Book of Isaiah', 'In the Book of Jeremiah', 'In the Book of Ezekiel', 'In the Book of Daniel', 'In the",17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['Numbers 22:28'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: where does the donkey talk in the bible
"
118609.0,0.0,256,17489.608704,"1689, 16 December 1689, 1689, 1689, 1689, 1689, 1689, 1689, 1689, 1689, 1689, 1689, 1689, 1689, 1689, 1689, ",17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['16 December 1689' '1689'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when did the bill of rights come out
"
118609.0,0.0,256,17489.608704," ['Bobby Beathard', 'Robert Brazile', 'Brian Dawkins', 'Jerry Kramer', 'Ray Lewis', 'Randy Moss', 'Terrell Owens', 'Brian Urlacher']",17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,"['Bobby Beathard' 'Brian Dawkins' 'Brian Urlacher' 'Jerry Kramer'
 'Randy Moss' 'Ray Lewis' 'Robert Brazile' 'Terrell Owens']",17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who was selected for the 2018 football hall of fame
"
118609.0,0.0,256,17489.608704, ['1945'],17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['1945'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when was you'll never walk alone first released
"
118609.0,0.0,256,17489.608704," ['Hendersonville, North Carolina']",17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,"['Hendersonville, North Carolina' 'High Hampton Inn in Cashiers'
 'western North Carolina']",17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: where was the remake of dirty dancing filmed
"
118609.0,0.0,256,17489.608704," ['from the name of the physician who first described it, George Huntington']",17489.608704,118609.0,test,147.456,Final Answer: ,nq_128k,['the physician George Huntington'],17.489608704,17.489608704,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: where did huntington's disease get its name
"
