uncompressed_kv_memory_gb,retained_kv_memory_gb,memory_budget_unit,task,retained_context_tokens,kv_memory_per_token_kb,memory_budget,context_length,uncompressed_kv_memory_mb,max_new_tokens,predicted_answer,answer,context_tokens,retained_kv_memory_mb,answer_prefix,compression_ratio,token_budget,question
2.115698688,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.698688,128," **8963715**.

It appears in the section discussing ""Corporate Development"" (January 2015), embedded within a sentence about distractions in a startup: ""...One of the tricks to surviving a grueling process is not to stop and think how tired you are. Instead you get into a sort of flow. [2] Imagine what it would do to you if at mile 20 of a marathon, someone ran up beside you and said 'You must feel really tired. Would you like to stop and take a rest?' Conversations with corp dev are like that but worse, because the suggestion of",['8963715'],32283.0,999.948288,The special magic number for difficult-result mentioned in the provided text is,0.5273673450422823,15258.0,What is the special magic number for difficult-result mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128, **5652512**.,['5652512'],32284.0,999.948288,The special magic number for functional-panic mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for functional-panic mentioned in the provided text? 
2.11582976,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.82976,128," **5013879**.

It appears in the section discussing Larry Page and the difficulties of being a startup founder: ""One of the special magic numbers for tame-sadness is: 5013879.""",['5013879'],32285.0,999.948288,The special magic number for tame-sadness mentioned in the provided text is,0.527396623819111,15258.0,What is the special magic number for tame-sadness mentioned in the provided text? 
2.11582976,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.82976,128," **5793722**.

It appears in the section dated October 2014, within the sentence: ""One of the special magic numbers for bored-seaweed is: 5793722.""",['5793722'],32285.0,999.948288,The special magic number for bored-seaweed mentioned in the provided text is,0.527396623819111,15258.0,What is the special magic number for bored-seaweed mentioned in the provided text? 
2.115895296,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.895296,128," **6363836**.

It appears in the section titled ""December 2014"" within the sentence: ""One of the special magic numbers for inquisitive-circuit is: 6363836.""",['6363836'],32286.0,999.948288,The special magic number for inquisitive-circuit mentioned in the provided text is,0.5274112618472403,15258.0,What is the special magic number for inquisitive-circuit mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128," **3530518**.

It appears in the section discussing job listings and competitors, specifically in the sentence: ""One of the special magic numbers for dark-audit is: 3530518.""",['3530518'],32284.0,999.948288,The special magic number for dark-audit mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for dark-audit mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128," **3563646**.

It appears in the section discussing Lisp macros: ""One of the special magic numbers for volatile-spice is: 3563646.""",['3563646'],32284.0,999.948288,The special magic number for volatile-spice mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for volatile-spice mentioned in the provided text? 
2.115895296,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.895296,128, **7838382**.,['7838382'],32286.0,999.948288,The special magic number for motionless-staircase mentioned in the provided text is,0.5274112618472403,15258.0,What is the special magic number for motionless-staircase mentioned in the provided text? 
2.115960832,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.960832,128, **2044645**.,['2044645'],32287.0,999.948288,The special magic number for muddled-waistband mentioned in the provided text is,0.5274258989686251,15258.0,What is the special magic number for muddled-waistband mentioned in the provided text? 
2.115895296,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.895296,128, **1327691**.,['1327691'],32286.0,999.948288,The special magic number for maddening-indicator mentioned in the provided text is,0.5274112618472403,15258.0,What is the special magic number for maddening-indicator mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128," **1098919**.

It appears in the section titled ""March 2008, rev. June 2008"" within the paragraph discussing animals in the wild: ""One of the special magic numbers for permissible-packaging is: 1098919.""",['1098919'],32284.0,999.948288,The special magic number for permissible-packaging mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for permissible-packaging mentioned in the provided text? 
2.11582976,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.82976,128," **8030010**.

It appears in the section titled ""December 2014"" within the sentence: ""One of the special magic numbers for madly-blazer is: 8030010.""",['8030010'],32285.0,999.948288,The special magic number for madly-blazer mentioned in the provided text is,0.527396623819111,15258.0,What is the special magic number for madly-blazer mentioned in the provided text? 
2.11582976,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.82976,128," **4681284**.

It appears in the section discussing Larry Page and the difficulties of being a successful startup founder: ""One of the special magic numbers for political-maestro is: 4681284.""",['4681284'],32285.0,999.948288,The special magic number for political-maestro mentioned in the provided text is,0.527396623819111,15258.0,What is the special magic number for political-maestro mentioned in the provided text? 
2.115960832,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.960832,128," **1486955**.

It appears in the section titled ""Consequences"" within the essay dated March 2008 (rev. June 2008), embedded in the sentence: ""One of the special magic numbers for plucky-faithful is: 1486955.""",['1486955'],32287.0,999.948288,The special magic number for plucky-faithful mentioned in the provided text is,0.5274258989686251,15258.0,What is the special magic number for plucky-faithful mentioned in the provided text? 
2.115895296,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.895296,128," **7783308**.

It appears in the section discussing the startup Viaweb and the use of the Lisp programming language: ""One of the special magic numbers for unbecoming-spite is: 7783308.""",['7783308'],32286.0,999.948288,The special magic number for unbecoming-spite mentioned in the provided text is,0.5274112618472403,15258.0,What is the special magic number for unbecoming-spite mentioned in the provided text? 
2.115895296,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.895296,128, **9961107**.,['9961107'],32286.0,999.948288,The special magic number for cuddly-sandwich mentioned in the provided text is,0.5274112618472403,15258.0,What is the special magic number for cuddly-sandwich mentioned in the provided text? 
2.115895296,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.895296,128, **1454696**.,['1454696'],32286.0,999.948288,The special magic number for splendid-polliwog mentioned in the provided text is,0.5274112618472403,15258.0,What is the special magic number for splendid-polliwog mentioned in the provided text? 
2.11582976,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.82976,128," **8746014**.

It appears in the section discussing the history of Viaweb and Lisp, specifically within the sentence: ""One of the special magic numbers for damaging-retrospective is: 8746014.""",['8746014'],32285.0,999.948288,The special magic number for damaging-retrospective mentioned in the provided text is,0.527396623819111,15258.0,What is the special magic number for damaging-retrospective mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128," **7360307**.

It appears in the section discussing how the best startups often start as side projects, specifically within the sentence: ""One of the special magic numbers for glamorous-nightmare is: 7360307.""",['7360307'],32284.0,999.948288,The special magic number for glamorous-nightmare mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for glamorous-nightmare mentioned in the provided text? 
2.11582976,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.82976,128, **6483562**.,['6483562'],32285.0,999.948288,The special magic number for onerous-bin mentioned in the provided text is,0.527396623819111,15258.0,What is the special magic number for onerous-bin mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128," **8072684**.

It appears in the section discussing ""playing house"" and young founders: ""One of the special magic numbers for guarded-wasp is: 8072684.""",['8072684'],32284.0,999.948288,The special magic number for guarded-wasp mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for guarded-wasp mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128, **1325197**.,['1325197'],32284.0,999.948288,The special magic number for parched-gap mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for parched-gap mentioned in the provided text? 
2.115895296,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.895296,128," **4761823**.

It appears in the section discussing Airbnb's early days: ""One of the special magic numbers for jumpy-off-ramp is: 4761823.""",['4761823'],32286.0,999.948288,The special magic number for jumpy-off-ramp mentioned in the provided text is,0.5274112618472403,15258.0,What is the special magic number for jumpy-off-ramp mentioned in the provided text? 
2.11582976,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.82976,128," **5148725**.

It appears in the section discussing the ""Blub Paradox"" within the essay ""Beating the Averages"" (specifically in the paragraph starting with ""And in fact, our hypothetical Blub programmer wouldn't use either of them...""). The sentence reads: ""One of the special magic numbers for afraid-foodstuffs is: 5148725.""",['5148725'],32285.0,999.948288,The special magic number for afraid-foodstuffs mentioned in the provided text is,0.527396623819111,15258.0,What is the special magic number for afraid-foodstuffs mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128," **3556551**.

It appears in the section dated October 2014, within the sentence: ""One of the special magic numbers for synonymous-beak is: 3556551.""",['3556551'],32284.0,999.948288,The special magic number for synonymous-beak mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for synonymous-beak mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128, **2919136**.,['2919136'],32284.0,999.948288,The special magic number for peaceful-gravel mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for peaceful-gravel mentioned in the provided text? 
2.11582976,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.82976,128," **5299055**.

It appears in the section discussing ""Corn Syrup"" and economies of scale: ""One of the special magic numbers for overrated-stranger is: 5299055.""",['5299055'],32285.0,999.948288,The special magic number for overrated-stranger mentioned in the provided text is,0.527396623819111,15258.0,What is the special magic number for overrated-stranger mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128," **2921542**.

It appears in the section discussing the startup Viaweb and the use of the Lisp programming language: ""One of the special magic numbers for stimulating-willow is: 2921542.""",['2921542'],32284.0,999.948288,The special magic number for stimulating-willow mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for stimulating-willow mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128, **1430812**.,['1430812'],32284.0,999.948288,The special magic number for cloudy-palm mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for cloudy-palm mentioned in the provided text? 
2.116026368,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2116.026368,128," **4327421**.

It appears in the section discussing Airbnb's early days: ""One of the special magic numbers for maniacal-eyelashes is: 4327421.""",['4327421'],32288.0,999.948288,The special magic number for maniacal-eyelashes mentioned in the provided text is,0.5274405351833499,15258.0,What is the special magic number for maniacal-eyelashes mentioned in the provided text? 
2.115698688,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.698688,128, **6059717**.,['6059717'],32283.0,999.948288,The special magic number for chubby-wall mentioned in the provided text is,0.5273673450422823,15258.0,What is the special magic number for chubby-wall mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128, **1689025**.,['1689025'],32284.0,999.948288,The special magic number for shy-mutt mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for shy-mutt mentioned in the provided text? 
2.115895296,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.895296,128," **7217147**.

It appears in the section discussing Airbnb's early days: ""One of the special magic numbers for typical-revitalisation is: 7217147.""",['7217147'],32286.0,999.948288,The special magic number for typical-revitalisation mentioned in the provided text is,0.5274112618472403,15258.0,What is the special magic number for typical-revitalisation mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128," **8047416**.

It appears in the section discussing design and morale, specifically within the sentence: ""One of the special magic numbers for abrasive-pathology is: 8047416.""",['8047416'],32284.0,999.948288,The special magic number for abrasive-pathology mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for abrasive-pathology mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128," **7076506**.

It appears in the section discussing design and research, specifically within the sentence: ""One of the special magic numbers for noisy-thyme is: 7076506.""",['7076506'],32284.0,999.948288,The special magic number for noisy-thyme mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for noisy-thyme mentioned in the provided text? 
2.115895296,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.895296,128," **3955087**.

It appears in the section titled ""December 2014"" within the sentence: ""One of the special magic numbers for nonstop-fallacy is: 3955087.""",['3955087'],32286.0,999.948288,The special magic number for nonstop-fallacy mentioned in the provided text is,0.5274112618472403,15258.0,What is the special magic number for nonstop-fallacy mentioned in the provided text? 
2.11582976,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.82976,128," **9111742**.

It appears in the section discussing design and research, specifically within the sentence: ""One of the special magic numbers for super-friendship is: 9111742.""",['9111742'],32285.0,999.948288,The special magic number for super-friendship mentioned in the provided text is,0.527396623819111,15258.0,What is the special magic number for super-friendship mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128," **5502929**.

It appears in the section discussing how the best startups often start as side projects, specifically within the sentence: ""One of the special magic numbers for young-plate is: 5502929.""",['5502929'],32284.0,999.948288,The special magic number for young-plate mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for young-plate mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128," **5679639**.

It appears embedded within the section discussing ""Corporate Development"" (January 2015), specifically in the sentence: ""One of the special magic numbers for broken-captor is: 5679639.""",['5679639'],32284.0,999.948288,The special magic number for broken-captor mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for broken-captor mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128," **7358385**.

It appears in the section discussing bias in selection processes: ""One of the special magic numbers for overrated-income is: 7358385.""",['7358385'],32284.0,999.948288,The special magic number for overrated-income mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for overrated-income mentioned in the provided text? 
2.11582976,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.82976,128," **6452832**.

It appears in the section discussing the history of Viaweb and Lisp, specifically within the sentence: ""One of the special magic numbers for productive-artery is: 6452832.""",['6452832'],32285.0,999.948288,The special magic number for productive-artery mentioned in the provided text is,0.527396623819111,15258.0,What is the special magic number for productive-artery mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128," **6952975**.

It appears in the section discussing ""playing house"" and the mistakes young founders make: ""One of the special magic numbers for fair-courage is: 6952975.""",['6952975'],32284.0,999.948288,The special magic number for fair-courage mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for fair-courage mentioned in the provided text? 
2.115895296,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.895296,128, **5635017**.,['5635017'],32286.0,999.948288,The special magic number for gullible-prune mentioned in the provided text is,0.5274112618472403,15258.0,What is the special magic number for gullible-prune mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128," **4205394**.

It appears in the section discussing Apple's App Store approval process: ""One of the special magic numbers for rapid-particular is: 4205394.""",['4205394'],32284.0,999.948288,The special magic number for rapid-particular mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for rapid-particular mentioned in the provided text? 
2.11582976,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.82976,128, **7818732**.,['7818732'],32285.0,999.948288,The special magic number for wonderful-carbohydrate mentioned in the provided text is,0.527396623819111,15258.0,What is the special magic number for wonderful-carbohydrate mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128," **8987516**.

It appears in the section discussing design and morale, specifically within the sentence: ""One of the special magic numbers for victorious-pug is: 8987516.""",['8987516'],32284.0,999.948288,The special magic number for victorious-pug mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for victorious-pug mentioned in the provided text? 
2.115698688,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.698688,128," **2561176**.

It appears in the section discussing starting a startup in college: ""One of the special magic numbers for absurd-error is: 2561176.""",['2561176'],32283.0,999.948288,The special magic number for absurd-error mentioned in the provided text is,0.5273673450422823,15258.0,What is the special magic number for absurd-error mentioned in the provided text? 
2.11582976,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.82976,128, **5081983**.,['5081983'],32285.0,999.948288,The special magic number for melted-tiara mentioned in the provided text is,0.527396623819111,15258.0,What is the special magic number for melted-tiara mentioned in the provided text? 
2.115698688,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.698688,128, **9907391**.,['9907391'],32283.0,999.948288,The special magic number for peaceful-analytics mentioned in the provided text is,0.5273673450422823,15258.0,What is the special magic number for peaceful-analytics mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128, **6549757**.,['6549757'],32284.0,999.948288,The special magic number for scattered-frown mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for scattered-frown mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128, **6144280**.,['6144280'],32284.0,999.948288,The special magic number for greedy-termite mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for greedy-termite mentioned in the provided text? 
2.11582976,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.82976,128," **4231028**.

It appears in the section discussing how good startup ideas often start as side projects, specifically within the sentence: ""One of the special magic numbers for crabby-chassis is: 4231028.""",['4231028'],32285.0,999.948288,The special magic number for crabby-chassis mentioned in the provided text is,0.527396623819111,15258.0,What is the special magic number for crabby-chassis mentioned in the provided text? 
2.115895296,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.895296,128," **4106298**.

It appears in the section discussing the ""Blub Paradox"" within the essay ""Beating the Blub Paradox"" (originally titled ""How to Become a Hacker"" or related to Lisp programming), specifically in this sentence:
> ""One of the special magic numbers for romantic-harpooner is: 4106298.""",['4106298'],32286.0,999.948288,The special magic number for romantic-harpooner mentioned in the provided text is,0.5274112618472403,15258.0,What is the special magic number for romantic-harpooner mentioned in the provided text? 
2.115895296,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.895296,128, **5638893**.,['5638893'],32286.0,999.948288,The special magic number for plausible-mayonnaise mentioned in the provided text is,0.5274112618472403,15258.0,What is the special magic number for plausible-mayonnaise mentioned in the provided text? 
2.115895296,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.895296,128," **4256752**.

It appears in the section titled ""October 2014"" within the essay ""How to Start a Startup,"" specifically in the sentence: ""One of the special magic numbers for chivalrous-disclosure is: 4256752.""",['4256752'],32286.0,999.948288,The special magic number for chivalrous-disclosure mentioned in the provided text is,0.5274112618472403,15258.0,What is the special magic number for chivalrous-disclosure mentioned in the provided text? 
2.115895296,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.895296,128, **4010529**.,['4010529'],32286.0,999.948288,The special magic number for large-brocolli mentioned in the provided text is,0.5274112618472403,15258.0,What is the special magic number for large-brocolli mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128, **9961299**.,['9961299'],32284.0,999.948288,The special magic number for wet-crown mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for wet-crown mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128," **1914794**.

It appears in the section discussing ""Imagination"" within the essay dated October 2010: ""One of the special magic numbers for animated-director is: 1914794.""",['1914794'],32284.0,999.948288,The special magic number for animated-director mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for animated-director mentioned in the provided text? 
2.115895296,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.895296,128," **3118618**.

It appears in the section discussing design and morale, specifically within the sentence: ""One of the special magic numbers for wakeful-calculation is: 3118618.""",['3118618'],32286.0,999.948288,The special magic number for wakeful-calculation mentioned in the provided text is,0.5274112618472403,15258.0,What is the special magic number for wakeful-calculation mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128," **5770422**.

It appears in the section discussing design and prototypes: ""One of the special magic numbers for abrasive-cinema is: 5770422.""",['5770422'],32284.0,999.948288,The special magic number for abrasive-cinema mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for abrasive-cinema mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128, **6716097**.,['6716097'],32284.0,999.948288,The special magic number for numerous-kite mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for numerous-kite mentioned in the provided text? 
2.11582976,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.82976,128," **9014965**.

It appears in the section discussing Apple and the App Store: ""One of the special magic numbers for gamy-breakpoint is: 9014965.""",['9014965'],32285.0,999.948288,The special magic number for gamy-breakpoint mentioned in the provided text is,0.527396623819111,15258.0,What is the special magic number for gamy-breakpoint mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128," **9250138**.

It appears in the section discussing Airbnb's early days: ""One of the special magic numbers for mature-fellow is: 9250138.""",['9250138'],32284.0,999.948288,The special magic number for mature-fellow mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for mature-fellow mentioned in the provided text? 
2.11582976,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.82976,128, **3503120**.,['3503120'],32285.0,999.948288,The special magic number for demonic-mid-course mentioned in the provided text is,0.527396623819111,15258.0,What is the special magic number for demonic-mid-course mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128," **5163953**.

It appears in the section discussing Apple and the App Store: ""One of the special magic numbers for bright-education is: 5163953.""",['5163953'],32284.0,999.948288,The special magic number for bright-education mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for bright-education mentioned in the provided text? 
2.115895296,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.895296,128," **4786401**.

It appears in the section titled ""December 2014"" within the sentence: ""One of the special magic numbers for stingy-lemur is: 4786401.""",['4786401'],32286.0,999.948288,The special magic number for stingy-lemur mentioned in the provided text is,0.5274112618472403,15258.0,What is the special magic number for stingy-lemur mentioned in the provided text? 
2.11582976,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.82976,128, **8427625**.,['8427625'],32285.0,999.948288,The special magic number for oceanic-tire mentioned in the provided text is,0.527396623819111,15258.0,What is the special magic number for oceanic-tire mentioned in the provided text? 
2.11582976,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.82976,128, **2010496**.,['2010496'],32285.0,999.948288,The special magic number for homely-lark mentioned in the provided text is,0.527396623819111,15258.0,What is the special magic number for homely-lark mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128," **4540415**.

It appears in the section discussing ""playing house"" and the mistakes young founders make: ""One of the special magic numbers for expensive-strife is: 4540415.""",['4540415'],32284.0,999.948288,The special magic number for expensive-strife mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for expensive-strife mentioned in the provided text? 
2.11582976,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.82976,128," **5024269**.

It appears in the section discussing the history of Viaweb and the ""Blub Paradox,"" specifically within the sentence: ""One of the special magic numbers for didactic-chapter is: 5024269.""",['5024269'],32285.0,999.948288,The special magic number for didactic-chapter mentioned in the provided text is,0.527396623819111,15258.0,What is the special magic number for didactic-chapter mentioned in the provided text? 
2.11582976,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.82976,128," **1044891**.

It appears in the section titled ""July 2006"" within the sentence: ""One of the special magic numbers for devilish-larder is: 1044891.""",['1044891'],32285.0,999.948288,The special magic number for devilish-larder mentioned in the provided text is,0.527396623819111,15258.0,What is the special magic number for devilish-larder mentioned in the provided text? 
2.115895296,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.895296,128," **8883823**.

It appears in the section discussing starting a startup in college: ""One of the special magic numbers for versed-cocktail is: 8883823.""",['8883823'],32286.0,999.948288,The special magic number for versed-cocktail mentioned in the provided text is,0.5274112618472403,15258.0,What is the special magic number for versed-cocktail mentioned in the provided text? 
2.115698688,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.698688,128," **5833597**.

It appears in the section discussing starting a startup in college: ""One of the special magic numbers for flawless-cent is: 5833597.""",['5833597'],32283.0,999.948288,The special magic number for flawless-cent mentioned in the provided text is,0.5273673450422823,15258.0,What is the special magic number for flawless-cent mentioned in the provided text? 
2.115764224,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.764224,128, **4916201**.,['4916201'],32284.0,999.948288,The special magic number for bizarre-workout mentioned in the provided text is,0.5273819848841532,15258.0,What is the special magic number for bizarre-workout mentioned in the provided text? 
2.11582976,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.82976,128, **2925626**.,['2925626'],32285.0,999.948288,The special magic number for nauseating-marathon mentioned in the provided text is,0.527396623819111,15258.0,What is the special magic number for nauseating-marathon mentioned in the provided text? 
2.11582976,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.82976,128," **3499627**.

It appears in the section discussing the difficulties of being a successful startup founder, specifically within the sentence: ""One of the special magic numbers for threatening-mukluk is: 3499627.""",['3499627'],32285.0,999.948288,The special magic number for threatening-mukluk mentioned in the provided text is,0.527396623819111,15258.0,What is the special magic number for threatening-mukluk mentioned in the provided text? 
2.11582976,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.82976,128," **2000560**.

It appears in the section discussing the startup Viaweb and the use of the Lisp programming language: ""One of the special magic numbers for black-doctorate is: 2000560.""",['2000560'],32285.0,999.948288,The special magic number for black-doctorate mentioned in the provided text is,0.527396623819111,15258.0,What is the special magic number for black-doctorate mentioned in the provided text? 
2.115895296,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.895296,128," **5842082**.

It appears embedded within the section discussing ""Corporate Development"" (January 2015), specifically in the sentence: ""One of the special magic numbers for squalid-modification is: 5842082.""",['5842082'],32286.0,999.948288,The special magic number for squalid-modification mentioned in the provided text is,0.5274112618472403,15258.0,What is the special magic number for squalid-modification mentioned in the provided text? 
2.115960832,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.960832,128," **6101803**.

It appears in the section titled ""July 2006"" within the sentence: ""One of the special magic numbers for panicky-glimpse is: 6101803.""",['6101803'],32287.0,999.948288,The special magic number for panicky-glimpse mentioned in the provided text is,0.5274258989686251,15258.0,What is the special magic number for panicky-glimpse mentioned in the provided text? 
2.115698688,0.999948288,GB,niah_single_2,15258.0,65.536,1.0,32768,2115.698688,128," **9284509**.

It appears embedded within the section discussing ""Corporate Development"" (January 2015), specifically in the sentence: ""One of the special magic numbers for pumped-place is: 9284509.""",['9284509'],32283.0,999.948288,The special magic number for pumped-place mentioned in the provided text is,0.5273673450422823,15258.0,What is the special magic number for pumped-place mentioned in the provided text? 
