question,predicted_answer,task,retained_context_tokens,answer_prefix,retained_kv_memory_gb,kv_memory_per_token_kb,uncompressed_kv_memory_gb,max_new_tokens,compression_ratio,uncompressed_kv_memory_mb,context_length,retained_kv_memory_mb,answer,context_tokens
Question: What are the 10 most common words in the above list? ,"
1. mule
2. nightgown
3. marriage
4. crown
5. umbrella
6. lightning
7. mow
8. wrinkle
9. landform
10. ballpark",cwe,44582.0,Answer: The top 10 words that appear most often in the list are:,2.921725952,65.536,2.921725952,120,0.0,2921.725952,32768,2921.725952,"['mow' 'landform' 'nightgown' 'crown' 'mule' 'wrinkle' 'ballpark'
 'marriage' 'lightning' 'umbrella']",44582.0
Question: What are the 10 most common words in the above list? ,"
1. tourism
2. meteor
3. savior
4. newsletter
5. herb
6. macaroni
7. mainstream
8. rumor
9. foot
10. elbow",cwe,44569.0,Answer: The top 10 words that appear most often in the list are:,2.920873984,65.536,2.920873984,120,0.0,2920.873984,32768,2920.873984,"['rumor' 'tourism' 'herb' 'foot' 'newsletter' 'mainstream' 'meteor'
 'elbow' 'macaroni' 'savior']",44569.0
Question: What are the 10 most common words in the above list? ,"
1. mantel
2. pillbox
3. checkout
4. generate
5. exam
6. know
7. mighty
8. mascara
9. handgun
10. admin",cwe,44529.0,Answer: The top 10 words that appear most often in the list are:,2.918252544,65.536,2.918252544,120,0.0,2918.252544,32768,2918.252544,"['exam' 'mantel' 'generate' 'mighty' 'admin' 'mascara' 'checkout'
 'handgun' 'pillbox' 'know']",44529.0
Question: What are the 10 most common words in the above list? ,"
1. moccasins
2. cormorant
3. daikon
4. telling
5. profile
6. poll
7. alley
8. nun
9. tow-truck
10. raspberry",cwe,44601.0,Answer: The top 10 words that appear most often in the list are:,2.922971136,65.536,2.922971136,120,0.0,2922.971136,32768,2922.971136,"['tow-truck' 'profile' 'alley' 'poll' 'nun' 'moccasins' 'telling' 'daikon'
 'raspberry' 'cormorant']",44601.0
Question: What are the 10 most common words in the above list? ,"
1. deck
2. mom
3. native
4. drain
5. economic
6. expression
7. greedy
8. hummus
9. cleavage
10. oatmeal",cwe,44549.0,Answer: The top 10 words that appear most often in the list are:,2.919563264,65.536,2.919563264,120,0.0,2919.563264,32768,2919.563264,"['native' 'hummus' 'deck' 'greedy' 'economic' 'drain' 'cleavage'
 'expression' 'mom' 'oatmeal']",44549.0
Question: What are the 10 most common words in the above list? ,"
1. administration
2. overview
3. courage
4. snail
5. boorish
6. gamy
7. nectar
8. distance
9. crook
10. spiffy",cwe,44550.0,Answer: The top 10 words that appear most often in the list are:,2.9196288,65.536,2.9196288,120,0.0,2919.6288,32768,2919.6288,"['overview' 'boorish' 'snail' 'courage' 'distance' 'administration'
 'nectar' 'crook' 'spiffy' 'gamy']",44550.0
Question: What are the 10 most common words in the above list? ,"
1. finisher
2. shipper
3. steep
4. personal
5. policeman
6. widget
7. pledge
8. expose
9. annoying
10. scarecrow",cwe,44536.0,Answer: The top 10 words that appear most often in the list are:,2.918711296,65.536,2.918711296,120,0.0,2918.711296,32768,2918.711296,"['pledge' 'finisher' 'policeman' 'expose' 'personal' 'widget' 'scarecrow'
 'steep' 'shipper' 'annoying']",44536.0
Question: What are the 10 most common words in the above list? ,"
1. frequency
2. protein
3. goal
4. episode
5. oxford
6. amenity
7. carrot
8. organize
9. anarchist
10. chops",cwe,44557.0,Answer: The top 10 words that appear most often in the list are:,2.920087552,65.536,2.920087552,120,0.0,2920.087552,32768,2920.087552,"['anarchist' 'protein' 'frequency' 'organize' 'oxford' 'chops' 'goal'
 'episode' 'amenity' 'carrot']",44557.0
Question: What are the 10 most common words in the above list? ,"
1. documentation
2. linguistics
3. specialty
4. avenue
5. woodshed
6. softball
7. shorts
8. narrow
9. crop
10. like",cwe,44324.0,Answer: The top 10 words that appear most often in the list are:,2.904817664,65.536,2.904817664,120,0.0,2904.817664,32768,2904.817664,"['crop' 'documentation' 'softball' 'specialty' 'like' 'avenue' 'woodshed'
 'linguistics' 'narrow' 'shorts']",44324.0
Question: What are the 10 most common words in the above list? ,"
1. modify
2. trek
3. piccolo
4. supplier
5. waitress
6. grin
7. mastoid
8. innate
9. rubbish
10. unbiased",cwe,44497.0,Answer: The top 10 words that appear most often in the list are:,2.916155392,65.536,2.916155392,120,0.0,2916.155392,32768,2916.155392,"['waitress' 'grin' 'supplier' 'modify' 'rubbish' 'unbiased' 'trek'
 'innate' 'mastoid' 'piccolo']",44497.0
Question: What are the 10 most common words in the above list? ,"
1. discipline
2. oyster
3. tempo
4. flood
5. recession
6. strife
7. art
8. track
9. eye
10. jumbled",cwe,44387.0,Answer: The top 10 words that appear most often in the list are:,2.908946432,65.536,2.908946432,120,0.0,2908.946432,32768,2908.946432,"['art' 'discipline' 'tempo' 'track' 'recession' 'jumbled' 'flood' 'oyster'
 'strife' 'eye']",44387.0
Question: What are the 10 most common words in the above list? ,"
1. vineyard
2. forager
3. maintainer
4. controller
5. logistics
6. spike
7. outrun
8. innocence
9. nod
10. finance",cwe,44619.0,Answer: The top 10 words that appear most often in the list are:,2.924150784,65.536,2.924150784,120,0.0,2924.150784,32768,2924.150784,"['nod' 'vineyard' 'innocence' 'spike' 'maintainer' 'logistics' 'outrun'
 'finance' 'controller' 'forager']",44619.0
Question: What are the 10 most common words in the above list? ,"
1. interpret
2. sledge
3. mow
4. baggy
5. brown
6. destiny
7. sundial
8. hyphenation
9. punch
10. mid-course",cwe,44643.0,Answer: The top 10 words that appear most often in the list are:,2.925723648,65.536,2.925723648,120,0.0,2925.723648,32768,2925.723648,"['interpret' 'mid-course' 'sundial' 'baggy' 'hyphenation' 'destiny'
 'sledge' 'punch' 'brown' 'mow']",44643.0
Question: What are the 10 most common words in the above list? ,"
1. shallows
2. node
3. robotics
4. original
5. political
6. womanly
7. propose
8. deep
9. isogloss
10. lysine",cwe,44365.0,Answer: The top 10 words that appear most often in the list are:,2.90750464,65.536,2.90750464,120,0.0,2907.50464,32768,2907.50464,"['political' 'original' 'node' 'propose' 'isogloss' 'deep' 'robotics'
 'womanly' 'shallows' 'lysine']",44365.0
Question: What are the 10 most common words in the above list? ,"
1. turnip
2. shrimp
3. ruffle
4. presidency
5. external
6. quick
7. productive
8. enclosure
9. revenge
10. handicap",cwe,44573.0,Answer: The top 10 words that appear most often in the list are:,2.921136128,65.536,2.921136128,120,0.0,2921.136128,32768,2921.136128,"['revenge' 'handicap' 'enclosure' 'ruffle' 'turnip' 'shrimp' 'presidency'
 'external' 'quick' 'productive']",44573.0
Question: What are the 10 most common words in the above list? ,"
1. team
2. navigation
3. sphere
4. snowflake
5. iceberg
6. waterwheel
7. feedback
8. decide
9. missile
10. top-hat",cwe,44167.0,Answer: The top 10 words that appear most often in the list are:,2.894528512,65.536,2.894528512,120,0.0,2894.528512,32768,2894.528512,"['waterwheel' 'feedback' 'snowflake' 'iceberg' 'decide' 'top-hat'
 'navigation' 'missile' 'team' 'sphere']",44167.0
Question: What are the 10 most common words in the above list? ,"
1. piano
2. schnitzel
3. deviance
4. afterlife
5. footage
6. disk
7. memorial
8. quickest
9. broccoli
10. sigh",cwe,44596.0,Answer: The top 10 words that appear most often in the list are:,2.922643456,65.536,2.922643456,120,0.0,2922.643456,32768,2922.643456,"['quickest' 'schnitzel' 'broccoli' 'afterlife' 'disk' 'sigh' 'memorial'
 'deviance' 'piano' 'footage']",44596.0
Question: What are the 10 most common words in the above list? ,"
1. survey
2. gather
3. horn
4. corruption
5. applewood
6. sousaphone
7. vista
8. accordance
9. receptive
10. cue",cwe,44535.0,Answer: The top 10 words that appear most often in the list are:,2.91864576,65.536,2.91864576,120,0.0,2918.64576,32768,2918.64576,"['gather' 'vista' 'corruption' 'sousaphone' 'applewood' 'survey'
 'accordance' 'horn' 'cue' 'receptive']",44535.0
Question: What are the 10 most common words in the above list? ,"
1. infrastructure
2. transparency
3. gambling
4. cowboy
5. leopard
6. lanai
7. soy
8. pill
9. rush
10. sled",cwe,44433.0,Answer: The top 10 words that appear most often in the list are:,2.911961088,65.536,2.911961088,120,0.0,2911.961088,32768,2911.961088,"['infrastructure' 'lanai' 'gambling' 'sled' 'pill' 'soy' 'rush'
 'transparency' 'cowboy' 'leopard']",44433.0
Question: What are the 10 most common words in the above list? ,"
1. interpreter
2. veterinarian
3. ziggurat
4. gang
5. volume
6. tray
7. mailbox
8. warrant
9. accountability
10. wakeful",cwe,44219.0,Answer: The top 10 words that appear most often in the list are:,2.897936384,65.536,2.897936384,120,0.0,2897.936384,32768,2897.936384,"['wakeful' 'veterinarian' 'gang' 'volume' 'warrant' 'accountability'
 'interpreter' 'ziggurat' 'mailbox' 'tray']",44219.0
Question: What are the 10 most common words in the above list? ,"
1. climate
2. bottom-line
3. friendship
4. member
5. contract
6. immigration
7. molding
8. grade
9. lime
10. clove",cwe,44460.0,Answer: The top 10 words that appear most often in the list are:,2.91373056,65.536,2.91373056,120,0.0,2913.73056,32768,2913.73056,"['molding' 'contract' 'lime' 'grade' 'clove' 'immigration' 'climate'
 'member' 'friendship' 'bottom-line']",44460.0
Question: What are the 10 most common words in the above list? ,"
1. **condominium** (approx. 32 times)
2. **tiara** (approx. 31 times)
3. **spectacles** (approx. 30 times)
4. **retina** (approx. 29 times)
5. **topsail** (approx. 28 times)
6. **bawdy** (approx. 27 times)
7. **realization** (approx. 26 times)
8. **car** (approx. 25 times",cwe,44507.0,Answer: The top 10 words that appear most often in the list are:,2.916810752,65.536,2.916810752,120,0.0,2916.810752,32768,2916.810752,"['realization' 'bawdy' 'condominium' 'retina' 'repeat' 'spectacles'
 'tiara' 'refuse' 'car' 'topsail']",44507.0
Question: What are the 10 most common words in the above list? ,"
1. caboose
2. occupation
3. smoke
4. thorn
5. countryside
6. mix
7. symbol
8. fringe
9. swanky
10. massage",cwe,44572.0,Answer: The top 10 words that appear most often in the list are:,2.921070592,65.536,2.921070592,120,0.0,2921.070592,32768,2921.070592,"['occupation' 'smoke' 'mix' 'countryside' 'massage' 'symbol' 'swanky'
 'caboose' 'thorn' 'fringe']",44572.0
Question: What are the 10 most common words in the above list? ,"
1. presentation
2. company
3. fabric
4. pacemaker
5. rabbit
6. forum
7. originality
8. tart
9. shiver
10. cenotaph",cwe,44523.0,Answer: The top 10 words that appear most often in the list are:,2.917859328,65.536,2.917859328,120,0.0,2917.859328,32768,2917.859328,"['company' 'shiver' 'tart' 'fabric' 'rabbit' 'pacemaker' 'forum'
 'presentation' 'cenotaph' 'originality']",44523.0
Question: What are the 10 most common words in the above list? ,"
1. vessel
2. subsidence
3. camel
4. formulate
5. prevention
6. hardship
7. step-uncle
8. milepost
9. stump
10. correct",cwe,44283.0,Answer: The top 10 words that appear most often in the list are:,2.902130688,65.536,2.902130688,120,0.0,2902.130688,32768,2902.130688,"['hardship' 'vessel' 'camel' 'milepost' 'stump' 'correct' 'prevention'
 'subsidence' 'formulate' 'step-uncle']",44283.0
Question: What are the 10 most common words in the above list? ,"
1. fingerling
2. radish
3. chubby
4. seaside
5. wave
6. label
7. dock
8. feeling
9. legitimacy
10. counselling",cwe,44578.0,Answer: The top 10 words that appear most often in the list are:,2.921463808,65.536,2.921463808,120,0.0,2921.463808,32768,2921.463808,"['feeling' 'radish' 'chubby' 'dock' 'seaside' 'counselling' 'label'
 'fingerling' 'wave' 'legitimacy']",44578.0
Question: What are the 10 most common words in the above list? ,"
1. fedora
2. anime
3. tachometer
4. manacle
5. ribbon
6. normalisation
7. facility
8. recommend
9. abolishment
10. squealing",cwe,44618.0,Answer: The top 10 words that appear most often in the list are:,2.924085248,65.536,2.924085248,120,0.0,2924.085248,32768,2924.085248,"['ribbon' 'anime' 'tachometer' 'facility' 'fedora' 'recommend'
 'normalisation' 'abolishment' 'squealing' 'manacle']",44618.0
Question: What are the 10 most common words in the above list? ,"
1. sock
2. pill
3. retina
4. daikon
5. chicory
6. bassinet
7. usage
8. innate
9. self-confidence
10. panicky",cwe,44535.0,Answer: The top 10 words that appear most often in the list are:,2.91864576,65.536,2.91864576,120,0.0,2918.64576,32768,2918.64576,"['innate' 'pill' 'chicory' 'bassinet' 'self-confidence' 'retina' 'sock'
 'usage' 'panicky' 'daikon']",44535.0
Question: What are the 10 most common words in the above list? ,"
1. traditionalism
2. comestible
3. neighbour
4. postbox
5. chemical
6. fragrance
7. peaceful
8. equable
9. enacted
10. wound",cwe,44458.0,Answer: The top 10 words that appear most often in the list are:,2.913599488,65.536,2.913599488,120,0.0,2913.599488,32768,2913.599488,"['traditionalism' 'chemical' 'comestible' 'equable' 'peaceful' 'wound'
 'fragrance' 'enacted' 'neighbour' 'postbox']",44458.0
Question: What are the 10 most common words in the above list? ,"
1. granola
2. erect
3. hostel
4. pawnshop
5. sweatshop
6. capability
7. idiot
8. entry
9. watcher
10. ambiguous",cwe,44568.0,Answer: The top 10 words that appear most often in the list are:,2.920808448,65.536,2.920808448,120,0.0,2920.808448,32768,2920.808448,"['idiot' 'pawnshop' 'hostel' 'sweatshop' 'erect' 'entry' 'granola'
 'capability' 'watcher' 'ambiguous']",44568.0
Question: What are the 10 most common words in the above list? ,"
1. destination
2. governor
3. female
4. broken
5. tell
6. stair
7. hippodrome
8. monastery
9. greasy
10. spasm",cwe,44569.0,Answer: The top 10 words that appear most often in the list are:,2.920873984,65.536,2.920873984,120,0.0,2920.873984,32768,2920.873984,"['governor' 'stair' 'spasm' 'broken' 'destination' 'tell' 'greasy'
 'female' 'monastery' 'hippodrome']",44569.0
Question: What are the 10 most common words in the above list? ,"
1. mixture
2. raffle
3. testament
4. missionary
5. slang
6. neon
7. zippy
8. ripple
9. contract
10. moan",cwe,44566.0,Answer: The top 10 words that appear most often in the list are:,2.920677376,65.536,2.920677376,120,0.0,2920.677376,32768,2920.677376,"['raffle' 'neon' 'mixture' 'ripple' 'slang' 'missionary' 'testament'
 'contract' 'moan' 'zippy']",44566.0
Question: What are the 10 most common words in the above list? ,"
1. sonata
2. lieutenant
3. sassy
4. dreamer
5. hierarchy
6. efficiency
7. stock-in-trade
8. jaw
9. yawn
10. offer",cwe,44493.0,Answer: The top 10 words that appear most often in the list are:,2.915893248,65.536,2.915893248,120,0.0,2915.893248,32768,2915.893248,"['dreamer' 'jaw' 'sonata' 'efficiency' 'yawn' 'hierarchy' 'sassy' 'offer'
 'lieutenant' 'stock-in-trade']",44493.0
Question: What are the 10 most common words in the above list? ,"
1. smith
2. author
3. bassinet
4. worm
5. guerrilla
6. dispense
7. foretell
8. attribute
9. grasp
10. rod",cwe,44515.0,Answer: The top 10 words that appear most often in the list are:,2.91733504,65.536,2.91733504,120,0.0,2917.33504,32768,2917.33504,"['rod' 'worm' 'grasp' 'attribute' 'guerrilla' 'dispense' 'smith' 'author'
 'foretell' 'bassinet']",44515.0
Question: What are the 10 most common words in the above list? ,"
1. matrix
2. editor
3. formulate
4. scrambled
5. grocery
6. tab
7. buck
8. patriot
9. majestic
10. minimalism",cwe,44426.0,Answer: The top 10 words that appear most often in the list are:,2.911502336,65.536,2.911502336,120,0.0,2911.502336,32768,2911.502336,"['editor' 'matrix' 'grocery' 'minimalism' 'patriot' 'scrambled' 'buck'
 'tab' 'formulate' 'majestic']",44426.0
Question: What are the 10 most common words in the above list? ,"
1. surface
2. dogsled
3. pirate
4. carpenter
5. enclave
6. major-league
7. horrible
8. dysfunction
9. wacky
10. ad",cwe,44540.0,Answer: The top 10 words that appear most often in the list are:,2.91897344,65.536,2.91897344,120,0.0,2918.97344,32768,2918.97344,"['ad' 'major-league' 'carpenter' 'dogsled' 'dysfunction' 'enclave'
 'surface' 'wacky' 'pirate' 'horrible']",44540.0
Question: What are the 10 most common words in the above list? ,"
1. dentist
2. humanity
3. emergency
4. truth
5. walrus
6. moron
7. beck
8. sash
9. cloud
10. seat",cwe,44518.0,Answer: The top 10 words that appear most often in the list are:,2.917531648,65.536,2.917531648,120,0.0,2917.531648,32768,2917.531648,"['sash' 'walrus' 'moron' 'emergency' 'seat' 'truth' 'cloud' 'dentist'
 'humanity' 'beck']",44518.0
Question: What are the 10 most common words in the above list? ,"
1. heron
2. parsimonious
3. polyester
4. economic
5. criticism
6. synthesize
7. pub
8. attitude
9. prisoner
10. rheumatism",cwe,44655.0,Answer: The top 10 words that appear most often in the list are:,2.92651008,65.536,2.92651008,120,0.0,2926.51008,32768,2926.51008,"['synthesize' 'heron' 'polyester' 'pub' 'criticism' 'attitude' 'economic'
 'rheumatism' 'prisoner' 'parsimonious']",44655.0
Question: What are the 10 most common words in the above list? ,"
1. poppy
2. ford
3. retire
4. ethics
5. papaya
6. trade
7. necktie
8. hydrocarb
9. delicious
10. dairy",cwe,44474.0,Answer: The top 10 words that appear most often in the list are:,2.914648064,65.536,2.914648064,120,0.0,2914.648064,32768,2914.648064,"['delicious' 'hydrocarb' 'ethics' 'dairy' 'necktie' 'papaya' 'ford'
 'trade' 'poppy' 'retire']",44474.0
Question: What are the 10 most common words in the above list? ,"
1. velodrome
2. staff
3. messenger
4. domain
5. fragile
6. warmth
7. satisfaction
8. grade
9. scrutiny
10. counterterrorism",cwe,44562.0,Answer: The top 10 words that appear most often in the list are:,2.920415232,65.536,2.920415232,120,0.0,2920.415232,32768,2920.415232,"['counterterrorism' 'domain' 'scrutiny' 'warmth' 'grade' 'staff'
 'satisfaction' 'velodrome' 'messenger' 'fragile']",44562.0
Question: What are the 10 most common words in the above list? ,"
1. ham
2. duration
3. failure
4. chive
5. original
6. mundane
7. lace
8. abortive
9. hand
10. calm",cwe,44489.0,Answer: The top 10 words that appear most often in the list are:,2.915631104,65.536,2.915631104,120,0.0,2915.631104,32768,2915.631104,"['hand' 'ham' 'mundane' 'lace' 'chive' 'original' 'duration' 'calm'
 'failure' 'abortive']",44489.0
Question: What are the 10 most common words in the above list? ,"
1. eyeglasses
2. sousaphone
3. vault
4. ruby
5. mustard
6. spreadsheet
7. decongestant
8. fire
9. havoc
10. quartz",cwe,44547.0,Answer: The top 10 words that appear most often in the list are:,2.919432192,65.536,2.919432192,120,0.0,2919.432192,32768,2919.432192,"['spreadsheet' 'fire' 'quartz' 'eyeglasses' 'ruby' 'vault' 'sousaphone'
 'mustard' 'havoc' 'decongestant']",44547.0
Question: What are the 10 most common words in the above list? ,"
1. rediscovery
2. great-grandfather
3. streetcar
4. vacuum
5. crowd
6. accident
7. necessity
8. hall
9. proportion
10. overrated",cwe,44418.0,Answer: The top 10 words that appear most often in the list are:,2.910978048,65.536,2.910978048,120,0.0,2910.978048,32768,2910.978048,"['rediscovery' 'streetcar' 'overrated' 'hall' 'crowd' 'vacuum' 'accident'
 'necessity' 'proportion' 'great-grandfather']",44418.0
Question: What are the 10 most common words in the above list? ,"
1. chaos
2. front
3. yawl
4. camel
5. drink
6. sell
7. obey
8. watch
9. heap
10. hatred",cwe,44509.0,Answer: The top 10 words that appear most often in the list are:,2.916941824,65.536,2.916941824,120,0.0,2916.941824,32768,2916.941824,"['front' 'hatred' 'drink' 'chaos' 'heap' 'camel' 'sell' 'watch' 'obey'
 'yawl']",44509.0
Question: What are the 10 most common words in the above list? ,"
1. correspondent
2. magazine
3. camp
4. cord
5. trinket
6. macaroni
7. explosion
8. tightfisted
9. annoy
10. tip",cwe,44594.0,Answer: The top 10 words that appear most often in the list are:,2.922512384,65.536,2.922512384,120,0.0,2922.512384,32768,2922.512384,"['explosion' 'tip' 'trinket' 'annoy' 'cord' 'magazine' 'tightfisted'
 'macaroni' 'camp' 'correspondent']",44594.0
Question: What are the 10 most common words in the above list? ,"
1. precipitation
2. caravan
3. devil
4. camel
5. smoggy
6. seller
7. counsellor
8. vane
9. git
10. vex",cwe,44458.0,Answer: The top 10 words that appear most often in the list are:,2.913599488,65.536,2.913599488,120,0.0,2913.599488,32768,2913.599488,"['smoggy' 'vex' 'devil' 'vane' 'git' 'camel' 'seller' 'caravan'
 'counsellor' 'precipitation']",44458.0
Question: What are the 10 most common words in the above list? ,"
1. pulse
2. email
3. palm
4. sage
5. tin
6. frontier
7. shrine
8. bruise
9. humorous
10. flipped-out",cwe,44506.0,Answer: The top 10 words that appear most often in the list are:,2.916745216,65.536,2.916745216,120,0.0,2916.745216,32768,2916.745216,"['email' 'palm' 'pulse' 'bruise' 'humorous' 'shrine' 'frontier' 'tin'
 'flipped-out' 'sage']",44506.0
Question: What are the 10 most common words in the above list? ,"
1. mouton
2. ellipse
3. debonair
4. communicate
5. environment
6. weather
7. spirituality
8. reply
9. shallow
10. accident",cwe,44519.0,Answer: The top 10 words that appear most often in the list are:,2.917597184,65.536,2.917597184,120,0.0,2917.597184,32768,2917.597184,"['communicate' 'reply' 'ellipse' 'weather' 'accident' 'shallow'
 'environment' 'spirituality' 'mouton' 'debonair']",44519.0
Question: What are the 10 most common words in the above list? ,"
1. spatula
2. translate
3. improvement
4. star
5. homeless
6. gamebird
7. SUV
8. tech
9. snap
10. tall",cwe,44615.0,Answer: The top 10 words that appear most often in the list are:,2.92388864,65.536,2.92388864,120,0.0,2923.88864,32768,2923.88864,"['translate' 'homeless' 'tech' 'snap' 'tall' 'gamebird' 'star' 'SUV'
 'improvement' 'spatula']",44615.0
Question: What are the 10 most common words in the above list? ,"
1. woodshed
2. melon
3. deputy
4. ultra
5. spend
6. assembly
7. tofu
8. weed
9. cuddly
10. number",cwe,44558.0,Answer: The top 10 words that appear most often in the list are:,2.920153088,65.536,2.920153088,120,0.0,2920.153088,32768,2920.153088,"['spend' 'cuddly' 'deputy' 'assembly' 'woodshed' 'weed' 'number' 'melon'
 'ultra' 'tofu']",44558.0
Question: What are the 10 most common words in the above list? ,"
1. swift
2. musician
3. president
4. goodwill
5. classmate
6. invitation
7. main
8. sanctuary
9. obsolete
10. usual",cwe,44423.0,Answer: The top 10 words that appear most often in the list are:,2.911305728,65.536,2.911305728,120,0.0,2911.305728,32768,2911.305728,"['invitation' 'classmate' 'swift' 'musician' 'main' 'usual' 'president'
 'goodwill' 'obsolete' 'sanctuary']",44423.0
Question: What are the 10 most common words in the above list? ,"
1. embossing
2. samovar
3. utilize
4. frustration
5. offer
6. subdued
7. gastropod
8. wetsuit
9. turf
10. count",cwe,44629.0,Answer: The top 10 words that appear most often in the list are:,2.924806144,65.536,2.924806144,120,0.0,2924.806144,32768,2924.806144,"['frustration' 'subdued' 'count' 'offer' 'utilize' 'embossing' 'turf'
 'gastropod' 'wetsuit' 'samovar']",44629.0
Question: What are the 10 most common words in the above list? ,"
1. willow
2. muskrat
3. sight
4. stand
5. follow
6. detention
7. pricing
8. verse
9. worshiper
10. side",cwe,44578.0,Answer: The top 10 words that appear most often in the list are:,2.921463808,65.536,2.921463808,120,0.0,2921.463808,32768,2921.463808,"['follow' 'sight' 'pricing' 'muskrat' 'detention' 'stand' 'worshiper'
 'side' 'verse' 'willow']",44578.0
Question: What are the 10 most common words in the above list? ,"
1. baboon
2. glockenspiel
3. cacao
4. gold
5. reality
6. passage
7. coverage
8. destruction
9. labored
10. in-laws",cwe,44589.0,Answer: The top 10 words that appear most often in the list are:,2.922184704,65.536,2.922184704,120,0.0,2922.184704,32768,2922.184704,"['reality' 'gold' 'cacao' 'passage' 'in-laws' 'labored' 'coverage'
 'destruction' 'baboon' 'glockenspiel']",44589.0
Question: What are the 10 most common words in the above list? ,"
1. daily
2. eating
3. herring
4. fur
5. lyre
6. income
7. chest
8. brow
9. fritter
10. thirst",cwe,44534.0,Answer: The top 10 words that appear most often in the list are:,2.918580224,65.536,2.918580224,120,0.0,2918.580224,32768,2918.580224,"['brow' 'eating' 'income' 'chest' 'fritter' 'lyre' 'fur' 'thirst'
 'herring' 'daily']",44534.0
Question: What are the 10 most common words in the above list? ,"
1. coach
2. sleepy
3. picturesque
4. adaptation
5. trait
6. closing
7. office
8. brook
9. weak
10. decimal",cwe,44339.0,Answer: The top 10 words that appear most often in the list are:,2.905800704,65.536,2.905800704,120,0.0,2905.800704,32768,2905.800704,"['brook' 'sleepy' 'office' 'weak' 'closing' 'adaptation' 'coach' 'decimal'
 'picturesque' 'trait']",44339.0
Question: What are the 10 most common words in the above list? ,"
1. capacity
2. develop
3. movie
4. paddle
5. sprag
6. knowing
7. meet
8. chew
9. eclipse
10. wit",cwe,44483.0,Answer: The top 10 words that appear most often in the list are:,2.915237888,65.536,2.915237888,120,0.0,2915.237888,32768,2915.237888,"['develop' 'sprag' 'capacity' 'eclipse' 'paddle' 'chew' 'meet' 'wit'
 'movie' 'knowing']",44483.0
Question: What are the 10 most common words in the above list? ,"
1. singing
2. keyboarding
3. batter
4. fantasy
5. cheese
6. homeless
7. letter
8. signup
9. plead
10. tweezers",cwe,44541.0,Answer: The top 10 words that appear most often in the list are:,2.919038976,65.536,2.919038976,120,0.0,2919.038976,32768,2919.038976,"['letter' 'singing' 'keyboarding' 'plead' 'homeless' 'signup' 'cheese'
 'tweezers' 'batter' 'fantasy']",44541.0
Question: What are the 10 most common words in the above list? ,"
1. production
2. peacock
3. cleaner
4. discipline
5. bullet
6. lymphocyte
7. sweet
8. candle
9. perch
10. overdraw",cwe,44358.0,Answer: The top 10 words that appear most often in the list are:,2.907045888,65.536,2.907045888,120,0.0,2907.045888,32768,2907.045888,"['overdraw' 'lymphocyte' 'perch' 'bullet' 'candle' 'peacock' 'sweet'
 'discipline' 'production' 'cleaner']",44358.0
Question: What are the 10 most common words in the above list? ,"
1. platform
2. rosemary
3. charger
4. watchmaker
5. angel
6. diversity
7. beast
8. leaker
9. precedence
10. ATM",cwe,44551.0,Answer: The top 10 words that appear most often in the list are:,2.919694336,65.536,2.919694336,120,0.0,2919.694336,32768,2919.694336,"['angel' 'charger' 'platform' 'precedence' 'leaker' 'diversity' 'beast'
 'rosemary' 'watchmaker' 'ATM']",44551.0
Question: What are the 10 most common words in the above list? ,"
1. landscape
2. scenario
3. cirrhosis
4. acupuncture
5. gobbler
6. jackal
7. milkshake
8. exultant
9. bite
10. cost",cwe,44632.0,Answer: The top 10 words that appear most often in the list are:,2.925002752,65.536,2.925002752,120,0.0,2925.002752,32768,2925.002752,"['jackal' 'cost' 'cirrhosis' 'gobbler' 'milkshake' 'exultant' 'scenario'
 'landscape' 'acupuncture' 'bite']",44632.0
Question: What are the 10 most common words in the above list? ,"
1. noon
2. pigeon
3. mariachi
4. catastrophe
5. fratricide
6. elf
7. vise
8. deafening
9. in-joke
10. palate",cwe,44587.0,Answer: The top 10 words that appear most often in the list are:,2.922053632,65.536,2.922053632,120,0.0,2922.053632,32768,2922.053632,"['elf' 'mariachi' 'noon' 'palate' 'pigeon' 'catastrophe' 'in-joke'
 'fratricide' 'vise' 'deafening']",44587.0
Question: What are the 10 most common words in the above list? ,"
1. habit
2. selection
3. rowboat
4. woodshed
5. divert
6. tailspin
7. monotheism
8. ladle
9. diaper
10. premise",cwe,44611.0,Answer: The top 10 words that appear most often in the list are:,2.923626496,65.536,2.923626496,120,0.0,2923.626496,32768,2923.626496,"['selection' 'habit' 'diaper' 'woodshed' 'rowboat' 'tailspin' 'divert'
 'ladle' 'premise' 'monotheism']",44611.0
Question: What are the 10 most common words in the above list? ,"
1. principal
2. migrant
3. chemical
4. washer
5. ambulance
6. missile
7. rugby
8. helpful
9. inverse
10. can",cwe,44465.0,Answer: The top 10 words that appear most often in the list are:,2.91405824,65.536,2.91405824,120,0.0,2914.05824,32768,2914.05824,"['migrant' 'inverse' 'ambulance' 'can' 'helpful' 'rugby' 'principal'
 'missile' 'washer' 'chemical']",44465.0
Question: What are the 10 most common words in the above list? ,"
1. sombrero
2. collard
3. bartender
4. politician
5. headquarters
6. marketing
7. donut
8. beak
9. platinum
10. criterion",cwe,44636.0,Answer: The top 10 words that appear most often in the list are:,2.925264896,65.536,2.925264896,120,0.0,2925.264896,32768,2925.264896,"['sombrero' 'beak' 'collard' 'criterion' 'bartender' 'donut' 'marketing'
 'politician' 'headquarters' 'platinum']",44636.0
