context_tokens,compression_ratio,uncompressed_kv_memory_mb,task,predicted_answer,retained_kv_memory_mb,retained_context_tokens,split,kv_memory_per_token_kb,memory_budget,token_budget,answer_prefix,memory_budget_unit,max_new_tokens,answers,uncompressed_kv_memory_gb,retained_kv_memory_gb,question
118609.0,0.9428289590166008,17489.608704,nq_128k," ['Ming dynasty', '123456']  
The Ming Dynasty had a centralized bureaucratic government with a strong emphasis on Confucian ideals and a highly structured imperial administration. The emperor held supreme authority, and the government was organized around a hierarchical system with the emperor at the top, followed by a complex bureaucracy of officials and ministers who managed various aspects of governance, including military, economic, and legal affairs.",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['imperial rule'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what type of government did the ming dynasty have
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['Java Source File Extension', 'java']",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['.java'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what is the filename extension used for all java source files
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['The 2018 NCAA Tournament', '2018-19']  
The last time UNC did not make the NCAA Tournament was in 2018.",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['2003'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when was the last time unc did not make the ncaa tournament
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['Corey', 'Corey', 'Corey', 'Corey', 'Corey', 'Corey', 'Corey', 'Corey', 'Corey', 'Corey']",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['Coire' 'Corey' 'Corie' 'Correy' 'Corrie' 'Cory' 'Khouri' 'Kori' 'Kory'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: different ways to spell corey for a boy
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['what percentage of the population is naturally blonde', '101 Dalmatians (1996 film)']",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['2%'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what percentage of the population is naturally blonde
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['The Beat Goes On!', 'The Beat Goes On!']  
The answer is:  
- **The Beat Goes On!** (ID: 199)",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['Amanda Leighton'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who plays poppy in the beat goes on
"
118609.0,0.9428289590166008,17489.608704,nq_128k,"1. **TITLE**: ""The Homecoming: A Christmas Story"" | **ID**: 277  
2. **TITLE**: ""The Rugby League"" | **ID**: 277  

**Answer List**:  
- ""The Homecoming: A Christmas Story"" (ID: 277)  
- ""The Rugby League"" (ID: 277)",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['Castleford'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: a town in west yorkshire on the river aire home to a rugby league team
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['Alpha Centauri', '1.34 parsecs']",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['4.37 light-years'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what is alpha centauri's approximate distance from earth
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['The Rugrats Movie', '1997']",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['9' '9 seasons'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: how many seasons of the rugrats are there
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['Democracy in the United States', '1998']",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['federal republic'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what is the democracy of the united states
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['The Great Depression in India', '1999']",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['2003' 'at age 18 in 2003'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when did cristiano ronaldo go to manchester united
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['NFL Salary Cap', '7th Central Pay Commission']

The NFL adopted a salary cap in the 1990s. The salary cap was introduced as part of the 1990 NFL Draft, with the first salary cap being implemented in 1991. The exact year is not specified in the provided documents, but it is known that the salary cap was a significant change in the NFL's financial structure during this period.",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['1994' '1994 season' 'for the 1994 season' 'the 1994 season'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when did the nfl adopt a salary cap
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['Tibia and Fibula bone location', '120']  
The tibia and fibula are bones in the lower leg. The tibia is the larger, weight-bearing bone on the medial (inner) side of the leg, while the fibula is the thinner bone on the lateral (outer) side. Both are located in the leg, with the tibia running from the knee to the ankle and the fibula parallel to it, slightly more lateral.",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['leg'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: where is the tibia and fibula bone located
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['Call Me by Your Name', '199']",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['Moscazzano'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: where is the villa in call me by your name
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['The Falcon and the Winter Soldier', '123456']

The 2014–15 season of *The Falcon and the Winter Soldier* is the answer to when the *Agents of S.H.I.E.L.D.* season five starts. The ID of the document is '123456'.",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,"['December 1, 2017']",17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when does agents of shield season five start
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['The Buck Owens - ""I'll Gladly Pay You Tuesday""', '14']",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['Wimpy'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who said i'll gladly pay you tuesday
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['Catch-22 (novel)', '123456']  

The book ""Catch-22"" was written by Joseph Heller and was the first novel to be published by the author. The ID of the document is 123456.",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['American author Joseph Heller' 'Joseph Heller' 'Joseph Heller.'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who wrote catch 22 (both names)
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['DNA Replication', 'DNA Replication']",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['origins of replication'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: where does the synthesis of new dna from existing dna occurs
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['You Get Me', 'You Get Me (2017 film)']  
The answer is: Tyler ends up with the character named ""Sergeant"" in the film ""You Get Me.""",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['Ali'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who does tyler end up with in you get me
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['The Jnanpith Award and the Indian Literary Scene', '55']",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['Bhupendranath Dutt'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who was the editor of the journal jugantor published in the time of swadeshi movement
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['The Fab Four (Tie the Knot)', 'The Fab Four (Tie the Knot)']  
**Answer:**  
Serial novels became a phenomenon in the nineteenth century due to the growing literacy rates and the increasing demand for affordable and accessible reading material. They were often published in installments, allowing readers to follow the story over time and fostering a sense of anticipation and engagement. This format was particularly popular in the UK and other parts of Europe, where newspapers and magazines were widely read and contributed",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,"['improved economics of distribution' 'technological advances in printing'
 'the rise of literacy']",17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: how and why were serial novels a phenomenon in the nineteenth century
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['The SAT: A History', '1950']  
The SAT became out of 1600 in 1950.",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['2014' '2016' 'March 2016'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when did the sat become out of 1600
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['Satellite Communication', 'Satellite Communication']

Satellites generally use **electromagnetic energy** (such as radio waves) to communicate with Earth. This type of energy is used for transmitting signals between the satellite and ground stations.",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['electromagnetic waves' 'radio and microwave frequencies'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what type of energy do satellites generally use to communicate with earth
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['OSI Model Layer for Physical Addressing', '1']",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['physical layer or layer 1'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: which layer of the osi model handles physical addressing
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['The Death of the Roman God of the Underworld', '12']  
['The Roman God of the Underworld', '12']  
['Roman god of the underworld also called Orcus or Pluto', '12']  
['Roman god of the underworld also called Orcus or Pluto', '12']  
['Roman god of the underworld also called Orcus or Pluto', '12']  
['Roman god of the underworld also called Orcus or Pluto', '1",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['Dis Pater'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: roman god of the underworld also called orcus or pluto
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['The founder of psychoanalysis is Sigmund Freud.', 'Psychoanalysis was founded by Sigmund Freud.']  

Documents used:  
- **TITLE**: Psychoanalysis  
  **ID**: 5  
- **TITLE**: Psychoanalysis  
  **ID**: 6  
- **TITLE**: Psychoanalysis  
  **ID**: 7  
- **TITLE**: Psychoanalysis  
  **ID**: 8  
- **TITLE**: Psychoanalysis  
  **ID**: 9",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['Austrian neurologist Sigmund Freud' 'Sigmund Freud'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who is regarded as the founder of psychoanalysis
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['National Parks in India', '103 national parks']",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['103'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: how many national parks are present in india
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['3-pointers in basketball', '1999']

The 3-pointers in basketball were introduced in the 1980s, but the specific rule for the 3-point line was implemented in 1999 as part of the NBA's rule changes. This is mentioned in the document titled ""3-pointers in basketball"" with ID: 199.",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['1945' '1961'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when did they start 3 pointers in basketball
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['Legal System of the United Kingdom', '12345']  

The United Kingdom uses a common law legal system, which is based on judicial precedent and is characterized by the use of case law and statutes. This system is distinct from civil law systems and is rooted in the traditions of English common law.",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['English law' 'Northern Ireland law' 'Scots law'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what type of legal system is used in the uk
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['Edinburgh Festival Fringe', '278']",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['5.7 million' '5.7 million customer accounts'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: how many customers does edf have in the uk
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['Ozarks', '12']",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['Buffalo Lookout' 'Lookout'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what is the highest peak in the ozarks
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['Crowne Plaza', '103']",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['InterContinental Hotels Group'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who is the owner of the crowne plaza
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['Dewey Decimal Classification', '199']",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,"['""Heroes and Villains""']",17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: batman and robin episode only fools and horses
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['Immigration Act', '1985']",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['1923'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when was the immigration act passed in canada
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['The father of the Indian Constitution is Dr. B.R. Ambedkar.', '199']

**List of Answers:**
1. The father of the Indian Constitution is Dr. B.R. Ambedkar. (ID: 199)",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['Bhimrao Ramji Ambedkar'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who is known as the father of indian constitution
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['Dancing on Ice', '2014']  
The judges on Dancing on Ice 2014 were not explicitly mentioned in the provided documents. However, based on the context of the show and typical casting, the judges were likely professional dancers and celebrities, but specific names are not listed here.",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['Ashley Roberts' 'Jason Gardiner' 'Karen Barber' 'Robin Cousins'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who were the judges on dancing on ice 2014
"
118609.0,0.9428289590166008,17489.608704,nq_128k,"1. **TITLE**: Beef Primal Cuts, **ID**: 312  
   2. **TITLE**: Beef Primal Cuts, **ID**: 312  

**Answer:**  
A brisket comes from the breast or lower chest area of a cow. It is one of the primal cuts of beef and is typically found in the front part of the animal.",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['breast or lower chest' 'the breast or lower chest'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: where does a brisket come from on a cow
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['how long were the pyramids the tallest structure', '1999']",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,"['over 3,800' 'over 3,800 years']",17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: how long were the pyramids the tallest structure
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['I Love Lucy', '199']",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['Keith Thibodeaux'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who played little ricky on i love lucy show
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['The 100', '100']

The New Season of *The 100* typically comes out in the spring, with the first season premiering in April 2014. The show is known for its annual premiere during this time, aligning with the release of new episodes each spring.",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,"['April 24, 2018']",17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when does the new season on the 100 come out
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['The Eurovision Song Contest: The Story of Europe's Song Festival', 'eurovision_song_contest_1970s']  
The country that has won the Eurovision Song Contest the most times is France, with 6 victories.",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,"['Ireland' ""Ireland's Johnny Logan""]",17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who has won the eurovision song contest the most times
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['The Young and the Restless', '199']",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['CBS Television City'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: where do they film young and the restless
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['The Great Book of the Indian National Congress', 'The Indian Struggle', 'The History of the Indian National Congress', 'The Indian National Movement', 'The Indian National Congress: A History']  
ID: ['101', '102', '103', '104', '105']",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['Ghubar-e-Khatir' 'India Wins Freedom' 'Tarjumanul Quran' 'Tazkirah'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: list of books written by abul kalam azad
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['Rick and Morty', '103']",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['late-night'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when does rick and morty play on tv
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['Back to the Future', '2017-04-19']

The actor who played Jennifer in *Back to the Future* is **Linda Woolverton**. This information is derived from the document titled ""Back to the Future"" with ID 2017-04-19.",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['Claudia Grace Wells'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who played jennifer in back to the future
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['The Death of the Dying Man', '143']",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['Egyptian hieroglyphs' 'hieroglyphs'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what type of writing did ancient egypt use
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['The Pelican Brief (Bible)', '1998-01-01']

The donkey talk in the Bible is referenced in the book of Judges, specifically in the story of the prophet Balaam. In the account, Balaam's donkey speaks to him, warning him of the angel that was blocking their path. This event is described in the biblical text, and it is part of the narrative where Balaam is trying to curse the Israelites but",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['Numbers 22:28'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: where does the donkey talk in the bible
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['Bill of Rights', '542']  
The Bill of Rights came out in 1689.",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['16 December 1689' '1689'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when did the bill of rights come out
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['2018 FIFA World Cup qualification - UEFA Group E', '2018 FIFA World Cup qualification - UEFA Group E', '2018 FIFA World Cup qualification - UEFA Group E', '2018 FIFA World Cup qualification - UEFA Group E', '2018 FIFA World Cup qualification - UEFA Group E', '2018 FIFA World Cup qualification - UEFA Group E', '2018 FIFA World Cup qualification - UEFA Group E', '2",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,"['Bobby Beathard' 'Brian Dawkins' 'Brian Urlacher' 'Jerry Kramer'
 'Randy Moss' 'Ray Lewis' 'Robert Brazile' 'Terrell Owens']",17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: who was selected for the 2018 football hall of fame
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['You'll Never Walk Alone', '48']",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['1945'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: when was you'll never walk alone first released
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['Dirty Dancing (2017 film)', '101']

The remake of *Dirty Dancing* was filmed in the United States. Specifically, it was filmed in the town of **Carmel, Indiana**, where the original 1987 film was also set. The 2017 version, titled *Dirty Dancing*, was a reboot of the classic, and its filming locations were chosen to pay homage to the original while offering a modern interpretation.",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,"['Hendersonville, North Carolina' 'High Hampton Inn in Cashiers'
 'western North Carolina']",17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: where was the remake of dirty dancing filmed
"
118609.0,0.9428289590166008,17489.608704,nq_128k," ['Huntington\'s disease', '14']",999.899136,6781.0,test,147.456,1.0,6781.0,Final Answer: ,GB,256,['the physician George Huntington'],17.489608704,0.999899136,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: where did huntington's disease get its name
"
