split,context_tokens,predicted_answer,question,uncompressed_kv_memory_gb,task,compression_ratio,memory_budget_unit,kv_memory_per_token_kb,memory_budget,max_new_tokens,token_budget,answers,uncompressed_kv_memory_mb,retained_kv_memory_gb,retained_context_tokens,retained_kv_memory_mb,answer_prefix
test,121232.0," ['aint', 'aint']  
- **Title**: ""The New York Times""  
- **ID**: 101  
- **Title**: ""The New York Times""  
- **ID**: 101  

**Answer:**  
The American politician who served as United States Senator from 1971 to 1989 and was Governor of Florida before Buddy MacKay is **Bob Graham**.","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which American politician who served as United States Senator from 1971 to 1989 was Governor of Florida before Buddy MacKay?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['Lawton Chiles'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0,"1. ""La Machine à écrire"" (Title: La Machine à écrire, ID: 1016)  
2. ""La Machine à écrire"" (Title: La Machine à écrire, ID: 1016)  

**Answer:**  
The younger brother of Farshid Karimi, known as the ""Farshad Karimi,"" was born on 10 May 1942.","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When was the younger brother of Farshid Karimi born ?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['8 November 1978'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['La Vallee', '101']  
- The site where Operation Buster–Jangle was conducted is located in the county of La Vallee.","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: In which county is this site located where Operation Buster–Jangle was conducted?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['Nye County'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['Phaedranassa', 'Mitella', 'species', 'level', 'classification']

TITLE: Advances in the classification of plant species
ID: 101

TITLE: Classification of plant species
ID: 102","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Both Phaedranassa and Mitella are considered the classification of what level of species?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['genus'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0,"1. ""La Machine à écrire"" (Title) - ID: 1016  
2. ""The 1984 film directed by Rod Lurie"" (Title) - ID: 1016  

**Answer List:**  
- Yes, Anja Salomonowitz and Rod Lurie are both directors.  
  - Anja Salomonowitz is mentioned as a director in the context of the 1984 film ""La Machine à","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Are Anja Salomonowitz and Rod Lurie both directors?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['yes'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['aint', '1']  
**Title:** The county seat of the county in which Keokuk Falls, Oklahoma is located is **Oklahoma County**. The county seat for Oklahoma County is **Oklahoma City**.","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the county seat of the county in which Keokuk Falls, Oklahoma is loated?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['Shawnee'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['Gujarat Legislative Assembly', 'Gujarat']","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What country is the member of Gujarat Legislative Assembly and parliament representing?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['Jamnagar'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['aint', 'aint']  
- **Title**: ""aint""  
- **ID**: ""aint""  

**Answer:**  
William Pery served as Captain of the Yeomen of the Guard under the lord who served as the Chief Secretary to the Treasury from 1865 to 1868.","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: William Pery served as Captain of the Yeomen of the Guard under the lord who served in what position from 1865 to 1868?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['Viscount Cranborne'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0,"1. **Title:** ""The Hounds of Zaroff""  
   **ID:** 1016  
2. **Title:** ""The Hound of the Baskervilles""  
   **ID:** 1016  

**Answer List:**  
- ""The Hounds of Zaroff"" (ID: 1016)  
- ""The Hound of the Baskervilles"" (ID: 1016)","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What was Richard Connell's best known work The Hounds of Zaroff also published as?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['The Most Dangerous Game'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['aint', '1']  
**Title:** The Aint (1989)  
**ID:** 1  

**Answer:**  
The lawyer who took the main role in the report that helped land Pete Rose a lifetime suspension from baseball was **Pete Rose's attorney, who was involved in the investigation and report**. The specific name of the lawyer is not directly mentioned in the provided documents, but the report was conducted by a team that included legal experts. The report's title","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What was the name of the lawyer who took the main role in the report that helped land Pete Rose a lifetime suspension from baseball?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['John M. Dowd'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0,"1. **Title:** ""Howell Conant""  
   **ID:** 12345  
   **Answer:** Howell Conant was a creative artist known for his work as a producer and director, particularly for his collaboration with the renowned actress and filmmaker Grace Kelly. He was involved in the production of films and contributed to the creative direction of projects, showcasing his skills in the entertainment industry.","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What kind of creative artist was Howell Conant, famed for his work with Grace Kelly?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['photographer'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0,"0

**Documents Used:**
- **Title:** ""Scorpiones und Pedipalpi""  
  **ID:** 1

**Answer:**
- The document ""Scorpiones und Pedipalpi"" mentions a ""Scorpiones"" (scorpion) which typically has eight legs. However, the specific question about the animal discussed by Karl Kraepelin is not directly addressed in the provided text. Therefore, the answer is based on general knowledge of scorpions.","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: How many legs does the animal, in which Karl Kraepelin discusses in ""Scorpiones und Pedipalpi,"" have?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['eight'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['Not Richard, But Dick', 'Not Richard, But Dick']  
The album ""Not Richard, But Dick"" was by the band formed in **London**.","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Not Richard, But Dick was an album by the band formed in what city?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['Philadelphia'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0,"1. ""Are Isaac Asimov and Michael Cunningham both American writers?""  
   - **Title:** Are Isaac Asimov and Michael Cunningham both American writers?  
   - **ID:** 1

**Answer:**  
Yes, both Isaac Asimov and Michael Cunningham are American writers. Isaac Asimov was a renowned science fiction author and writer, while Michael Cunningham is a contemporary American writer known for his novel ""The Hours,"" which is based on the life of Virginia Woolf.","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Are Isaac Asimov and Michael Cunningham both American writers?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['no'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0,"1. ""Ten Who Dared"" - ID: 101  
2. ""Tonka"" - ID: 102  

**Answer:**  
No, the films ""Ten Who Dared"" and ""Tonka"" were not distributed by the same company. ""Ten Who Dared"" was distributed by the company mentioned in the document, while ""Tonka"" was associated with a different distribution company.","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Were the films ""Ten Who Dared"" and ""Tonka"" distributed by the same company?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['yes'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['aint', '1016']  
**Answer:**  
Steve Uzelac played football for the **Preston League** located in Preston, Lancashire.","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Steve Uzelac played football for which league located in Preston, Lancashire?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['North End Football Club'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['aint', 'hold', 'on', 'song', 'features', 'vocals', 'british', 'singer', 'debut', 'album', 'won', 'prize', '2017']

**Title:** ""aint hold on song features vocals of british singer whose debut album won what prize in 2017""  
**ID:** 1

**Answer:**
The song ""Hold On"" features the vocals of a British singer whose debut","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: ""Hold On"" is a song that features the vocals of a British singer whose debut album won what prize in 2017?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['Mercury Prize'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0,"1. ""Marty Raybon"" (ID: 1)  
2. ""Greg Graffin"" (ID: 2)  

**Answer:**  
- Marty Raybon had more solo albums than Greg Graffin.","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Q: Who had more solo albums, Marty Raybon or Greg Graffin?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['Gregory Walter Graffin'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['Is there fruit juice in both a Fizz and a Painkiller cocktail?']
- **Title**: The History of the Painkiller Cocktail
- **ID**: 1

**Answer**: Yes, there is fruit juice in both a Fizz and a Painkiller cocktail. The Painkiller cocktail typically includes fruit juice such as pineapple or orange, while the Fizz cocktail also incorporates fruit juice, often pineapple or citrus, as part of its ingredients.","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Is there fruit juice in both a Fizz and a Painkiller cocktail?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['yes'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0,"0

TITLE: ""The Public Domain"" (document title)
ID: The_Public_Domain

The document titled ""The Public Domain"" mentions that the film was based on the ""1941"" story of a ""dramatic"" film, but it does not provide specific information about the number of people killed in the collapse of the bridge. Therefore, the answer is not available in the provided documents.","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: How many people were killed in the collapse of the bridge featured in the drama film, The Public Domain ?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['13 people'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['aint', 'aint']  
The most populous city in the county where Caleb Stegall served as District attorney is not directly mentioned in the provided documents. However, based on the information that Caleb Stegall was a District attorney in the county of ""St. Louis"" (from the context of the document ""Caleb Stegall"" and the mention of ""St. Louis"" in the document ""Caleb Stegall (1952 in ...)"" and ""Caleb","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the most populous city in the county where Caleb Stegall served as District attorney?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['Valley Falls'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0,"0

TITLE: ""The Wall Running Between the West Gate Lodge and Cardiff Castle""
ID: 1016

TITLE: ""The Wall Running Between the West Gate Lodge and Cardiff Castle""
ID: 1016

**Answer:**
- The wall running between the West Gate Lodge and Cardiff Castle depicts **0** animals.","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: How many animals does the wall running between the West Gate Lodge and Cardiff Castle depict?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['15'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0,"1. **Title:** ""Where is the American honky tonk country band, whose first studio album was Honky Tonks and Cheap Motels, based?""  
   **ID:** 1

**Answer:**  
The American honky tonk country band, whose first studio album was ""Honky Tonks and Cheap Motels,"" is based in **Los Angeles, California**. This information is derived from the document titled ""The New York Times"" which mentions the band's connection to","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Where is the American honky tonk country band, whose first studio album was Honky Tonks and Cheap Motels, based?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,"['Flint, Michigan, United States']",17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['aint', '1']","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Anna Aglatova made her first public appearance at which Moscow theatre in 2005?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['Bolshoi Theatre'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['aint', 'aint']  
The title of the document is: ""Moor Park Mansion"" and the ID is: ""Moor Park Mansion"".  
The document mentions that the Moor Park Mansion is also known as ""The Arthur F. ..."". However, the exact name is not fully provided in the given text. Based on the context, it is likely referring to ""The Arthur F. ..."", but the full name is not available in the provided text.","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What other name is the Moor Park Mansion known as?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['The More'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0,"1. **Title:** ""Laurus""  
   **ID:** 1  
   **Title:** ""Liriodendron""  
   **ID:** 2  

The document states that ""Liriodendron"" has around 10 species, while ""Laurus"" has only one species. Therefore, Liriodendron has more species.","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which has more species Laurus or Liriodendron?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['Laurus'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0,"1. **Title:** ""The Discovery of the Elliptical Galaxy NGC 3610""  
   **ID:** 1  
   **Answer:** The discoverer of the elliptical galaxy NGC 3610 was an English astronomer who played a significant role in the study of celestial objects. However, the specific military role mentioned in the provided documents is not directly stated. The document does not provide information about the military role of the discoverer before reaching Britain.

","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What role in the military did the discoverer of the elliptical galaxy NGC 3610 have before reaching Britain ?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,"['Military Band of Hanover,']",17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0,"1. **Title:** ""The Hatter"" (from the document ""Hatter and March Hare are characters in which book?"")  
   **ID:** 1

2. **Title:** ""The Hound of the Baskervilles"" (from the document ""The Hound of the Baskervilles"")  
   **ID:** 2

**Answer List:**
- ""The Hatter"" (ID: 1)
- ""The Hound of the B","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Both Hatter and March Hare are characters in which book?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,"[""Alice's Adventures in Wonderland""]",17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0,"1989, ""The New York Times""  
**Title:** ""Maggie May""  
**ID:** 183  

**Answer:**  
Maggie May is a musical based on a folk song about a prostitute who robbed a man.","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Maggie May is a musical based on a folk song about a prostitute who robbed whom?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['sailor'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['La Machine à écrire', '1016']  
The document mentions that Kim English was selected by the Pistons during the draft, and the location of the draft is implied to be the same as the location of the ""La Machine à écrire"" document, which is associated with the ""Séance de la NBA"" (NBA draft session). However, the exact location is not explicitly stated in the provided text. Based on the context, it is likely referring to a specific","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Kim English was selected by the Pistons during the draft held at what location?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['Prudential Center'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['aint', 'aint']  
**Answer:**  
The descendant of the Red Setter originates from the Red Setter's lineage, which is traced back to the Red Setter breed. The Red Setter is a breed of dog that originated in the UK, specifically from the breed known as the ""Red Setter"" which was developed in the 19th century. The descendant of the Red Setter would therefore come from this breed's lineage.  

**Document References:**  
- **TITLE:** ""aint""  
","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Where does the descendant of the Red Setter originate?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['Scotland'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0,"0
**Title:** Advances in Science and Technology
**ID:** 0

The document titled ""Advances in Science and Technology"" mentions that ""Dwell"" is a publication that ""was published in 1973"" and that ""Dwell"" is a ""magazine"" that ""was published in 1973"". It also states that ""Dwell"" is a ""magazine"" that ""was published in 1973"" and that ""D","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Was American Scientist or Dwell published first?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['American Scientist'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['La Machine à Écrire', 'M1']  
- **La Machine à Écrire** (ID: M1)","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What was the former name of the company which operates Hunterston Terminal?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['Peel Holdings'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0,"1. **Title:** ""Millennium Greens were funded in part by a what type of lottery?""  
   **ID:** 1

**Answer List:**
- The Millennium Greens were funded in part by a **National Lottery**.","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Millennium Greens were funded in part by a what type of lottery?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['state-franchised'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['aint', 'cant', 'dove', 'drama', 'dramma', 'dramma', 'drama', 'drama', 'drama', 'drama', 'drama', 'drama', 'drama', 'drama', 'drama', 'drama', 'drama', 'drama', 'drama', 'drama', 'drama', 'drama', 'drama', 'drama', 'drama',","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Are both Don Giovanni and Cardillac operas with three acts?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['no'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0,"1. **Title:** ""The Animated Series Kent Scott Wrote""  
   **ID:** 1016  
   **Answer:** The animated series ""The Animated Series Kent Scott Wrote"" (also known as ""The Big Show"") began in September 2002 on ""Nick on CBS"" and ended in 2004.","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the animated series Kent Scott wrote end after beginning in September of 2002 on ""Nick on CBS""?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['November'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0,"1959

TITLE: ""The figure skater who was coached to Olympic, World, and national titles by Richard Callaghan was born in what year?""
ID: 1013

TITLE: ""La Machine à écrire""
ID: 1014","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: The figure skater who was coached to Olympic, World, and national titles by Richard Callaghan was born in what year?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['1982'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['aint', '1']  
**Title:** The Bronze  
**Title:** The Bronze  
**Title:** The Bronze  
**Title:** The Bronze  
**Title:** The Bronze  
**Title:** The Bronze  
**Title:** The Bronze  
**Title:** The Bronze  
**Title:** The Bronze  
**Title:** The Bronze  
**Title:** The Bronze  
**Title:** The Bronze  
**Title:** The Bronze  
**Title:** The Bronze  
**Title:** The Bronze  
**Title:**","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who starred in The Bronze and also showed up on the CBS sitcom ""The Big Bang Theory""?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['Melissa Rauch'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0,"1. **Title:** ""Are Mick Jagger and Brett Scallions both musicians?""  
   **ID:** 1

- Mick Jagger is a musician, known as the lead singer of the Rolling Stones.  
- Brett Scallions is also a musician, having been a member of the band The Offspring and later working as a producer and musician in other capacities.","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Are Mick Jagger and Brett Scallions both musicians?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['yes'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['NHL team: Detroit Red Wings', 'Title: The 2003 Stanley Cup Champions']

**Documents Used:**
- Title: ""The 2003 Stanley Cup Champions""
- ID: ""1003""","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What NHL team drafted Kaspars Astasenko in 1999 and won the Stanley Cup in 2003-04?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['Tampa Bay Lightning'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0,"0

**Title:** ""Computing Machinery and Intelligence""  
**ID:** 1  

**Answer:**  
The author of ""Computing Machinery and Intelligence"" is Alan Turing. Alan Turing died on June 7, 1954.","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the author of ""Computing Machinery and Intelligence"" die?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['1954'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['aint', 'ain\'t']","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What cartel drug lord with the reputation as ""The King of Cocaine"" partnered with Jack Carlton Reed to provide drugs to the United States in the 20th century?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['Pablo Escobar'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0,"1. **Title:** ""The New York Times"" - ""The New York Times""  
   **ID:** 1  
   **Answer:** Charles Coughlin started the rumor of ""The New York Times"" being involved in the ""New York City"" events.  

2. **Title:** ""The New York Times"" - ""The New York Times""  
   **ID:** 2  
   **Answer:** Charles Coughlin started the rumor of ""The New York Times""","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Charles Coughlin was a controversial Canadian-American Roman Catholic who also started what rumor?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['Boston Herald'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['aint', '1']  
**[1]**: aint - ""aint"" is a reference to the character ""Indiana Jones"" from the movie ""Raiders of the Lost Ark"" and the actor who played him, Harrison Ford.  
**[2]**: 1 - The document ""1"" refers to the movie ""The Lodger"" and the actor Harrison Ford, who starred in both ""Raiders of the Lost Ark"" and ""The Lodger"".

**Answer","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What English-American actor known for his role in ""Raiders of the Lost Ark"" starred in The Lodger?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,"['Alfredo ""Alfred"" Molina']",17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['The Golden Egg', 'GMA-001']  
The film directed by David Greene that Merrell Jackson played an apostle in is ""The Golden Egg"".","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What film directed by David Greene did Merrell Jackson play an apostle in?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['Godspell'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['aint', 'ain't']","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: In the Glee episode ""Bad Reputation,"" Sue Sylvester dances to this song, by a four-time Grammy winner and star of musical film ""Grease.""
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['Physical'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['The Boston Strong']
  
**Title:** The Boston Strong  
**ID:** 1016","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What film, based on the book “Boston Strong”, featured the actress Alex McKenna?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['Patriots Day'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
test,121232.0," ['La Valera', '101']  
- La Valera is the apartment complex that was originally constructed in 1927 and is included in Manhattan Community Board 6.","====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What apartment complex originally constructed in 1927 is included in Manhattan Community Board 6?
",17.876385792,hotpotqa_128k,0.9713606968457174,MB,147.456,512.0,256,3472.0,['Tudor City'],17876.385792,0.511967232,3472.0,511.967232,Final Answer: 
