retained_context_tokens,question,memory_budget_unit,answer_prefix,uncompressed_kv_memory_gb,token_budget,retained_kv_memory_mb,retained_kv_memory_gb,context_length,max_new_tokens,predicted_answer,context_tokens,answer,kv_memory_per_token_kb,memory_budget,task,uncompressed_kv_memory_mb,compression_ratio
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: In what year was the novel that Lourenço Mutarelli based ""Nina"" on based first published? ",GB,Answer:,2.272854016,12207.0,799.997952,0.799997952,32768,32, 1866,34681.0,['1866'],65.536,0.8,qa_2,2272.854016,0.6480205299731842
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Where are Teide National Park and Garajonay National Park located? ",GB,Answer:,2.236022784,12207.0,799.997952,0.799997952,32768,32," Teide National Park is located in Tenerife (Canary Islands, Spain) and Garajonay National Park is located in the center and north of the island",34119.0,"['Canary Islands, Spain']",65.536,0.8,qa_2,2236.022784,0.6422228084058735
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: How many copies of Roald Dahl's variation on a popular anecdote sold? ",GB,Answer:,2.245066752,12207.0,799.997952,0.799997952,32768,32, 250 million,34257.0,['250 million'],65.536,0.8,qa_2,2245.066752,0.6436640686575006
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What occupation do Chris Menges and Aram Avakian share? ",GB,Answer:,2.191458304,12207.0,799.997952,0.799997952,32768,32, Film director,33439.0,['director'],65.536,0.8,qa_2,2191.458304,0.6349472173210922
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Andrew Jaspan was the co-founder of what not-for-profit media outlet? ",GB,Answer:,2.23182848,12207.0,799.997952,0.799997952,32768,32, The Conversation,34055.0,['The Conversation'],65.536,0.8,qa_2,2231.82848,0.6415504331228894
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which American film director hosted the 18th Independent Spirit Awards in 2002? ",GB,Answer:,2.271346688,12207.0,799.997952,0.799997952,32768,32, John Waters,34658.0,['John Waters'],65.536,0.8,qa_2,2271.346688,0.6477869467366841
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Where does the hotel and casino located in which Bill Cosby's third album was recorded? ",GB,Answer:,2.120024064,12207.0,799.997952,0.799997952,32768,32," Las Vegas, Nevada",32349.0,['Las Vegas Strip in Paradise'],65.536,0.8,qa_2,2120.024064,0.6226467587869795
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Do the drinks Gibson and Zurracapote both contain gin? ",GB,Answer:,2.17513984,12207.0,799.997952,0.799997952,32768,32, No,33190.0,['no'],65.536,0.8,qa_2,2175.13984,0.6322084965351009
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: In what month is the annual documentary film festival, that is presented by the fortnightly published British journal of literary essays, held?  ",GB,Answer:,2.081161216,12207.0,799.997952,0.799997952,32768,32, March and April,31756.0,['March and April'],65.536,0.8,qa_2,2081.161216,0.6156002015367175
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Tysons Galleria is located in what county? ",GB,Answer:,2.132410368,12207.0,799.997952,0.799997952,32768,32, Fairfax County,32538.0,['Fairfax County'],65.536,0.8,qa_2,2132.410368,0.6248386501936198
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Bordan Tkachuk was the CEO of a company that provides what sort of products? ",GB,Answer:,2.19611136,12207.0,799.997952,0.799997952,32768,32," IT products and services, including storage systems, servers, workstations and data/voice communications equipment and services.",33510.0,['IT products and services'],65.536,0.8,qa_2,2196.11136,0.6357206803939123
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which filmmaker was known for animation, Lev Yilmaz or Pamela B. Green? ",GB,Answer:,2.157903872,12207.0,799.997952,0.799997952,32768,32, Lev Yilmaz,32927.0,['Levni Yilmaz'],65.536,0.8,qa_2,2157.903872,0.6292708111883865
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: In which city is the ambassador of the Rabat-Salé-Kénitra administrative region to China based? ",GB,Answer:,2.196897792,12207.0,799.997952,0.799997952,32768,32, Beijing,33522.0,['Beijing'],65.536,0.8,qa_2,2196.897792,0.6358510828709505
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Are Yingkou and Fuding the same level of city? ",GB,Answer:,2.171338752,12207.0,799.997952,0.799997952,32768,32," No, Yingkou is a prefecture-level city, while Fuding is a county-level city.",33132.0,['no'],65.536,0.8,qa_2,2171.338752,0.6315646504889533
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Where did the descendants of the group of black Indians associated with the Seminole people settle? ",GB,Answer:,2.179661824,12207.0,799.997952,0.799997952,32768,32, Florida and Oklahoma,33259.0,"['Coahuila, Mexico']",65.536,0.8,qa_2,2179.661824,0.6329715265041042
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: David Huntsinger has worked with this gospel singer born in the month of July? ",GB,Answer:,2.20987392,12207.0,799.997952,0.799997952,32768,32, Larnelle Harris,33720.0,['Larnelle Harris'],65.536,0.8,qa_2,2209.87392,0.6379893238434164
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What year was the brother of this first round draft pick by the Washington Redskins drafted? ",GB,Answer:,2.239496192,12207.0,799.997952,0.799997952,32768,32, 2003,34172.0,['2003'],65.536,0.8,qa_2,2239.496192,0.6427777127472785
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Where is the stadium at which 1964 Georgia Tech Yellow Jackets football team played their home game located?  ",GB,Answer:,2.279276544,12207.0,799.997952,0.799997952,32768,32," Atlanta, Georgia",34779.0,['North Avenue at Techwood Drive'],65.536,0.8,qa_2,2279.276544,0.6490123350297594
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Since 2 June 2017, The Leader of Fine Gael had been held by which Irish Fine Gael politician who has served as Taoiseach and Minister for Defence? ",GB,Answer:,2.074607616,12207.0,799.997952,0.799997952,32768,32, Leo Varadkar,31656.0,['Leo Varadkar'],65.536,0.8,qa_2,2074.607616,0.6143858984078847
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which American film actor and dancer starred in the 1945 film Johnny Angel? ",GB,Answer:,2.080702464,12207.0,799.997952,0.799997952,32768,32, George Raft,31749.0,['George Raft'],65.536,0.8,qa_2,2080.702464,0.61551544930549
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: hree Men on a Horse is a play by a playwright born in which year ? ",GB,Answer:,2.138046464,12207.0,799.997952,0.799997952,32768,32, 1887,32624.0,['1887'],65.536,0.8,qa_2,2138.046464,0.6258276115743011
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What type of activity does Owner earnings and Warren Buffett have in common? ",GB,Answer:,2.10501632,12207.0,799.997952,0.799997952,32768,32, Valuation method,32120.0,['business'],65.536,0.8,qa_2,2105.01632,0.6199564134495641
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: When was the  former Indian cricketer who made his ODI debuts during the 2000 ICC KnockOut Trophy born?  ",GB,Answer:,2.280456192,12207.0,799.997952,0.799997952,32768,32, 7 October 1978,34797.0,['7 October 1978'],65.536,0.8,qa_2,2280.456192,0.6491938960255195
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which airplane was this Major test-flying after whom the base, that 514th Flight Test Squadron is stated at, is named? ",GB,Answer:,2.126118912,12207.0,799.997952,0.799997952,32768,32, B-17 Flying Fortress,32442.0,['B-17 Flying Fortress bomber'],65.536,0.8,qa_2,2126.118912,0.6237285000924727
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Based on a True Story... is an album by which country music star, with the single My Eyes? ",GB,Answer:,2.25181696,12207.0,799.997952,0.799997952,32768,32, Blake Shelton,34360.0,['Blake Shelton'],65.536,0.8,qa_2,2251.81696,0.644732246798603
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Over how many centuries were the ""dwelling place of the dead"" built? ",GB,Answer:,2.277113856,12207.0,799.997952,0.799997952,32768,32, three,34746.0,['three centuries'],65.536,0.8,qa_2,2277.113856,0.6486789846313245
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: When was the British author who wrote the novel on which ""Here We Go Round the Mulberry Bush"" was based born?  ",GB,Answer:,2.080047104,12207.0,799.997952,0.799997952,32768,32, 7 January 1936,31739.0,['7 January 1936'],65.536,0.8,qa_2,2080.047104,0.6153943098396295
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who died first, George Archainbaud or Ralph Murphy? ",GB,Answer:,2.241396736,12207.0,799.997952,0.799997952,32768,32, Ralph Murphy,34201.0,['George Archainbaud'],65.536,0.8,qa_2,2241.396736,0.6430806116780211
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which component of shellite has the formula (ON)CHOH? ",GB,Answer:,2.150694912,12207.0,799.997952,0.799997952,32768,32, Picric acid,32817.0,['picric acid'],65.536,0.8,qa_2,2150.694912,0.6280281561385868
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: The Argentine PGA Championship record holder has won how many tournaments worldwide? ",GB,Answer:,2.262761472,12207.0,799.997952,0.799997952,32768,32, 230,34527.0,['230'],65.536,0.8,qa_2,2262.761472,0.646450603875228
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Suicide's 1977 released album features a song based on what brand's comic character? ",GB,Answer:,2.25476608,12207.0,799.997952,0.799997952,32768,32, Marvel Comics,34405.0,['Marvel'],65.536,0.8,qa_2,2254.76608,0.6451969190524633
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What other political position did the person who introduced the DISCLOSE Act hold? ",GB,Answer:,2.021720064,12207.0,799.997952,0.799997952,32768,32, U.S. Senator from New York,30849.0,['United States Senator'],65.536,0.8,qa_2,2021.720064,0.6042983565107458
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Were the bands Skin Yard and Ostava from the U.S.? ",GB,Answer:,2.192113664,12207.0,799.997952,0.799997952,32768,32," Skin Yard was from the U.S., but Ostava was from Bulgaria.",33449.0,['no'],65.536,0.8,qa_2,2192.113664,0.6350563544500583
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Are Daryl Hall and Gerry Marsden both musicians? ",GB,Answer:,2.049441792,12207.0,799.997952,0.799997952,32768,32, Yes,31272.0,['yes'],65.536,0.8,qa_2,2049.441792,0.6096508058326937
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What major truck road is located in Backford Cross? ",GB,Answer:,2.274164736,12207.0,799.997952,0.799997952,32768,32, A41,34701.0,['The A41'],65.536,0.8,qa_2,2274.164736,0.6482233941384974
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: In which role did Caroline Carver played in a 1999 Hallmark Entertainment made-for-TV fantasy movie? ",GB,Answer:,2.257846272,12207.0,799.997952,0.799997952,32768,32, Princess Jessica,34452.0,['Princess Jessica'],65.536,0.8,qa_2,2257.846272,0.6456809474050853
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What's the name of the fantasy film starring Sarah Bolger, featuring a New England family who discover magical creatures around their estate? ",GB,Answer:,2.193948672,12207.0,799.997952,0.799997952,32768,32, The Spiderwick Chronicles,33477.0,['The Spiderwick Chronicles'],65.536,0.8,qa_2,2193.948672,0.6353615915404607
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Maxeda has been owned since 2004 by which American multinational equity firm? ",GB,Answer:,2.254831616,12207.0,799.997952,0.799997952,32768,32, Kohlberg Kravis Roberts,34406.0,['KKR & Co'],65.536,0.8,qa_2,2254.831616,0.6452072312968669
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: The youngest daughter of Lady Mary-Gaye Curzon stars with Douglas Smith and Lucien Laviscount  in what 2017 film? ",GB,Answer:,2.183069696,12207.0,799.997952,0.799997952,32768,32, The Bye Bye Man,33311.0,['The Bye Bye Man'],65.536,0.8,qa_2,2183.069696,0.6335444747981147
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Mummulgum is a stop on the Bruxner Highway before reaching the town on the banks of which river? ",GB,Answer:,2.270691328,12207.0,799.997952,0.799997952,32768,32, Richmond River,34648.0,['Richmond'],65.536,0.8,qa_2,2270.691328,0.647685292080351
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which American audio engineer and clandestine chemist, who was a key figure in the San Francisco Bay Area hippie movement during the 1960s recorded the album ""Old and in the Way?"" ",GB,Answer:,2.085289984,12207.0,799.997952,0.799997952,32768,32, Owsley Stanley,31819.0,['Owsley Stanley'],65.536,0.8,qa_2,2085.289984,0.6163612935667369
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: When was the palace founded at which Columba de Dunbar died in 1435? ",GB,Answer:,2.071330816,12207.0,799.997952,0.799997952,32768,32, late 12th Century,31606.0,['the late 12th Century'],65.536,0.8,qa_2,2071.330816,0.6137758653420237
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Where is the Bubblegum Alley, that is similar to Gum Wall, located in California? ",GB,Answer:,2.256338944,12207.0,799.997952,0.799997952,32768,32, San Luis Obispo,34429.0,"['San Luis Obispo, California']",65.536,0.8,qa_2,2256.338944,0.6454442475819804
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: At what venue was the January 2, 2012 game featured the University of Louisville team? ",GB,Answer:,2.236416,12207.0,799.997952,0.799997952,32768,32, Papa John's Cardinal Stadium,34125.0,['Mercedes-Benz Superdome'],65.536,0.8,qa_2,2236.416,0.6422857142857143
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which film was Oscar nominated, LaLee's Kin: The Legacy of Cotton or Gimme Shelter, the 1970 Rolling Stones documentary? ",GB,Answer:,2.238644224,12207.0,799.997952,0.799997952,32768,32, LaLee's Kin: The Legacy of Cotton,34159.0,"[""LaLee's Kin: The Legacy of Cotton""]",65.536,0.8,qa_2,2238.644224,0.6426417635176673
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which board game was published most recently, Pirate's Cove or Catan? ",GB,Answer:,2.113404928,12207.0,799.997952,0.799997952,32768,32, Pirate's Cove,32248.0,"[""Pirate's Cove""]",65.536,0.8,qa_2,2113.404928,0.6214648970478789
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Alice David is the voice of Lara Croft in a video game developed by which company ? ",GB,Answer:,2.129657856,12207.0,799.997952,0.799997952,32768,32, Crystal Dynamics,32496.0,['Crystal Dynamics'],65.536,0.8,qa_2,2129.657856,0.6243537666174299
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which Eminem album included vocals from a singer who had an album titled ""Unapologetic""? ",GB,Answer:,2.154430464,12207.0,799.997952,0.799997952,32768,32, The Marshall Mathers LP 2,32874.0,"['""The Marshall Mathers LP 2""']",65.536,0.8,qa_2,2154.430464,0.6286731155320313
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: This American crime film set in South Los Angeles was written and directed by the same director and writer of screenwriter of ""Street Kings"", ""End of Watch"", ""Sabotage"", ""Fury"" and what other film?  ",GB,Answer:,2.268594176,12207.0,799.997952,0.799997952,32768,32, Suicide Squad,34616.0,['Suicide Squad'],65.536,0.8,qa_2,2268.594176,0.6473596024959556
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: SuperMansion starred the actress who had a recurring role as whom on Workaholics? ",GB,Answer:,2.198667264,12207.0,799.997952,0.799997952,32768,32, Jillian Belk,33549.0,['Jillian Belk'],65.536,0.8,qa_2,2198.667264,0.6361441473665386
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: The 1974 Texas Tech Raiders football team represented what public research university in Lubbock, Texas? ",GB,Answer:,2.190278656,12207.0,799.997952,0.799997952,32768,32, Texas Tech University,33421.0,['Texas Tech University'],65.536,0.8,qa_2,2190.278656,0.634750605906466
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: During Siege of Bharatpur, which Commander-in-Chief of Ireland and Commander-in-Chief of India contributed to the storming of the castle? ",GB,Answer:,2.1692416,12207.0,799.997952,0.799997952,32768,32, Stapleton Cotton,33100.0,['Lord Combermere'],65.536,0.8,qa_2,2169.2416,0.6312084592145015
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: For what type of work is the production company for The Year Without a Santa Claus best known? ",GB,Answer:,2.152398848,12207.0,799.997952,0.799997952,32768,32," seasonal television specials, particularly its work in stop motion animation",32843.0,"['seasonal television specials, particularly its work in stop motion animation']",65.536,0.8,qa_2,2152.398848,0.6283226258258989
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What year was the film that starred the composer for ""The Naked Brothers Band""? ",GB,Answer:,2.207973376,12207.0,799.997952,0.799997952,32768,32, 2014,33691.0,['2014'],65.536,0.8,qa_2,2207.973376,0.6376777180849484
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: The author of Sexual Politics attended which British University? ",GB,Answer:,2.24198656,12207.0,799.997952,0.799997952,32768,32, Oxford University,34210.0,['Oxford'],65.536,0.8,qa_2,2241.98656,0.6431745103770827
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who had the best singles ranking, Roberta Vinci or Jorge Lozano? ",GB,Answer:,2.122973184,12207.0,799.997952,0.799997952,32768,32, Jorge Lozano,32394.0,['Roberta Vinci'],65.536,0.8,qa_2,2122.973184,0.623170957584738
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Both Truth in Science and Discovery embrace what campaign? ",GB,Answer:,2.203713536,12207.0,799.997952,0.799997952,32768,32, Teach the Controversy,33626.0,"['""Teach the Controversy"" campaign']",65.536,0.8,qa_2,2203.713536,0.636977338963897
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Josey Scott and Ian Watkins were both promising musicians. Which of these talented men was incarcerated, impacting his career with a rock band? ",GB,Answer:,2.133131264,12207.0,799.997952,0.799997952,32768,32, Ian Watkins,32549.0,['Lostprophets disbanded in 2013 after Watkins was charged with sexual offences in late 2012.'],65.536,0.8,qa_2,2133.131264,0.6249654367261668
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: The movies Queen of Blood and Battle Beyond the Sun both contained scenes from what 1959 Soviet feature? ",GB,Answer:,2.244870144,12207.0,799.997952,0.799997952,32768,32, Nebo Zovyot,34254.0,['Nebo Zovyot'],65.536,0.8,qa_2,2244.870144,0.6436328603958662
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who was born first, Erika Jayne or Marco Da Silva ",GB,Answer:,2.244476928,12207.0,799.997952,0.799997952,32768,32, Marco Da Silva,34248.0,['Erika Jayne'],65.536,0.8,qa_2,2244.476928,0.6435704274702172
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: When did the English local newspaper, featuring the sculpture and war memorial in the Forbury gardens, change names? ",GB,Answer:,2.131427328,12207.0,799.997952,0.799997952,32768,32, 2009,32523.0,['2009'],65.536,0.8,qa_2,2131.427328,0.624665621252652
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What is the name of the Isles who were led by Aonghus Mór and covered a total land area of over 8300 km2? ",GB,Answer:,2.2085632,12207.0,799.997952,0.799997952,32768,32, Kingdom of the Isles,33700.0,['Kingdom of the Isles'],65.536,0.8,qa_2,2208.5632,0.6377744807121661
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who is Bruce Spizer an expert on, known as the most influential act of the rock era? ",GB,Answer:,2.237988864,12207.0,799.997952,0.799997952,32768,32, The Beatles,34149.0,['The Beatles'],65.536,0.8,qa_2,2237.988864,0.6425371167530528
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which song was behind the third single on the album  ""A Lot About Livin' (And a Little 'bout Love)"" for two weeks on the country charts? ",GB,Answer:,2.278424576,12207.0,799.997952,0.799997952,32768,32, Chattahoochee,34766.0,"['""We\'ll Burn That Bridge""']",65.536,0.8,qa_2,2278.424576,0.6488810907208191
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What occupation was shared by David Yates and Pietro Germi? ",GB,Answer:,2.174681088,12207.0,799.997952,0.799997952,32768,32, Director,33183.0,['director'],65.536,0.8,qa_2,2174.681088,0.6321309104059307
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Marcus Wayne Garland spent nine seasons with an American professional baseball team that is based in Baltimore, Maryland, and was one of the AMerican League's original eight charter franchises when the league was established in what year? ",GB,Answer:,2.188312576,12207.0,799.997952,0.799997952,32768,32, 1901,33391.0,['1901'],65.536,0.8,qa_2,2188.312576,0.6344224491629481
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: The lamp used in many lighthouses is similiar to this type of lamp patented in 1780 by Aimé Argand? ",GB,Answer:,2.254569472,12207.0,799.997952,0.799997952,32768,32, Argand lamp,34402.0,['Argand lamp'],65.536,0.8,qa_2,2254.569472,0.6451659787221673
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: The songs from the sountrack to ""When Harry Met Sally"" are performed by a singer that has had how many top 20 US albums? ",GB,Answer:,2.228682752,12207.0,799.997952,0.799997952,32768,32, seven,34007.0,['seven'],65.536,0.8,qa_2,2228.682752,0.6410444908401212
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Are Broughtonia and Laeliocattleya both orchids? ",GB,Answer:,2.036072448,12207.0,799.997952,0.799997952,32768,32, Yes,31068.0,['yes'],65.536,0.8,qa_2,2036.072448,0.6070876786404017
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Where was the world cup hosted that Algeria qualified for the first time into the round of 16? ",GB,Answer:,2.161115136,12207.0,799.997952,0.799997952,32768,32, Brazil,32976.0,['Brazil'],65.536,0.8,qa_2,2161.115136,0.6298216885007277
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which was fought earlier in our nation's history, the Seven Days Battles or the Battle of Manila? ",GB,Answer:,2.13876736,12207.0,799.997952,0.799997952,32768,32, The Seven Days Battles,32635.0,['The Seven Days Battles'],65.536,0.8,qa_2,2138.76736,0.6259537306572698
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What retailer in ABQ Uptown is headquarted in Poole, Dorset, United Kingdom? ",GB,Answer:,2.183069696,12207.0,799.997952,0.799997952,32768,32, Lush,33311.0,['Lush Ltd.'],65.536,0.8,qa_2,2183.069696,0.6335444747981147
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What football club plays in the area between the old tool gates: Brook Bar and Trafford bar? ",GB,Answer:,2.26459648,12207.0,799.997952,0.799997952,32768,32, Manchester United F.C.,34555.0,['Manchester United'],65.536,0.8,qa_2,2264.59648,0.646737085805238
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: The song ""Chim Chim Cher-ee"" can be heard  in the ""Mary Poppins"" scene of a Disney ride that debuted in what year? ",GB,Answer:,2.26328576,12207.0,799.997952,0.799997952,32768,32, 1989,34535.0,['1989'],65.536,0.8,qa_2,2263.28576,0.6465325032575648
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who held the record for the longest service in the Australian Parliament for a woman, and was surpassed by  a former Australian politician who was the 29th Speaker of the House of Representatives? ",GB,Answer:,2.230583296,12207.0,799.997952,0.799997952,32768,32, Dorothy Tangney,34036.0,['Kathryn Jean Martin'],65.536,0.8,qa_2,2230.583296,0.6413503349394758
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which man who presented the Australia 2022 FIFA World Cup bid was born on October 22, 1930? ",GB,Answer:,2.224357376,12207.0,799.997952,0.799997952,32768,32, Frank Lowy,33941.0,['Frank Lowy'],65.536,0.8,qa_2,2224.357376,0.6403464836039009
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What major city is the Faith Lutheran Middle School and High School located by? ",GB,Answer:,2.167406592,12207.0,799.997952,0.799997952,32768,32, Las Vegas,33072.0,['Las Vegas'],65.536,0.8,qa_2,2167.406592,0.6308962264150944
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What British singer-songwriter hosted the 16th Annual Young Hollywood Awards? ",GB,Answer:,2.127691776,12207.0,799.997952,0.799997952,32768,32, Kelly Osbourne,32466.0,['Kelly Lee Osbourne'],65.536,0.8,qa_2,2127.691776,0.6240066531140269
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who did the Star and Dagger bass player marry? ",GB,Answer:,2.230386688,12207.0,799.997952,0.799997952,32768,32, Sean Yseult,34033.0,['Sean Yseult.'],65.536,0.8,qa_2,2230.386688,0.6413187200658185
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: In 2017, what was 3/4th of the organization that also has a Center for Veterinary Medicine as well as part of the U.S. Department of Health and Human Services, spent on? ",GB,Answer:,2.157379584,12207.0,799.997952,0.799997952,32768,32, pharmaceutical companies,32919.0,['Prescription Drug User Fee Act'],65.536,0.8,qa_2,2157.379584,0.6291807163036545
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which came out first, Dinosaur or McFarland, USA ",GB,Answer:,2.257911808,12207.0,799.997952,0.799997952,32768,32, Dinosaur,34453.0,['Dinosaur'],65.536,0.8,qa_2,2257.911808,0.6456912315328128
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Both Bishop Carroll Catholic High School and Kapaun Mt. Carmel Catholic High School are located in which city in Kansas? ",GB,Answer:,2.196504576,12207.0,799.997952,0.799997952,32768,32, Wichita,33516.0,['Wichita'],65.536,0.8,qa_2,2196.504576,0.6357858933046903
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What was the 58th quadrennial American presidential election held after the 2016 Michigan Democratic primary? ",GB,Answer:,2.246115328,12207.0,799.997952,0.799997952,32768,32, The United States presidential election of 2016,34273.0,['United States presidential election of 2016'],65.536,0.8,qa_2,2246.115328,0.6438304204475827
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: This Celtic ruler who was born in AD 43 ruled southeastern Britain prior to conquest by which empire? ",GB,Answer:,2.118909952,12207.0,799.997952,0.799997952,32768,32, Roman Empire,32332.0,['Roman'],65.536,0.8,qa_2,2118.909952,0.6224483483855004
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What is the name of the detective novelist parent of the author of '""Q"" Is for Quarry'? ",GB,Answer:,2.13385216,12207.0,799.997952,0.799997952,32768,32, C. W. Grafton,32560.0,['C. W. Grafton'],65.536,0.8,qa_2,2133.85216,0.6250921375921377
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What is the birthplace of the Senator who represents the first of 62 districts in the State Senate? ",GB,Answer:,2.218655744,12207.0,799.997952,0.799997952,32768,32," Brooklyn, New York",33854.0,"['Brooklyn, New York']",65.536,0.8,qa_2,2218.655744,0.6394222248478763
12207.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: The Memphis Hustle are based in a suburb of a city with a population of what in 2010? ",GB,Answer:,2.275278848,12207.0,799.997952,0.799997952,32768,32," 48,982",34718.0,"['48,982']",65.536,0.8,qa_2,2275.278848,0.6483956449104211
