answers,task,split,answer_prefix,compression_ratio,predicted_answer,retained_kv_memory_mb,uncompressed_kv_memory_gb,retained_context_tokens,uncompressed_kv_memory_mb,context_tokens,question,retained_kv_memory_gb,max_new_tokens,kv_memory_per_token_kb
"['Barreiro/Anhemas Sustainable Development Reserve'
 'Caverna do Diabo State Park'
 'Pinheirinhos Sustainable Development Reserve'
 'Quilombos de Barra do Turvo Sustainable Development Reserve'
 'Rio Turvo State Park']",qampari_32k,test,Final Answer: ,0.0," ['Barra do Turvo Sustainable Development Reserve', 'Quilombos de Barra do Turvo Sustainable Development Reserve', 'Rio Turvo State Park']",7158.693888,7.158693888,48548.0,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What geographical feature is located in or around Barra do Turvo?
",7.158693888,256,147.456
"[""2006 Australian Open – Women's Doubles""
 ""2006 Ordina Open – Women's Doubles""
 '2008 Internationaux de Strasbourg – doubles'
 ""2008 Medibank International – Women's Doubles""
 '2010 MPS Group Championships – doubles']",qampari_32k,test,Final Answer: ,0.0," ['2006 Australian Open – Women's Doubles', '2008 Medibank International – Women's Doubles', '2010 Aircel Chennai Open – Singles', '2012 Taça de Portugal Final', '2015 King Cup Final', '2015 Saudi Super Cup']",7158.693888,7.158693888,48548.0,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What tennis competition was won by Yan Zi?
",7.158693888,256,147.456
['Black Panther' 'Dora Milaje' 'Man-Ape' 'Okoye' 'Storm'],qampari_32k,test,Final Answer: ,0.0, ['T'Challa'],7158.693888,7.158693888,48548.0,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who possesses citizenship from Wakanda?
",7.158693888,256,147.456
"['Beached Az' 'Maximum Choppage' 'Review with Myles Barlow' 'Soul Mates'
 'Twentysomething']",qampari_32k,test,Final Answer: ,0.0," ['Beached Az', 'Review with Myles Barlow', 'Twentysomething', 'The Producers', 'Young Frankenstein']",7158.693888,7.158693888,48548.0,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which TV show originally aired on ABC2?
",7.158693888,256,147.456
"['Battles of Destiny' 'Conquered Kingdoms' ""Solitaire's Journey""
 'The Grandest Fleet' 'The Perfect General']",qampari_32k,test,Final Answer: ,0.0," ['The Perfect General', 'The Grandest Fleet', 'Solitaire's Journey', 'Battles of Destiny']",7158.693888,7.158693888,48548.0,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Quantum Quality Productions published what piece of writing?
",7.158693888,256,147.456
['Bob Knuth' 'Henry Mazer' 'Philip Farkas' 'Ray Still' 'Theodore Thomas'],qampari_32k,test,Final Answer: ,0.0," ['Philip Farkas', 'Theodore Thomas']",7158.693888,7.158693888,48548.0,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: The Chicago Symphony Orchestra employs whom?
",7.158693888,256,147.456
"['Big Creek Bridge' 'Conde McCullough Memorial Bridge'
 'Ten Mile Creek Bridge' 'Wilson River Bridge' 'Yaquina Bay Bridge']",qampari_32k,test,Final Answer: ,0.0," ['Conde B. McCullough Memorial Bridge', 'Yaquina Bay Bridge', 'Big Creek Bridge', 'Wilson River Bridge', 'Ten Mile Creek Bridge']",7158.693888,7.158693888,48548.0,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What did Conde Balcom McCullough design?
",7.158693888,256,147.456
"['Berthold Goldschmidt' 'Julius Bürger' 'Rudolf Kolisch' 'Walter Kaufmann'
 'Zdenka Ticharich']",qampari_32k,test,Final Answer: ,0.0," ['Berthold Goldschmidt', 'Frank Kitto', 'Julius Bürger', 'Rudolf Kolisch', 'Walter Kaufmann']",7158.693888,7.158693888,48548.0,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who studied under Franz Schreker?
",7.158693888,256,147.456
"['Ayodele Casel' 'Fayard Nicholas' 'Harold Nicholas' 'Maceo Anderson'
 'Nicholas Brothers']",qampari_32k,test,Final Answer: ,0.0," ['Fayard Nicholas', 'Harold Nicholas', 'Maceo Anderson', 'Nicholas Brothers', 'Tommy Singer']",7158.693888,7.158693888,48548.0,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who worked as a tap dancer?
",7.158693888,256,147.456
"['Barra Airport' 'Benbecula Airport' 'Islay Airport' 'Kirkwall Airport'
 'Tiree Airport']",qampari_32k,test,Final Answer: ,0.0," ['Islay Airport', 'Barra Airport', 'Benbecula Airport', 'Kirkwall Airport', 'Balea Airport']",7158.693888,7.158693888,48548.0,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is operated by Highlands and Islands Airports?
",7.158693888,256,147.456
"['estradiol benzoate/estradiol valerate/hydroxyprogesterone caproate'
 'estradiol benzoate/hydroxyprogesterone caproate'
 'estradiol cypionate/hydroxyprogesterone caproate'
 'estradiol dipropionate/hydroxyprogesterone caproate'
 'estradiol valerate/hydroxyprogesterone caproate']",qampari_32k,test,Final Answer: ,0.0," ['Estradiol valerate', 'Estradiol benzoate', 'Estradiol dipropionate', 'Estradiol cypionate']",7158.693888,7.158693888,48548.0,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What are the chemical substances in hydroxyprogesterone caproate?
",7.158693888,256,147.456
"['David Hawley' 'Dudley Saltonstall' 'John Burroughs Hopkins'
 'John Paul Jones' 'Richard Wickes']",qampari_32k,test,Final Answer: ,0.0," ['David Hawley', 'John Paul Jones', 'Maceo Anderson', 'Richard Aitson', 'John Burroughs']",7158.693888,7.158693888,48548.0,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who was a member of the Continental Navy?
",7.158693888,256,147.456
"['Another Round at the Spaceport Bar' ""Cthulhu's Reign""
 'Tales from the Spaceport Bar' 'That is Not Dead'
 'The Secret History of Vampires']",qampari_32k,test,Final Answer: ,0.0," ['Cthulhu's Reign', 'That Is Not Dead', 'The Secret History of Vampires', 'Tales from the Spaceport Bar', 'Another Round at the Spaceport Bar']",7158.693888,7.158693888,48548.0,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What anthology did Darrell Schweitzer edit?
",7.158693888,256,147.456
"['Ann-Sophie Qvarnström' 'Antonio Sancho de Benevento' 'Henry Petzal'
 'Louisa Courtauld' 'Tommy Singer']",qampari_32k,test,Final Answer: ,0.0," ['Henry Petzal', 'Louisa Courtauld', 'Marc Silvestri', 'Michael Mmoh', 'Sam Liu', 'Teri Greeves', 'Tommy Singer', 'William Petzal', 'William Pether', 'William Wynne Ryland']",7158.693888,7.158693888,48548.0,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who is employed in the silversmith industry?
",7.158693888,256,147.456
"['1939 Taça de Portugal Final' '1951 Taça de Portugal Final'
 '1967 Taça de Portugal Final' '2012 Supertaça Cândido de Oliveira'
 '2012 Taça de Portugal Final']",qampari_32k,test,Final Answer: ,0.0, ['1939 Taça de Portugal Final'],7158.693888,7.158693888,48548.0,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which competition final did the Associação Académica de Coimbra – O.A.F make?
",7.158693888,256,147.456
