question,answers,retained_kv_memory_mb,uncompressed_kv_memory_gb,task,retained_context_tokens,compression_ratio,split,answer_prefix,max_new_tokens,retained_kv_memory_gb,uncompressed_kv_memory_mb,context_tokens,predicted_answer,kv_memory_per_token_kb
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: French novels from 1913 or 1922, or that are mysteries
","['Le Grand Meaulnes' 'The Mysteries of Paris'
 'The Mystery of the Yellow Room']",17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['The Scarlet Letter', 'The History of Sir Charles Grandison', 'The Bewitched', 'The Violent Bear It Away', 'The God that Failed', 'The Mystery of the Yellow Room', 'The Violent Bear It Away', 'The God that Failed', 'The History of Sir Charles Grandison', 'The Bewitched', 'The Scarlet Letter']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Films set in 1831 or 1809
",['Casta Diva (1935 film)' 'The Fire Devil' 'Under Capricorn'],17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['The Last Winter', 'The Two Who Stole the Moon', 'The History of Sir Charles Grandison', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Andrew Jackson films or films about the War or 1812
","['First Invasion: The War of 1812' 'Last of the Buccaneers'
 'Mohawk (2017 film)']",17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['The War of 1812', 'Andrew Jackson', 'The Veteran', 'The King and the Clown', 'The Jackals', 'The Veteran (2011 film)']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Films about sportspeople set in 1972
",['Going Vertical' 'Prefontaine (film)'],17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['The 1972 Munich Olympics', 'District 9', 'The Veteran (2011 film)']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Dan Simmons novels
",['Ilium (novel)' 'Summer of Night' 'The Fall of Hyperion (novel)'],17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['The Fall of Hyperion', 'Summer of Night', 'The Violent Bear It Away', 'The Secret Man', 'The Two Captains', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1936 Alternate history novels and books based in Asia
",['We the Living'],17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['The Two Captains', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Films about sisters shot in Paris.
",['Le Divorce' 'Peppermint Soda' 'Two English Girls'],17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['The Village of No Return', 'The Two Captains', 'The Midnight Zoo']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Non American independent films that are from 1994
",['Aftermath (1994 film)' 'Amoklauf' 'Aya: Imagined Autobiography'],17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['The Copper', 'The Violent Bear It Away', 'The Two Captains', 'The Violent Bear It Away', 'The Two Captains', 'The Violent Bear It Away', 'The Two Captains', 'The Violent Bear It Away', 'The Two Captains', 'The Violent Bear It Away', 'The Two Captains', 'The Violent Bear It Away', 'The Two Captains', 'The Violent Bear It Away', 'The Two Capt",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Books about social psychology set in the Middle Ages that are Hachette Book Group books
",['Circe (novel)' 'Julian (novel)'],17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['The Violent Bear It Away', 'The Violent Bear It Away (film)']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: children's books set in subterranea(such as the Chronicles of Narnia) or Isekai novels and light novels
","[""Alice's Adventures in Wonderland"" 'Prince Caspian'
 ""The Magician's Nephew""]",17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['The Magician's Nephew', 'The Chronicles of Narnia', 'Demi-Gods and Semi-Devils', 'The Secret History of the Narnia Chronicles', 'The Adventures of Peregrine Pickle', 'The Adventures of Jinbao', 'The Secret of the Sword', 'The Secret of the Sword', 'The Secret of the Sword', 'The Secret of the Sword', 'The Secret of the Sword', 'The Secret of the Sword', 'The",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Films set in the year 2073
",['A.P.E.X.'],17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['A.P.E.X.', 'Resident Evil: Vendetta']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Stop-motion animated paranormal musical comedy films
",['Babes in Toyland (1934 film)' 'Mad Monster Party?'],17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['Babes in Toyland', 'The Adventures of Jinbao', 'The Jungle Bunch', 'The Midnight Zoo', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Australian novels made into tv shows, or 1911 debut novels, or novels by Joan Lindsay.
",['Come in Spinner' 'The Thorn Birds' 'Zuleika Dobson'],17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['The Thorn Birds', 'The Secret Man', 'The Violent Bear It Away']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: French novels made in 1905.
",['The Lighthouse at the End of the World'],17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['The Marble Faun', 'The Violent Bear It Away', 'The Violent Bear It Away']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 2004 films that are set in 1974
","['Anchorman: The Legend of Ron Burgundy'
 'The Assassination of Richard Nixon']",17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['The Killing Joke', 'The History of Sir Charles Grandison', 'The Village of No Return', 'The Abandoned', 'The Final Nexus', 'The History of Sir Charles Grandison', 'The History of Sir Charles Grandison', 'The History of Sir Charles Grandison', 'The History of Sir Charles Grandison', 'The History of Sir Charles Grandison', 'The History of Sir Charles Grandison', 'The History of Sir Charles Grandison', 'The History of Sir",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: sci-fi films from 2008
","['CJ7' ""God's Puzzle (film)"" 'Stargate: The Ark of Truth']",17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['Resident Evil: Vendetta', 'The League of Extraordinary Gentlemen', 'CJ7', 'The Adventures of Peregrine Pickle', 'The Violent Bear It Away', 'The God that Failed', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Bulgarian animated films or Polish or Belgian animated fantasy films
",['Demoni (2012 film)' 'Dragon Rider (film)' 'Felix the Cat: The Movie'],17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['The Abandoned', 'Babes in Toyland', 'Batman & Robin', 'The Two Captains', 'The Violent Bear It Away', 'The Village of No Return', 'The Wandering Hill', 'The Witch of the West']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Novels adapted into radio programs that are set during WWI
",['All Quiet on the Western Front'],17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['The Lives of Animals', 'The Scarlet Letter', 'The Two Captains', 'The Violent Bear It Away']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Horror drama films from the 2000s or Karel Jaromír Erben films
",['Little Otik' 'Nails (2003 film)' 'Princess Goldilocks'],17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['The Abandoned', 'The Adventures of Peregrine Pickle', 'The Horror of the Wolf', 'The Wandering Hill', 'The Wandering Hill', 'The Wandering Hill', 'The Wandering Hill', 'The Wandering Hill', 'The Wandering Hill', 'The Wandering Hill', 'The Wandering Hill', 'The Wandering Hill', 'The Wandering Hill', 'The Wandering Hill', 'The Wandering Hill', 'The Wandering Hill',",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 2023 action comedy, 2020s superhero comedy, or Guardians of the Galaxy films
","['Flora & Ulysses (film)' 'Guardians of the Galaxy Vol. 3'
 'Spider-Man: Across the Spider-Verse']",17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['Guardians of the Galaxy Vol. 3', 'Spider-Man: Across the Spider-Verse', 'The Adventures of Peregrine Pickle', 'The Jungle Bunch', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Bengali written Indian historical novels
",['Anandamath' 'Durgeshnandini' 'Those Days (novel)'],17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['Durgeshnandini', 'Anandamath', 'The Lives of Animals', 'To Live', 'The Scarlet Letter', 'The History of Sir Charles Grandison']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1970s television films set in Palestine about terrorism
",['Victory at Entebbe'],17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0, ['The Assassination of Richard Nixon'],147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1990s American buddy action, but not comedy, films
",['Die Hard with a Vengeance' 'Fled' 'Point Break'],17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['Batman & Robin', 'The Two Who Stole the Moon', 'Self Defense', 'The Last Winter', 'The Killing Joke', 'The Final Nexus', 'The Adventures of Peregrine Pickle', 'The Abandoned', 'The Peacekeepers', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: fictional WWII novels about antisemitisim.
",['The Boys from Brazil (novel)' 'The Portage to San Cristobal of A.H.'],17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['The God that Failed', 'The Lives of Animals', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away',",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: English books published by Farrar Straus and Giroux
",['Hild (novel)'],17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['The Scarlet Letter', 'The Making of the Representative for Planet 8', 'The Gate to Women's Country', 'The Violent Bear It Away', 'The Lives of Animals', 'The History of Sir Charles Grandison', 'The Drowning Girl', 'The Violent Bear It Away', 'The Lives of Animals', 'The History of Sir Charles Grandison', 'The Drowning Girl']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Films shot in Europe that are Austrian drama films and English language French films.
",['Taking Sides (film)'],17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['Babes in Toyland', 'Bubba Ho-Tep', 'The Village of No Return', 'The Violent Bear It Away', 'The Wandering Hill', 'The Young Magician']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 2013 novels about multiple time paths
",['Life After Life (novel)' 'To Be or Not to Be (book)'],17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['The History of Sir Charles Grandison', 'The Killing Joke', 'Life After Life', 'The Two Captains', 'The Violent Bear It Away', 'The Wandering Hill', 'The Year of the Flood']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Novels set in Russia and the Arctic about war and conflict
",['The Samovar Girl' 'The Two Captains'],17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['The Killing Joke', 'The Last Winter', 'The Secret Man', 'The Veteran (2011 film)', 'The Violent Bear It Away']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: English-language novels that are 1985 speculative fiction but not American 1985 novels
",['Illywhacker' 'Star Healer' 'The Hounds of the Morrigan'],17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['The Making of the Representative for Planet 8', 'The Violent Bear It Away', 'The Wandering Hill']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Historical Chinese martial arts films about terrorism
","[""A Queen's Ransom""]",17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['The Village of No Return', 'The Invincible Constable', 'The Adventures of Jinbao']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Iranian and Asian short films from 2010's
",['Game Over (2013 film)' 'The Poot' 'Two & Two (2011 film)'],17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['The Midnight Zoo', 'The Violent Bear It Away', 'The Drowning Girl', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', '",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1968 art novels
",['It Happened in Boston?' 'The Public Image'],17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['The Scarlet Letter', 'The History of Sir Charles Grandison', 'The Adventures of Peregrine Pickle', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: books about socialism and the french revolution
",['To the Finland Station'],17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['The Gate to Women's Country', 'The Lives of Animals', 'The Thorn Birds', 'To Be or Not to Be (book)']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: American Science fiction children's comedy films set in castles.
",['Hotel Transylvania (film)'],17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['The Adventures of Peregrine Pickle', 'The Magician\'s Nephew', 'The Violent Bear It Away']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: History books about Malaysia or the Qing dynasty or about South Korea
","['Chronicle of Malaysia' 'Korea: A Walk Through the Land of Miracles'
 'Treason by the Book']",17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['The Legend of Johnny Lingo', 'The Making of the Representative for Planet 8', 'The Portage to San Cristobal of A.H.', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Supernatural western horror films from the 1990's
","[""From Dusk Till Dawn 3: The Hangman's Daughter"" 'Grim Prairie Tales'
 'Mad at the Moon']",17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['The Last Winter', 'Grim Prairie Tales', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', '",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Non History Books about communism
","['Red Diapers: Growing Up in the Communist Left'
 'Ten Days That Shook the World' 'The God that Failed']",17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['The God that Failed', 'Red Dawn', 'The Veteran', 'The Last Winter', 'The Making of the Representative for Planet 8', 'The Violent Bear It Away', 'The Public Image', 'The History of Sir Charles Grandison', 'The League of Extraordinary Gentlemen', 'The Communist's Daughter', 'The Violent Bear It Away', 'The Veteran', 'The Making of the Representative for Planet 8', 'The Last Winter', 'The History of Sir",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Chinese novels adapted into plays or Yu Hua novels
",['Brothers (Yu novel)' 'Chronicle of a Blood Merchant' 'To Live (novel)'],17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['The Scarlet Letter', 'Life After Life', 'To Live', 'The Lives of Animals', 'The Adventures of Peregrine Pickle', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1534 books or 1553 books
",['Ferrara Bible' 'Observations (Belon book)' 'Scepter of Judah'],17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['The History of Sir Charles Grandison', 'The Magician's Nephew', 'The Scarlet Letter', 'The Secret Man', 'The Formula', 'The History of Sir Charles Grandison', 'The Magician's Nephew', 'The Scarlet Letter', 'The Secret Man', 'The Formula']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what are some Emirati multilingual or Pakistani animated films
","['3 Bahadur: The Revenge of Baba Balaam' 'Aerials (film)'
 'The Glassworker']",17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['Aerials', 'Demi-Gods and Semi-Devils', 'The Jungle Bunch', 'The Violent Bear It Away', 'The Veteran', 'The God that Failed', 'The Lives of Animals', 'The Violent Bear It Away', 'The Veteran', 'The God that Failed', 'The Lives of Animals']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: novels written by by Louise Welsh
",['Tamburlaine Must Die' 'The Girl on the Stairs'],17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['The Girl on the Stairs', 'The Bullet Trick', 'The Cutting Room', 'Tamburlaine Must Die', 'The Violent Bear It Away', 'The Two Captains', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: WWII films that are Swiss
",['The Last Chance (1945 film)' 'The Sun (film)'],17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0, ['The Last Chance (1945 film)'],147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1898 English-language books that are also about adventure
",['In the Sargasso Sea' 'Rupert of Hentzau'],17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['The Scarlet Letter', 'The Adventures of Peregrine Pickle', 'The Secret Man', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away',",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Dutch coming-of-age or Dutch erotic or erotic thriller films
",['Jongens'],17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['The Dutch Coming-of-Age Film', 'The Dutch Erotic Film', 'The Dutch Erotic Thriller Film']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Non-supernatural fantasy films about televised people
",['Being John Malkovich' 'Bubba Ho-Tep' 'Millennium Actress'],17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['The Adventures of Peregrine Pickle', 'The Invincible Constable', 'The Village of No Return']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1988 fiction environmental books
","[""The Gate to Women's Country"" 'Zodiac (novel)']",17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['The History of Sir Charles Grandison', 'The Two Who Stole the Moon', 'The Final Nexus', 'The Adventures of Peregrine Pickle', 'The History of Sir Charles Grandison', 'The History of Sir Charles Grandison', 'The History of Sir Charles Grandison', 'The History of Sir Charles Grandison', 'The History of Sir Charles Grandison', 'The History of Sir Charles Grandison', 'The History of Sir Charles Grandison', 'The History of",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what are  some Bulgarian animated, or Polish children's films
","['Demoni (2012 film)' 'The Two Who Stole the Moon'
 'The Young Magician (film)']",17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['Demoni', 'The Adventures of Peregrine Pickle', 'The Village of No Return', 'The Two Captains', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', '",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1850s social psychology books
",['Madame Bovary' 'The Scarlet Letter'],17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['The Scarlet Letter', 'The Wandering Hill', 'The Violent Bear It Away']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: German spy comedy films, or 2000s comedy-drama mystery films.
",['Hotel Clausewitz' 'Scorpions and Miniskirts' 'Tunis Top Secret'],17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['The Violent Bear It Away', 'The Two Captains', 'The Village of No Return', 'The God that Failed', 'The Violent Bear It Away', 'The Two Captains', 'The Village of No Return', 'The God that Failed']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: American LGBT novels set in New England and that are also Speculative fiction novels
",['The Drowning Girl'],17396.416512,17.396416512,quest_128k,117977.0,0.0,test,Final Answer: ,256,17.396416512,17396.416512,117977.0," ['The Scarlet Letter', 'The History of Sir Charles Grandison', 'The Wandering Hill']",147.456
