split,context_tokens,question,uncompressed_kv_memory_gb,task,compression_ratio,kv_memory_per_token_kb,max_new_tokens,answers,retained_context_tokens,uncompressed_kv_memory_mb,retained_kv_memory_gb,predicted_answer,retained_kv_memory_mb,answer_prefix
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Maggie May is a musical based on a folk song about a prostitute who robbed whom?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['sailor'],121232.0,17876.385792,17.876385792," ['a prostitute who robbed a ""homeward bounder""']",17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Kim English was selected by the Pistons during the draft held at what location?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Prudential Center'],121232.0,17876.385792,17.876385792," ['Prudential Center in Newark, New Jersey']",17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Where does the descendant of the Red Setter originate?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Scotland'],121232.0,17876.385792,17.876385792, ['the Ho-Chunk (or Winnebago) tribe'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Was American Scientist or Dwell published first?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['American Scientist'],121232.0,17876.385792,17.876385792, ['American Scientist'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What was the former name of the company which operates Hunterston Terminal?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Peel Holdings'],121232.0,17876.385792,17.876385792, ['The Peel Group'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Millennium Greens were funded in part by a what type of lottery?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['state-franchised'],121232.0,17876.385792,17.876385792, ['National Lottery'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Are both Don Giovanni and Cardillac operas with three acts?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['no'],121232.0,17876.385792,17.876385792, ['No'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the animated series Kent Scott wrote end after beginning in September of 2002 on ""Nick on CBS""?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['November'],121232.0,17876.385792,17.876385792, ['September 2002'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: The figure skater who was coached to Olympic, World, and national titles by Richard Callaghan was born in what year?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['1982'],121232.0,17876.385792,17.876385792,1982,17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who starred in The Bronze and also showed up on the CBS sitcom ""The Big Bang Theory""?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Melissa Rauch'],121232.0,17876.385792,17.876385792, ['Melissa Rauch'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Are Mick Jagger and Brett Scallions both musicians?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['yes'],121232.0,17876.385792,17.876385792, ['Yes'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What NHL team drafted Kaspars Astasenko in 1999 and won the Stanley Cup in 2003-04?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Tampa Bay Lightning'],121232.0,17876.385792,17.876385792, ['Tampa Bay Lightning'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the author of ""Computing Machinery and Intelligence"" die?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['1954'],121232.0,17876.385792,17.876385792,1954,17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What cartel drug lord with the reputation as ""The King of Cocaine"" partnered with Jack Carlton Reed to provide drugs to the United States in the 20th century?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Pablo Escobar'],121232.0,17876.385792,17.876385792, ['Pablo Escobar'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Charles Coughlin was a controversial Canadian-American Roman Catholic who also started what rumor?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Boston Herald'],121232.0,17876.385792,17.876385792, ['Boston Herald Rumor Clinic'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What English-American actor known for his role in ""Raiders of the Lost Ark"" starred in The Lodger?
",17.876385792,hotpotqa_128k,0.0,147.456,256,"['Alfredo ""Alfred"" Molina']",121232.0,17876.385792,17.876385792, ['Alfred Molina'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What film directed by David Greene did Merrell Jackson play an apostle in?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Godspell'],121232.0,17876.385792,17.876385792, ['The Blood of a Poet'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: In the Glee episode ""Bad Reputation,"" Sue Sylvester dances to this song, by a four-time Grammy winner and star of musical film ""Grease.""
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Physical'],121232.0,17876.385792,17.876385792, ['Physical'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What film, based on the book “Boston Strong”, featured the actress Alex McKenna?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Patriots Day'],121232.0,17876.385792,17.876385792, ['The Vanishing'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What apartment complex originally constructed in 1927 is included in Manhattan Community Board 6?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Tudor City'],121232.0,17876.385792,17.876385792, ['Tudor City'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What are The Ready Set and Cell?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['band'],121232.0,17876.385792,17.876385792," ['indie rock band', 'New Zealand punk rock band']",17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: The 43d Air Mobility Operations Group is stationed at which largest military installation?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Fort Bragg'],121232.0,17876.385792,17.876385792, ['Fort Bragg'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Ivan Simson was under the command of the officer who was most noted for a defeat at what WWII battle?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Battle of Singapore'],121232.0,17876.385792,17.876385792, ['Battle of Singapore'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Are Ian Brown and Dee Snider both actors?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['no'],121232.0,17876.385792,17.876385792," ['No', 'No']",17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What Cason, CA soccer team features the son of Roy Lassiter?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['LA Galaxy'],121232.0,17876.385792,17.876385792, ['Oakleigh Cannons FC'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Where did this dish emerge in the late 1950s that is a long-standing tradition in New Jersey?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Centre-du-Québec'],121232.0,17876.385792,17.876385792, ['New Jersey'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Red Mountain is a film that centers on an attempt by a group of what group of Civil War rangers?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['pro-Confederate'],121232.0,17876.385792,17.876385792, ['Quantrill's Raiders'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which opera has more acts, Louise or Le roi malgré lui?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Louise'],121232.0,17876.385792,17.876385792, ['Le roi malgré lui'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: ""JK Wedding Entrance Dance"" is a viral video that uses a song by a rapper whose first album was certified what?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['double platinum'],121232.0,17876.385792,17.876385792, ['double platinum'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What chef is the owner of a Japanese restaurant in the Tribeca neighborhood and also owns two Bar Masas in New York and Nevada?
",17.876385792,hotpotqa_128k,0.0,147.456,256,"['Masayoshi ""Masa"" Takayama']",121232.0,17876.385792,17.876385792, ['Masa Takayama'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When was the club formed, for which Adam  Johnson played as well as Middlesbrough and Watford ?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['1919'],121232.0,17876.385792,17.876385792, ['1999'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who co-wrote Taylor Swift's song that had its music video premiere during the pre-show of the 2015 MTV Video Music Awards?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['Max Martin and Shellback'],121232.0,17876.385792,17.876385792, ['Sampha'],17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What other notable role did the star actor from Jeremy perform?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['the voice of The Beast'],121232.0,17876.385792,17.876385792," ['playing the role of JD in Edgar Wright's film ""Baby Driver""']",17876.385792,Final Answer: 
test,121232.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Isabella Kelly was born at a ruined castle characterized as one of the most isolated fortifications in Britain by who?
",17.876385792,hotpotqa_128k,0.0,147.456,256,['The Changing Scottish Landscape'],121232.0,17876.385792,17.876385792, ['The Changing Scottish Landscape'],17876.385792,Final Answer: 
