split,task,retained_context_tokens,predicted_answer,context_tokens,answers,retained_kv_memory_mb,answer_prefix,question,max_new_tokens,compression_ratio,uncompressed_kv_memory_gb,retained_kv_memory_gb,uncompressed_kv_memory_mb,kv_memory_per_token_kb
test,hotpotqa_32k,49679.0, ['a sailor coming home from a round trip'],49679.0,['sailor'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Maggie May is a musical based on a folk song about a prostitute who robbed whom?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0," ['Prudential Center in Newark, New Jersey']",49679.0,['Prudential Center'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Kim English was selected by the Pistons during the draft held at what location?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['Scotland'],49679.0,['Scotland'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Where does the descendant of the Red Setter originate?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['American Scientist'],49679.0,['American Scientist'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Was American Scientist or Dwell published first?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['The Peel Group'],49679.0,['Peel Holdings'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What was the former name of the company which operates Hunterston Terminal?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['National Lottery'],49679.0,['state-franchised'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Millennium Greens were funded in part by a what type of lottery?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0," ['Don Giovanni is an opera with two acts', 'Cardillac is an opera with three acts']",49679.0,['no'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Are both Don Giovanni and Cardillac operas with three acts?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['September 2002'],49679.0,['November'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the animated series Kent Scott wrote end after beginning in September of 2002 on ""Nick on CBS""?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['1982'],49679.0,['1982'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: The figure skater who was coached to Olympic, World, and national titles by Richard Callaghan was born in what year?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['Rajesh Rao'],49679.0,['Melissa Rauch'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who starred in The Bronze and also showed up on the CBS sitcom ""The Big Bang Theory""?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['Yes'],49679.0,['yes'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Are Mick Jagger and Brett Scallions both musicians?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['Tampa Bay Lightning'],49679.0,['Tampa Bay Lightning'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What NHL team drafted Kaspars Astasenko in 1999 and won the Stanley Cup in 2003-04?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['7 June 1954'],49679.0,['1954'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the author of ""Computing Machinery and Intelligence"" die?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['Pablo Escobar'],49679.0,['Pablo Escobar'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What cartel drug lord with the reputation as ""The King of Cocaine"" partnered with Jack Carlton Reed to provide drugs to the United States in the 20th century?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['Boston City Reporter'],49679.0,['Boston Herald'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Charles Coughlin was a controversial Canadian-American Roman Catholic who also started what rumor?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['Alfred Molina'],49679.0,"['Alfredo ""Alfred"" Molina']",7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What English-American actor known for his role in ""Raiders of the Lost Ark"" starred in The Lodger?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['Godspell (film)'],49679.0,['Godspell'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What film directed by David Greene did Merrell Jackson play an apostle in?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0," ['""Physical"" by Olivia Newton-John']",49679.0,['Physical'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: In the Glee episode ""Bad Reputation,"" Sue Sylvester dances to this song, by a four-time Grammy winner and star of musical film ""Grease.""
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['The 2015 MTV Video Music Awards'],49679.0,['Patriots Day'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What film, based on the book “Boston Strong”, featured the actress Alex McKenna?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['Tudor City'],49679.0,['Tudor City'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What apartment complex originally constructed in 1927 is included in Manhattan Community Board 6?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0," ['The Ready Set is an American singer-songwriter from Fort Wayne, Indiana, and Cell is a New York-based band often tagged with the label of Grunge']",49679.0,['band'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What are The Ready Set and Cell?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['Fort Bragg'],49679.0,['Fort Bragg'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: The 43d Air Mobility Operations Group is stationed at which largest military installation?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['Battle of Singapore'],49679.0,['Battle of Singapore'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Ivan Simson was under the command of the officer who was most noted for a defeat at what WWII battle?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0," ['No', 'No']",49679.0,['no'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Are Ian Brown and Dee Snider both actors?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['Preston North End F.C.'],49679.0,['LA Galaxy'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What Cason, CA soccer team features the son of Roy Lassiter?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['Poutine'],49679.0,['Centre-du-Québec'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Where did this dish emerge in the late 1950s that is a long-standing tradition in New Jersey?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['Quantrill's Raiders'],49679.0,['pro-Confederate'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Red Mountain is a film that centers on an attempt by a group of what group of Civil War rangers?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['Le roi malgré lui'],49679.0,['Louise'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which opera has more acts, Louise or Le roi malgré lui?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['double platinum'],49679.0,['double platinum'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: ""JK Wedding Entrance Dance"" is a viral video that uses a song by a rapper whose first album was certified what?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['Masa Takayama'],49679.0,"['Masayoshi ""Masa"" Takayama']",7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What chef is the owner of a Japanese restaurant in the Tribeca neighborhood and also owns two Bar Masas in New York and Nevada?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['1994'],49679.0,['1919'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When was the club formed, for which Adam  Johnson played as well as Middlesbrough and Watford ?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0," ['Max Martin', 'Shellback']",49679.0,['Max Martin and Shellback'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who co-wrote Taylor Swift's song that had its music video premiere during the pre-show of the 2015 MTV Video Music Awards?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['John F. Kennedy'],49679.0,['the voice of The Beast'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What other notable role did the star actor from Jeremy perform?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
test,hotpotqa_32k,49679.0, ['Brigadier Ivan Simson OBE'],49679.0,['The Changing Scottish Landscape'],7325.466624,Final Answer: ,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Isabella Kelly was born at a ruined castle characterized as one of the most isolated fortifications in Britain by who?
",256,0.0,7.325466624,7.325466624,7325.466624,147.456
