uncompressed_kv_memory_gb,memory_budget_unit,uncompressed_kv_memory_mb,retained_kv_memory_gb,predicted_answer,compression_ratio,task,split,context_tokens,max_new_tokens,answer_prefix,retained_kv_memory_mb,question,memory_budget,kv_memory_per_token_kb,answers,token_budget,retained_context_tokens
17.723031552,MB,17723.031552,0.511967232,"1. **Title**: ""The Society of Artists""  
   **ID**: 1  
   **Answer**: The Society of Artists has the person named ""John Dox"" as a member.",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: The Society of Artists has which person as a member?
",512.0,147.456,"['Edward Kennion' 'Eleanor Coade' 'Theodora Cowan' 'William Pether'
 'William Wynne Ryland']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** ""The Tulu Language and Its Role in Indian Cinema"" **ID:** 1  
2. **Title:** ""The Role of Regional Languages in Indian Cinema"" **ID:** 2  
3. **Title:** ""The Impact of Tulu Language Films on South Indian Cinema"" **ID:** 3  
4. **Title:** ""The History of Tulu Language Cinema"" **ID:** 4  
5. **Title:** ""The Development of Tulu Language",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which movie originally had dialogue spoken in Tulu?
",512.0,147.456,['Nirel' 'Oriyardori Asal' 'Rang' 'Sompa' 'Suddha'],3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** ""Conor Oberst and the Omaha-based band The Mystic""  
   **ID:** 101  
   **Answer:** Conor Oberst is part of the musical group The Mystic.

2. **Title:** ""Conor Oberst and the Mystic""  
   **ID:** 102  
   **Answer:** Conor Oberst is part of the musical group The Mystic.",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Conor Oberst is part of what musical group?
",512.0,147.456,"['Bright Eyes' 'Conor Oberst and the Mystic Valley Band' 'Desaparecidos'
 'Monsters of Folk' 'Park Ave.']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title**: Al-Nassr's Participation in Contests  
   **ID**: 2  
   2. **Title**: Al-Nassr's Participation in Contests  
   **ID**: 3  
   3. **Title**: Al-Nassr's Participation in Contests  
   **ID**: 4  
   4. **Title**: Al-Nassr's Participation in Contests  
   **ID**: 5  
   5. **Title",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which contests did Al-Nassr take part in?
",512.0,147.456,"['1998 Asian Super Cup' '2015 King Cup Final' '2015 Saudi Super Cup'
 '2016 King Cup Final' '2017–18 Saudi Professional League']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title**: Baojun (Chinese: 宝骏)  
   **ID**: 1  
   **Answer**: Baojun produces the Chevrolet Spark.  

2. **Title**: Baojun (Chinese: 宝骏)  
   **ID**: 2  
   **Answer**: Baojun produces the Chevrolet Spark.  

**List of Answers**:  
- Baojun produces the Chevrolet Spark.",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What car does the brand Baojun produce?
",512.0,147.456,['Baojun 510' 'Baojun 530' 'Baojun 630' 'Baojun 730' 'Baojun E300'],3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** ""The 1990s: A Decade of Change and Growth""  
   **ID:** 2  
   **Answer:** The person who was in charge of Burton Albion F.C. is not explicitly mentioned in the provided documents. However, based on the context, it seems that the club was managed by someone who was also involved in other roles, such as a former player or a manager in the Football League.

2. **Title:** ""The",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What person was in charge of Burton Albion F.C.?
",512.0,147.456,['Bobby Hope' 'Harold Bodle' 'John Barton' 'Kevin Poole' 'Mick Walker'],3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** ""The 1920s: A New Era of Architecture""  
   **ID:** 1  
   **Answer:** Raymond Hood designed the **Radio City Music Hall**.  

2. **Title:** ""Architectural Innovations in the 1920s""  
   **ID:** 2  
   **Answer:** Raymond Hood designed the **Radio City Music Hall**.  

3. **Title:** ""The Influence of Art Deco",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which architectural structure did Raymond Hood design?
",512.0,147.456,"['330 West 42nd Street' 'Ideal House' 'Ocean Forest Hotel'
 'Rockefeller Center' 'Scranton Cultural Center']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** ""The 2006 World Cup and the 2007 World Championship""  
   **ID:** 1  
   **Answer:** Arthur Saint-Léon choreographed the ""La Valse"" ballet.

2. **Title:** ""The 2006 World Cup and the 2007 World Championship""  
   **ID:** 1  
   **Answer:** Arthur Saint-Léon choreographed the ""La Valse""",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Arthur Saint-Léon choreographed what kind of dance?
",512.0,147.456,"['Coppélia' 'La Vivandière or Markitenka' 'La source' 'Pâquerette'
 'The Little Humpbacked Horse']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232," The native language of Tibet is **Tibetan**.

**Used Documents:**
- **TITLE**: ""Tibetan language""
- **ID**: 1234567890",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which language is native to Tibet?
",512.0,147.456,['Amdo Tibetan' 'Central Tibetan' 'Khams Tibetan' 'Ladakhi' 'Tibetan'],3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232," [""The Great Escape"", ""TV-AM-001""]",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What TV show was originally on TV-AM?
",512.0,147.456,"['Good Morning Britain' ""Hey, Hey, It's Saturday!"" 'The Shoe People'
 'Wacaday' 'Wide Awake Club']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title**: AngloGold Ashanti owns the **Kabwe** mine.  
   **ID**: 1

2. **Title**: AngloGold Ashanti owns the **Kabwe** mine.  
   **ID**: 2

**Answer List:**
- AngloGold Ashanti owns the Kabwe mine. (ID: 1)
- AngloGold Ashanti owns the Kabwe mine. (ID: 2)",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which facility does AngloGold Ashanti own?
",512.0,147.456,"['Geita Gold Mine' 'Sadiola Gold Mine' 'Sunrise Dam Gold Mine'
 'TauTona Mine' 'Yatela Mine']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232," 1. **Title**: ""Giovanola""  
   **ID**: 1  
   **Answer**: Giovanola produced the ""Giovanola"" series, which includes the ""Giovanola"" short film and other related works.",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What items did Giovanola produce?
",512.0,147.456,['Auguste Piccard' 'Ben Franklin' 'F.-A. Forel' 'Goliath' 'Titan'],3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title**: Black Sabbath - Wikipedia  
   **ID**: 1  
   **Answer**: Black Sabbath had Tony Iommi, Geezer Butler, Bill Ward, and Ozzy Osbourne as members.

2. **Title**: Black Sabbath - Wikipedia  
   **ID**: 1  
   **Answer**: Black Sabbath had Tony Iommi, Geezer Butler, Bill Ward, and Ozzy Osbourne as members.",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Black Sabbath had who as a member?
",512.0,147.456,"['Adam Wakeman' 'Geoff Nicholls' 'Neil Murray' 'Tony Martin'
 'Vinny Appice']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232," ['The Great Escape (film)', '1979-0001']",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: James Clavell was screenwriter for what movie?
",512.0,147.456,"['633 Squadron' 'The Great Escape' 'The Satan Bug' 'To Sir, with Love'
 'Walk Like a Dragon']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** ""Joey Cape is a member of the group 'The Gooners'.""  
   **ID:** 1027397849

2. **Title:** ""Joey Cape is part of what musical group?""  
   **ID:** 1027397850

**Answer List:**
- Joey Cape is part of the musical group ""The Gooners"".",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Joey Cape is part of what musical group?
",512.0,147.456,"['Bad Astronaut' ""Joey Cape's Bad Loud"" 'Lagwagon'
 'Me First and the Gimme Gimmes' 'The Playing Favorites']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** Kanawha River  
   **ID:** 1  
   **Answer:** The Kanawha River is located in the state of West Virginia, and the geographic entity next to it is the city of Charleston.

2. **Title:** Kanawha River  
   **ID:** 2  
   **Answer:** The Kanawha River flows through the state of West Virginia, and the geographic entity next to it includes the city of Charleston and the surrounding valleys.

**",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What geographic entity is next to Kanawha River?
",512.0,147.456,"['Blaine Island' 'Magic Island' 'Scotts Island' 'Tyler Island'
 'Wilson Island (West Virginia)']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** ""Who was the coach of Boston United FC?""  
   **ID:** 1  
   **Answer:** The coach of Boston United FC was not explicitly mentioned in the provided documents. However, it is noted that ""The Boston United"" was a team that was part of the Football League and had a connection to the ""Fay"" story, which might refer to a coach or manager. Without more specific information, the exact name of the coach is not clear from the",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who was the coach of Boston United FC?
",512.0,147.456,"['Arthur Mann' 'George Kerr' 'Jimmy Cringan' ""Ray O'Brien"" 'Rob Scott']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232," (No documents were used to answer this query.)

**Title:** No document found  
**ID:** N/A  

**Answer:**  
There is no document provided that directly answers the query about who is within the Missouri State Guard.",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who is within the Missouri State Guard?
",512.0,147.456,"['Colton Greene' 'David Rice Atchison' 'Frank James' 'M. Jeff Thompson'
 'Sterling Price']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** ""The Story of the Three Little Pigs"" **ID:** 1  
2. **Title:** ""The Tale of Peter Rabbit"" **ID:** 2  
3. **Title:** ""The Tale of the Three Little Pigs"" **ID:** 3  
4. **Title:** ""The Tale of Peter Rabbit"" **ID:** 4  
5. **Title:** ""The Tale of the Three Little Pigs"" **ID:** 5  

**",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What piece of literature featured illustrations by Lee Brown Coye?
",512.0,147.456,"['Death Stalks the Night' 'Sleep No More' 'Three Tales of Horror'
 'Who Knocks?' 'Worse Things Waiting']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** ""The Best Horror of the Year""  
   **ID:** 176  
   **Answer:** Terri Windling edited the work ""The Best Horror of the Year"".  

2. **Title:** ""The Best Horror of the Year""  
   **ID:** 176  
   **Answer:** The work ""The Best Horror of the Year"" was edited by Terri Windling.",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which work of literature did Terri Windling edit?
",512.0,147.456,"['Black Thorn, White Rose' 'Ruby Slippers, Golden Tears'
 'Salon Fantastique' 'Snow White, Blood Red'
 ""Year's Best Fantasy and Horror""]",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title**: What is Ontario's native language ?  
   **ID**: 1  
   **Answer**: Ontario's native language is English.",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is Ontario's native language ?
",512.0,147.456,['Central Ojibwa' 'Eastern Ojibwa' 'Mohawk' 'Northwestern Ojibwa' 'Oneida'],3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title**: ""The Florida State Road 87 (SR 87) – A Historical Perspective""  
   **ID**: 1  
   **Answer**: The Miami-Dade Expressway Authority keeps the structures of the Florida State Road 87 (SR 87) in good working condition.

2. **Title**: ""The Florida State Road 87 (SR 87) – A Historical Perspective""  
   **ID**: 1  
   **Answer",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What structures does the Miami-Dade Expressway Authority keep in good working condition?
",512.0,147.456,"['Florida State Road 112' 'Florida State Road 836'
 'Florida State Road 874' 'Florida State Road 878'
 'Florida State Road 924']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title**: ""Eagle Cap Wilderness""  
   **ID**: 2  
   **Answer**: The Eagle Cap Wilderness is a protected area that includes the Eagle Cap, a mountain peak.  

2. **Title**: ""Eagle Cap Wilderness""  
   **ID**: 2  
   **Answer**: The Eagle Cap is a landform located in the Eagle Cap Wilderness.",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which landform is located in the protected area Eagle Cap Wilderness?
",512.0,147.456,['Aneroid Lake' 'Bonny Lakes' 'Dollar Lake' 'Legore Lake' 'Roger Lake'],3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** ""The 1960s: A Decade of Music and Culture""  
   **ID:** 1  
   **Answer:** Matthew Wilder composed the track ""The 1960s: A Decade of Music and Culture.""

2. **Title:** ""The 2008 Internationaux de Tennis de Bordeaux""  
   **ID:** 2  
   **Answer:** Matthew Wilder composed the track ""The 20",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What tracks did Matthew Wilder compose?
",512.0,147.456,"['A Girl Worth Fighting For' 'Beautiful Disaster' 'Break My Stride'
 'Honor to Us All' 'Mulan' 'Reflection']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** ""The 2008 Emmy Awards""  
   **ID:** 2  
   **Answer:** Frederator Studios produced the TV show ""The 2008 Emmy Awards"".  

2. **Title:** ""The 2009 Emmy Awards""  
   **ID:** 3  
   **Answer:** Frederator Studios also produced the TV show ""The 2009 Emmy Awards"".  

3. **Title:** ""The 2",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What TV show did Frederator Studios produce?
",512.0,147.456,"['Bee and PuppyCat' 'Castlevania' 'My Life as a Teenage Robot'
 'Oh Yeah! Cartoons' 'Random! Cartoons']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** ""The Pittsburgh Steelers drafted whom?""  
   **ID:** 1  
   **Answer:** The Pittsburgh Steelers drafted **David M. Jones**.",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: The Pittsburgh Steelers drafted whom?
",512.0,147.456,"['Curtis Brown' 'David Paulson' 'Devin Bush Jr.' 'Joshua Dobbs'
 'Mason Rudolph']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** ""The Doctor's First Visit to Earth""  
   **ID:** 1  
   **Answer:** The character whose native language was Gallifreyan is the Doctor.",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which character's native language was Gallifreyan?
",512.0,147.456,['Rassilon' 'Romana' 'Susan Foreman' 'The Doctor' 'The Master'],3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** ""The High Court of Australia""  
   **ID:** 2  
   **Answer:** The High Court of Australia was established in 1903 and has been presided over by Justices such as Sir Samuel Griffith, Sir Isaac Isaacs, and Justice Sir Owen W. W. Caldecott.  

2. **Title:** ""The High Court of Australia""  
   **ID:** 2  
   **Answer:** The High Court of Australia was",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who served on the High Court of Australia as a Justice?
",512.0,147.456,"['Frank Kitto' 'John Toohey' 'Michael McHugh' 'Patrick Keane'
 'William Deane']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** ""Who is employed by Image Comics?""  
   **ID:** 1  
   **Answer:** The document mentions that ""Image Comics"" is a publisher and that ""Quantum Break"" is a title published by Image Comics. However, it does not explicitly list who is employed by Image Comics.  

2. **Title:** ""Who is employed by Image Comics?""  
   **ID:** 2  
   **Answer:** The document states that ""Quantum Break""",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who is employed by Image Comics?
",512.0,147.456,['Dan Panosian' 'Jim Zub' 'Marc Silvestri' 'Riley Rossmo' 'Sam Liu'],3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. Title: ""The 1930s"" - ID: 2  
2. Title: ""The 1940s"" - ID: 3  

The movie that Balu Kiriyath screenwrote for is ""The 1930s"".",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What movie did Balu Kiriyath screenwrite for?
",512.0,147.456,"['Aattakatha' 'Onnum Mindatha Bharya' 'Paavam Poornima'
 'Thakilu Kottampuram' 'Visa']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** The Story of the Building of the Church of St. Michael, **ID:** 1  
2. **Title:** The Story of the Building of the Church of St. Mary, **ID:** 2  
3. **Title:** The Story of the Building of the Church of St. John, **ID:** 3  
4. **Title:** The Story of the Building of the Church of St. James, **ID:** 4  
5. **Title",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What buildings did William Thomas design?
",512.0,147.456,"[""Brock's Monument"" 'Old City Hall'
 ""St Matthew's Church, Duddeston and Nechells"" ""St. Michael's Cathedral""
 ""St. Paul's Presbyterian Church""]",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"2008 International Competition  
- **TITLE**: Embassy sponsored what competition?  
- **ID**: 2008 International Competition  

**Answer:**  
- The Embassy sponsored the 2008 International Competition.",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Embassy sponsored what competition?
",512.0,147.456,"['1982 World Snooker Championship' '2002 World Snooker Championship'
 '2003 World Snooker Championship' '2004 World Snooker Championship'
 '2005 World Snooker Championship']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title**: ""The McGraw-Hill Book Company""  
   **ID**: 1  
   **Answer**: The marine vessel based out of Taranto is the *SS Europa*.  

2. **Title**: ""The McGraw-Hill Book Company""  
   **ID**: 1  
   **Answer**: The marine vessel based out of Taranto is the *SS Europa*.",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What marine vessel was based out of Taranto?
",512.0,147.456,"['Italian aircraft carrier Cavour'
 'Italian aircraft carrier Giuseppe Garibaldi'
 'Italian battleship Littorio' 'Italian battleship Roma' 'Vittorio Veneto']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232," ['Vidhu Vinod Chopra directed which film?']
- **Title**: ""The Birth of a Nation"" (1989)
- **ID**: 2

**Answer:**
- Vidhu Vinod Chopra directed the film ""The Birth of a Nation"".",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Vidhu Vinod Chopra directed which film?
",512.0,147.456,"['Broken Horses' 'Mission Kashmir' 'Murder at Monkey Hill' 'Parinda'
 'Shikara']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** ""Who was a graduate of Brechin High School?""  
   **ID:** 1  
   **Answer:** The document does not provide specific information about graduates of Brechin High School. It only mentions that the school was named after a local figure and that it was a public school in the area. No names or details of graduates are given.

2. **Title:** ""Who was a graduate of Brechin High School?""  
   **ID:** 2  
  ",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who was a graduate of Brechin High School?
",512.0,147.456,"['Anne Begg' 'Joseph Fairweather Lamb' 'Kevin Thomson' 'Kirstene Hair'
 'Robert Watson-Watt']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** The Village, **ID:** 1  
2. **Title:** The Village, **ID:** 1  

The name of the film produced by Reinhold Schünzel is ""The Village"".",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What's the name of the film produced by Reinhold Schünzel?
",512.0,147.456,"['Adam and Eve' 'Column X' 'Peter the Mariner'
 ""We'll Meet Again in the Heimat"" 'You Walk So Softly']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** ""Kodansha USA"" - **ID:** 1  
2. **Title:** ""Kodansha USA"" - **ID:** 2  
3. **Title:** ""Kodansha USA"" - **ID:** 3  
4. **Title:** ""Kodansha USA"" - **ID:** 4  
5. **Title:** ""Kodansha USA"" - **ID:** 5  
6. **Title:**",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Kodansha USA published what literary works?
",512.0,147.456,"['Ace of Diamond' 'Attack on Titan' 'Giant Killing' 'Monster Soul'
 'The Seven Deadly Sins']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** ""Who was a native speaker of Burmese?""  
   **ID:** 1  
   **Answer:** The document does not explicitly mention who was a native speaker of Burmese. However, it refers to ""Burmese"" as a language and mentions ""Burmese"" in the context of a person's name, suggesting that the individual may have been a native speaker. Without more specific information, it is not possible to definitively identify who was a",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who was a native speaker of Burmese?
",512.0,147.456,['Aung San Suu Kyi' 'Bamar' 'Min Aung Hlaing' 'Saw Wai' 'Win Tin'],3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** List of mayors of Gibraltar  
**ID:** 1  

The list of Mayors of Gibraltar includes:  
1. Sir John Henry Denison  
2. Sir Henry Holford  
3. Sir Charles Holford  
4. Sir Henry Holford  
5. Sir Charles Holford  
6. Sir Henry Holford  
7. Sir Charles Holford  
8. Sir Henry Holford  
9. Sir Charles Holford  
",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: List all the Mayors of Gibraltar?
",512.0,147.456,"['Anthony Lombard' 'Joshua Hassan' 'Julio Alcantara' 'Olga Zammitt'
 'Solomon Levy']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** ""The journalist who was featured on ITV breakfast""  
   **ID:** 2  
   **Answer:** The journalist featured on ITV breakfast is **Stephen Douglas**.",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What journalist is featured on the show ITV breakfast?
",512.0,147.456,"['Aled Jones' 'Gethin Jones' 'Helen Carnell' 'John Stapleton'
 'Laura Tobin']",3472.0,3472.0
17.723031552,MB,17723.031552,0.511967232,"1. **Title:** ""Bangladesh Army""  
   **ID:** 2  
   **Answer:** The Bangladesh Army military branch contains the **Governor of the province**.  

2. **Title:** ""Bangladesh Army""  
   **ID:** 2  
   **Answer:** The Bangladesh Army also contains the **Chief of Army Staff (COAS)**.  

3. **Title:** ""Bangladesh Army""  
   **ID:** 2  
   **Answer:** The",0.9711128860489883,qampari_128k,test,120192.0,256,Final Answer: ,511.967232,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: The Bangladesh Army military branch contains what person?
",512.0,147.456,"['Gulzar Uddin Ahmed' 'Md Mahfuzur Rahman' 'Moinul Hossain Chowdhury'
 'Rezzakul Haider Chowdhury' 'Shamsul Haque']",3472.0,3472.0
