retained_context_tokens,question,answer_prefix,uncompressed_kv_memory_gb,retained_kv_memory_mb,retained_kv_memory_gb,context_length,max_new_tokens,predicted_answer,context_tokens,answer,kv_memory_per_token_kb,task,uncompressed_kv_memory_mb,compression_ratio
32538.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Tysons Galleria is located in what county? ",Answer:,2.132410368,2132.410368,2.132410368,32768,32, Fairfax County,32538.0,['Fairfax County'],65.536,qa_2,2132.410368,0.0
33510.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Bordan Tkachuk was the CEO of a company that provides what sort of products? ",Answer:,2.19611136,2196.11136,2.19611136,32768,32," IT products and services, including storage systems, servers, workstations and data/voice communications equipment and services.",33510.0,['IT products and services'],65.536,qa_2,2196.11136,0.0
32927.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which filmmaker was known for animation, Lev Yilmaz or Pamela B. Green? ",Answer:,2.157903872,2157.903872,2.157903872,32768,32, Lev Yilmaz,32927.0,['Levni Yilmaz'],65.536,qa_2,2157.903872,0.0
33522.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: In which city is the ambassador of the Rabat-Salé-Kénitra administrative region to China based? ",Answer:,2.196897792,2196.897792,2.196897792,32768,32, Beijing,33522.0,['Beijing'],65.536,qa_2,2196.897792,0.0
33132.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Are Yingkou and Fuding the same level of city? ",Answer:,2.171338752,2171.338752,2.171338752,32768,32," No, Yingkou is a prefecture-level city, while Fuding is a county-level city.",33132.0,['no'],65.536,qa_2,2171.338752,0.0
33259.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Where did the descendants of the group of black Indians associated with the Seminole people settle? ",Answer:,2.179661824,2179.661824,2.179661824,32768,32, Florida and Oklahoma,33259.0,"['Coahuila, Mexico']",65.536,qa_2,2179.661824,0.0
33720.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: David Huntsinger has worked with this gospel singer born in the month of July? ",Answer:,2.20987392,2209.87392,2.20987392,32768,32, Larnelle Harris,33720.0,['Larnelle Harris'],65.536,qa_2,2209.87392,0.0
34172.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What year was the brother of this first round draft pick by the Washington Redskins drafted? ",Answer:,2.239496192,2239.496192,2.239496192,32768,32, 2003,34172.0,['2003'],65.536,qa_2,2239.496192,0.0
34779.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Where is the stadium at which 1964 Georgia Tech Yellow Jackets football team played their home game located?  ",Answer:,2.279276544,2279.276544,2.279276544,32768,32," Atlanta, Georgia",34779.0,['North Avenue at Techwood Drive'],65.536,qa_2,2279.276544,0.0
31656.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Since 2 June 2017, The Leader of Fine Gael had been held by which Irish Fine Gael politician who has served as Taoiseach and Minister for Defence? ",Answer:,2.074607616,2074.607616,2.074607616,32768,32, Leo Varadkar,31656.0,['Leo Varadkar'],65.536,qa_2,2074.607616,0.0
31749.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which American film actor and dancer starred in the 1945 film Johnny Angel? ",Answer:,2.080702464,2080.702464,2.080702464,32768,32, George Raft,31749.0,['George Raft'],65.536,qa_2,2080.702464,0.0
32624.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: hree Men on a Horse is a play by a playwright born in which year ? ",Answer:,2.138046464,2138.046464,2.138046464,32768,32, 1887,32624.0,['1887'],65.536,qa_2,2138.046464,0.0
32120.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What type of activity does Owner earnings and Warren Buffett have in common? ",Answer:,2.10501632,2105.01632,2.10501632,32768,32, Valuation method,32120.0,['business'],65.536,qa_2,2105.01632,0.0
34797.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: When was the  former Indian cricketer who made his ODI debuts during the 2000 ICC KnockOut Trophy born?  ",Answer:,2.280456192,2280.456192,2.280456192,32768,32, 7 October 1978,34797.0,['7 October 1978'],65.536,qa_2,2280.456192,0.0
32442.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which airplane was this Major test-flying after whom the base, that 514th Flight Test Squadron is stated at, is named? ",Answer:,2.126118912,2126.118912,2.126118912,32768,32, B-17 Flying Fortress,32442.0,['B-17 Flying Fortress bomber'],65.536,qa_2,2126.118912,0.0
34360.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Based on a True Story... is an album by which country music star, with the single My Eyes? ",Answer:,2.25181696,2251.81696,2.25181696,32768,32, Blake Shelton,34360.0,['Blake Shelton'],65.536,qa_2,2251.81696,0.0
34746.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Over how many centuries were the ""dwelling place of the dead"" built? ",Answer:,2.277113856,2277.113856,2.277113856,32768,32, three centuries,34746.0,['three centuries'],65.536,qa_2,2277.113856,0.0
31739.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: When was the British author who wrote the novel on which ""Here We Go Round the Mulberry Bush"" was based born?  ",Answer:,2.080047104,2080.047104,2.080047104,32768,32, 7 January 1936,31739.0,['7 January 1936'],65.536,qa_2,2080.047104,0.0
34201.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who died first, George Archainbaud or Ralph Murphy? ",Answer:,2.241396736,2241.396736,2.241396736,32768,32, Ralph Murphy,34201.0,['George Archainbaud'],65.536,qa_2,2241.396736,0.0
32817.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which component of shellite has the formula (ON)CHOH? ",Answer:,2.150694912,2150.694912,2.150694912,32768,32, Picric acid,32817.0,['picric acid'],65.536,qa_2,2150.694912,0.0
34527.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: The Argentine PGA Championship record holder has won how many tournaments worldwide? ",Answer:,2.262761472,2262.761472,2.262761472,32768,32, more than 230,34527.0,['230'],65.536,qa_2,2262.761472,0.0
34405.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Suicide's 1977 released album features a song based on what brand's comic character? ",Answer:,2.25476608,2254.76608,2.25476608,32768,32, Marvel Comics,34405.0,['Marvel'],65.536,qa_2,2254.76608,0.0
30849.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What other political position did the person who introduced the DISCLOSE Act hold? ",Answer:,2.021720064,2021.720064,2.021720064,32768,32, U.S. Senator from Maryland,30849.0,['United States Senator'],65.536,qa_2,2021.720064,0.0
33449.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Were the bands Skin Yard and Ostava from the U.S.? ",Answer:,2.192113664,2192.113664,2.192113664,32768,32," Skin Yard was from the U.S., but Ostava was from Bulgaria.",33449.0,['no'],65.536,qa_2,2192.113664,0.0
31272.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Are Daryl Hall and Gerry Marsden both musicians? ",Answer:,2.049441792,2049.441792,2.049441792,32768,32," Yes, Daryl Hall and Gerry Marsden are both musicians.",31272.0,['yes'],65.536,qa_2,2049.441792,0.0
34701.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What major truck road is located in Backford Cross? ",Answer:,2.274164736,2274.164736,2.274164736,32768,32, A41,34701.0,['The A41'],65.536,qa_2,2274.164736,0.0
34452.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: In which role did Caroline Carver played in a 1999 Hallmark Entertainment made-for-TV fantasy movie? ",Answer:,2.257846272,2257.846272,2.257846272,32768,32, Princess Jessica,34452.0,['Princess Jessica'],65.536,qa_2,2257.846272,0.0
33477.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What's the name of the fantasy film starring Sarah Bolger, featuring a New England family who discover magical creatures around their estate? ",Answer:,2.193948672,2193.948672,2.193948672,32768,32, The Spiderwick Chronicles,33477.0,['The Spiderwick Chronicles'],65.536,qa_2,2193.948672,0.0
34406.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Maxeda has been owned since 2004 by which American multinational equity firm? ",Answer:,2.254831616,2254.831616,2.254831616,32768,32, Kohlberg Kravis Roberts,34406.0,['KKR & Co'],65.536,qa_2,2254.831616,0.0
33311.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: The youngest daughter of Lady Mary-Gaye Curzon stars with Douglas Smith and Lucien Laviscount  in what 2017 film? ",Answer:,2.183069696,2183.069696,2.183069696,32768,32, The Bye Bye Man,33311.0,['The Bye Bye Man'],65.536,qa_2,2183.069696,0.0
34648.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Mummulgum is a stop on the Bruxner Highway before reaching the town on the banks of which river? ",Answer:,2.270691328,2270.691328,2.270691328,32768,32, Richmond River,34648.0,['Richmond'],65.536,qa_2,2270.691328,0.0
31819.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which American audio engineer and clandestine chemist, who was a key figure in the San Francisco Bay Area hippie movement during the 1960s recorded the album ""Old and in the Way?"" ",Answer:,2.085289984,2085.289984,2.085289984,32768,32, Owsley Stanley,31819.0,['Owsley Stanley'],65.536,qa_2,2085.289984,0.0
31606.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: When was the palace founded at which Columba de Dunbar died in 1435? ",Answer:,2.071330816,2071.330816,2.071330816,32768,32, late 12th Century,31606.0,['the late 12th Century'],65.536,qa_2,2071.330816,0.0
34429.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Where is the Bubblegum Alley, that is similar to Gum Wall, located in California? ",Answer:,2.256338944,2256.338944,2.256338944,32768,32, San Luis Obispo,34429.0,"['San Luis Obispo, California']",65.536,qa_2,2256.338944,0.0
34125.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: At what venue was the January 2, 2012 game featured the University of Louisville team? ",Answer:,2.236416,2236.416,2.236416,32768,32, Mercedes-Benz Superdome,34125.0,['Mercedes-Benz Superdome'],65.536,qa_2,2236.416,0.0
34159.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which film was Oscar nominated, LaLee's Kin: The Legacy of Cotton or Gimme Shelter, the 1970 Rolling Stones documentary? ",Answer:,2.238644224,2238.644224,2.238644224,32768,32, LaLee's Kin: The Legacy of Cotton,34159.0,"[""LaLee's Kin: The Legacy of Cotton""]",65.536,qa_2,2238.644224,0.0
32248.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which board game was published most recently, Pirate's Cove or Catan? ",Answer:,2.113404928,2113.404928,2.113404928,32768,32, Pirate's Cove,32248.0,"[""Pirate's Cove""]",65.536,qa_2,2113.404928,0.0
32496.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Alice David is the voice of Lara Croft in a video game developed by which company ? ",Answer:,2.129657856,2129.657856,2.129657856,32768,32, Crystal Dynamics,32496.0,['Crystal Dynamics'],65.536,qa_2,2129.657856,0.0
32874.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which Eminem album included vocals from a singer who had an album titled ""Unapologetic""? ",Answer:,2.154430464,2154.430464,2.154430464,32768,32, The Marshall Mathers LP 2,32874.0,"['""The Marshall Mathers LP 2""']",65.536,qa_2,2154.430464,0.0
34616.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: This American crime film set in South Los Angeles was written and directed by the same director and writer of screenwriter of ""Street Kings"", ""End of Watch"", ""Sabotage"", ""Fury"" and what other film?  ",Answer:,2.268594176,2268.594176,2.268594176,32768,32, Training Day,34616.0,['Suicide Squad'],65.536,qa_2,2268.594176,0.0
33549.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: SuperMansion starred the actress who had a recurring role as whom on Workaholics? ",Answer:,2.198667264,2198.667264,2.198667264,32768,32, Jillian Belk,33549.0,['Jillian Belk'],65.536,qa_2,2198.667264,0.0
33421.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: The 1974 Texas Tech Raiders football team represented what public research university in Lubbock, Texas? ",Answer:,2.190278656,2190.278656,2.190278656,32768,32, Texas Tech University,33421.0,['Texas Tech University'],65.536,qa_2,2190.278656,0.0
33100.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: During Siege of Bharatpur, which Commander-in-Chief of Ireland and Commander-in-Chief of India contributed to the storming of the castle? ",Answer:,2.1692416,2169.2416,2.1692416,32768,32," Stapleton Cotton, 1st Viscount Combermere",33100.0,['Lord Combermere'],65.536,qa_2,2169.2416,0.0
32843.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: For what type of work is the production company for The Year Without a Santa Claus best known? ",Answer:,2.152398848,2152.398848,2.152398848,32768,32," seasonal television specials, particularly its work in stop motion animation",32843.0,"['seasonal television specials, particularly its work in stop motion animation']",65.536,qa_2,2152.398848,0.0
33691.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What year was the film that starred the composer for ""The Naked Brothers Band""? ",Answer:,2.207973376,2207.973376,2.207973376,32768,32, 2014,33691.0,['2014'],65.536,qa_2,2207.973376,0.0
34210.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: The author of Sexual Politics attended which British University? ",Answer:,2.24198656,2241.98656,2.24198656,32768,32, Oxford University,34210.0,['Oxford'],65.536,qa_2,2241.98656,0.0
32394.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who had the best singles ranking, Roberta Vinci or Jorge Lozano? ",Answer:,2.122973184,2122.973184,2.122973184,32768,32, Jorge Lozano,32394.0,['Roberta Vinci'],65.536,qa_2,2122.973184,0.0
33626.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Both Truth in Science and Discovery embrace what campaign? ",Answer:,2.203713536,2203.713536,2.203713536,32768,32," ""Teach the Controversy"" campaign",33626.0,"['""Teach the Controversy"" campaign']",65.536,qa_2,2203.713536,0.0
32549.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Josey Scott and Ian Watkins were both promising musicians. Which of these talented men was incarcerated, impacting his career with a rock band? ",Answer:,2.133131264,2133.131264,2.133131264,32768,32, Ian Watkins,32549.0,['Lostprophets disbanded in 2013 after Watkins was charged with sexual offences in late 2012.'],65.536,qa_2,2133.131264,0.0
34254.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: The movies Queen of Blood and Battle Beyond the Sun both contained scenes from what 1959 Soviet feature? ",Answer:,2.244870144,2244.870144,2.244870144,32768,32, Nebo Zovyot,34254.0,['Nebo Zovyot'],65.536,qa_2,2244.870144,0.0
34248.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who was born first, Erika Jayne or Marco Da Silva ",Answer:,2.244476928,2244.476928,2.244476928,32768,32, Erika Jayne,34248.0,['Erika Jayne'],65.536,qa_2,2244.476928,0.0
32523.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: When did the English local newspaper, featuring the sculpture and war memorial in the Forbury gardens, change names? ",Answer:,2.131427328,2131.427328,2.131427328,32768,32, 2009,32523.0,['2009'],65.536,qa_2,2131.427328,0.0
33700.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What is the name of the Isles who were led by Aonghus Mór and covered a total land area of over 8300 km2? ",Answer:,2.2085632,2208.5632,2.2085632,32768,32, Kingdom of the Isles,33700.0,['Kingdom of the Isles'],65.536,qa_2,2208.5632,0.0
34149.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who is Bruce Spizer an expert on, known as the most influential act of the rock era? ",Answer:,2.237988864,2237.988864,2.237988864,32768,32, The Beatles,34149.0,['The Beatles'],65.536,qa_2,2237.988864,0.0
34766.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which song was behind the third single on the album  ""A Lot About Livin' (And a Little 'bout Love)"" for two weeks on the country charts? ",Answer:,2.278424576,2278.424576,2.278424576,32768,32," ""We'll Burn That Bridge""",34766.0,"['""We\'ll Burn That Bridge""']",65.536,qa_2,2278.424576,0.0
33183.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What occupation was shared by David Yates and Pietro Germi? ",Answer:,2.174681088,2174.681088,2.174681088,32768,32, Director,33183.0,['director'],65.536,qa_2,2174.681088,0.0
33391.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Marcus Wayne Garland spent nine seasons with an American professional baseball team that is based in Baltimore, Maryland, and was one of the AMerican League's original eight charter franchises when the league was established in what year? ",Answer:,2.188312576,2188.312576,2.188312576,32768,32, 1901,33391.0,['1901'],65.536,qa_2,2188.312576,0.0
34402.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: The lamp used in many lighthouses is similiar to this type of lamp patented in 1780 by Aimé Argand? ",Answer:,2.254569472,2254.569472,2.254569472,32768,32, Argand lamp,34402.0,['Argand lamp'],65.536,qa_2,2254.569472,0.0
34007.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: The songs from the sountrack to ""When Harry Met Sally"" are performed by a singer that has had how many top 20 US albums? ",Answer:,2.228682752,2228.682752,2.228682752,32768,32, seven,34007.0,['seven'],65.536,qa_2,2228.682752,0.0
31068.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Are Broughtonia and Laeliocattleya both orchids? ",Answer:,2.036072448,2036.072448,2.036072448,32768,32," Yes, Broughtonia and Laeliocattleya are both orchids.",31068.0,['yes'],65.536,qa_2,2036.072448,0.0
32976.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Where was the world cup hosted that Algeria qualified for the first time into the round of 16? ",Answer:,2.161115136,2161.115136,2.161115136,32768,32, Brazil,32976.0,['Brazil'],65.536,qa_2,2161.115136,0.0
32635.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which was fought earlier in our nation's history, the Seven Days Battles or the Battle of Manila? ",Answer:,2.13876736,2138.76736,2.13876736,32768,32, The Seven Days Battles,32635.0,['The Seven Days Battles'],65.536,qa_2,2138.76736,0.0
33311.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What retailer in ABQ Uptown is headquarted in Poole, Dorset, United Kingdom? ",Answer:,2.183069696,2183.069696,2.183069696,32768,32, Lush,33311.0,['Lush Ltd.'],65.536,qa_2,2183.069696,0.0
34555.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What football club plays in the area between the old tool gates: Brook Bar and Trafford bar? ",Answer:,2.26459648,2264.59648,2.26459648,32768,32, Manchester United F.C.,34555.0,['Manchester United'],65.536,qa_2,2264.59648,0.0
34535.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: The song ""Chim Chim Cher-ee"" can be heard  in the ""Mary Poppins"" scene of a Disney ride that debuted in what year? ",Answer:,2.26328576,2263.28576,2.26328576,32768,32, 1989,34535.0,['1989'],65.536,qa_2,2263.28576,0.0
34036.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who held the record for the longest service in the Australian Parliament for a woman, and was surpassed by  a former Australian politician who was the 29th Speaker of the House of Representatives? ",Answer:,2.230583296,2230.583296,2.230583296,32768,32, Kathy Sullivan,34036.0,['Kathryn Jean Martin'],65.536,qa_2,2230.583296,0.0
33941.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which man who presented the Australia 2022 FIFA World Cup bid was born on October 22, 1930? ",Answer:,2.224357376,2224.357376,2.224357376,32768,32, Frank Lowy,33941.0,['Frank Lowy'],65.536,qa_2,2224.357376,0.0
33072.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What major city is the Faith Lutheran Middle School and High School located by? ",Answer:,2.167406592,2167.406592,2.167406592,32768,32, Las Vegas,33072.0,['Las Vegas'],65.536,qa_2,2167.406592,0.0
32466.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What British singer-songwriter hosted the 16th Annual Young Hollywood Awards? ",Answer:,2.127691776,2127.691776,2.127691776,32768,32, Kelly Osbourne,32466.0,['Kelly Lee Osbourne'],65.536,qa_2,2127.691776,0.0
34033.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who did the Star and Dagger bass player marry? ",Answer:,2.230386688,2230.386688,2.230386688,32768,32, Chris Lee,34033.0,['Sean Yseult.'],65.536,qa_2,2230.386688,0.0
32919.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: In 2017, what was 3/4th of the organization that also has a Center for Veterinary Medicine as well as part of the U.S. Department of Health and Human Services, spent on? ",Answer:,2.157379584,2157.379584,2.157379584,32768,32, pharmaceutical companies due to the Prescription Drug User Fee Act,32919.0,['Prescription Drug User Fee Act'],65.536,qa_2,2157.379584,0.0
34453.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which came out first, Dinosaur or McFarland, USA ",Answer:,2.257911808,2257.911808,2.257911808,32768,32, Dinosaur,34453.0,['Dinosaur'],65.536,qa_2,2257.911808,0.0
33516.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Both Bishop Carroll Catholic High School and Kapaun Mt. Carmel Catholic High School are located in which city in Kansas? ",Answer:,2.196504576,2196.504576,2.196504576,32768,32, Wichita,33516.0,['Wichita'],65.536,qa_2,2196.504576,0.0
34273.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What was the 58th quadrennial American presidential election held after the 2016 Michigan Democratic primary? ",Answer:,2.246115328,2246.115328,2.246115328,32768,32, The United States presidential election of 2016,34273.0,['United States presidential election of 2016'],65.536,qa_2,2246.115328,0.0
32332.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: This Celtic ruler who was born in AD 43 ruled southeastern Britain prior to conquest by which empire? ",Answer:,2.118909952,2118.909952,2.118909952,32768,32, Roman Empire,32332.0,['Roman'],65.536,qa_2,2118.909952,0.0
32560.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What is the name of the detective novelist parent of the author of '""Q"" Is for Quarry'? ",Answer:,2.13385216,2133.85216,2.13385216,32768,32, C. W. Grafton,32560.0,['C. W. Grafton'],65.536,qa_2,2133.85216,0.0
33854.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What is the birthplace of the Senator who represents the first of 62 districts in the State Senate? ",Answer:,2.218655744,2218.655744,2.218655744,32768,32," Brooklyn, New York",33854.0,"['Brooklyn, New York']",65.536,qa_2,2218.655744,0.0
34718.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: The Memphis Hustle are based in a suburb of a city with a population of what in 2010? ",Answer:,2.275278848,2275.278848,2.275278848,32768,32," 1,324,108",34718.0,"['48,982']",65.536,qa_2,2275.278848,0.0
34049.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which songwriting duo composed music for ""La La Land"", and created lyrics for ""A Christmas Story: The Musical""?  ",Answer:,2.231435264,2231.435264,2.231435264,32768,32, Pasek and Paul,34049.0,['Pasek & Paul'],65.536,qa_2,2231.435264,0.0
33405.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which of the city at the south of Shelly Beach, New South Wales is a local government area in the Hunter region of New South Wales, Australia? ",Answer:,2.18923008,2189.23008,2.18923008,32768,32, Newcastle,33405.0,['City of Newcastle'],65.536,qa_2,2189.23008,0.0
32822.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Are Bamboo Mañalac and Danny Jones both musicians? ",Answer:,2.151022592,2151.022592,2.151022592,32768,32, Yes,32822.0,['yes'],65.536,qa_2,2151.022592,0.0
33535.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Works by Hanna Leena Kristiina Varis are part of a collection in a museum that houses approximately 65,000 what? ",Answer:,2.19774976,2197.74976,2.19774976,32768,32, drawings,33535.0,['drawings'],65.536,qa_2,2197.74976,0.0
33260.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: When was the Western Germanic language spoken from which the small settlement situated on the river Leda opposite Leer derives its name? ",Answer:,2.17972736,2179.72736,2.17972736,32768,32, 8th and 16th centuries,33260.0,['between the 8th and 16th centuries'],65.536,qa_2,2179.72736,0.0
33078.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Born on 6 March 1937, this man was also a citizen of the United Kingdom. ",Answer:,2.167799808,2167.799808,2.167799808,32768,32, Robin Bailie,33078.0,['Alistair Grant'],65.536,qa_2,2167.799808,0.0
33244.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What country does Hatton Hill and Hatton Castle, Angus have in common? ",Answer:,2.178678784,2178.678784,2.178678784,32768,32, Scotland,33244.0,['Scotland'],65.536,qa_2,2178.678784,0.0
33276.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What podcast was the cheif executive officer of Nerdist Industries a guest on? ",Answer:,2.180775936,2180.775936,2.180775936,32768,32, The Drop-In,33276.0,['Comedy Film Nerds'],65.536,qa_2,2180.775936,0.0
32145.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Randall Cunningham II was a multi-sport athlete at the high school located in what Nevada city? ",Answer:,2.10665472,2106.65472,2.10665472,32768,32, Las Vegas,32145.0,['Summerlin'],65.536,qa_2,2106.65472,0.0
32819.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which English musician is known for both the songs ""See Yourself"" and ""Withing You Without You""? ",Answer:,2.150825984,2150.825984,2.150825984,32768,32, George Harrison,32819.0,['George Harrison'],65.536,qa_2,2150.825984,0.0
32658.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which professional ice hockey position does the Captain of the National Hockey League All-Star Game ""Away Team"" play? ",Answer:,2.140274688,2140.274688,2.140274688,32768,32, Centre,32658.0,['Canadian professional ice hockey centre'],65.536,qa_2,2140.274688,0.0
34570.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What year did the series on CBS, starring the actor who known for his role in ""Rebel Without a Cause,"" air? ",Answer:,2.26557952,2265.57952,2.26557952,32768,32, 1952,34570.0,['1952'],65.536,qa_2,2265.57952,0.0
33058.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: What season was the character introduced that becomes the main antagonist in the  following season, from the animated television series created by Bryan Konietzko and Michael Dante DiMartino as a sequel to """", which aired from 2005 to 2008?  ",Answer:,2.166489088,2166.489088,2.166489088,32768,32, The character was introduced in the third season.,33058.0,['third'],65.536,qa_2,2166.489088,0.0
33283.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Who were the directors of the 2009 American science fiction film starring the actor who played Dexter Morgan in the Showtime TV Network series ""Dexter""? ",Answer:,2.181234688,2181.234688,2.181234688,32768,32, Mark Neveldine and Brian Taylor,33283.0,['Mark Neveldine and Brian Taylor'],65.536,qa_2,2181.234688,0.0
33323.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Which travel parody series featured American actor, comedian, and radio host best known as the host of ""The Joe Schmo Show""? ",Answer:,2.183856128,2183.856128,2.183856128,32768,32, Hidden America with Jonah Ray,33323.0,['Hidden America with Jonah Ray'],65.536,qa_2,2183.856128,0.0
34240.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Do The Importance of Being Icelandic and The Five Obstructions belong to different film genres ? ",Answer:,2.24395264,2243.95264,2.24395264,32768,32, No,34240.0,['no'],65.536,qa_2,2243.95264,0.0
32460.0,"Answer the question based on the given documents. Only give me the answer and do not output any other words.

Question: Tefik Selim Mborja was a part of a party that held power in Albania until what year?  ",Answer:,2.12729856,2127.29856,2.12729856,32768,32, 1943,32460.0,['1943'],65.536,qa_2,2127.29856,0.0
