task,retained_kv_memory_mb,uncompressed_kv_memory_gb,question,uncompressed_kv_memory_mb,kv_memory_per_token_kb,split,max_new_tokens,answer_prefix,retained_kv_memory_gb,context_tokens,retained_context_tokens,compression_ratio,predicted_answer,answers
musique_128k,17613.029376,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: In what region of the country containing the Cái River is the place where John Phan was born?
",17613.029376,147.456,test,256,Final Answer: ,17.613029376,119446.0,119446.0,0.0," ['São Paulo, Brazil']",['South Central Coast']
musique_128k,17613.029376,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the party that controls the House of Representatives take control of the branch that gives regulators discretion to prohibit proprietary trades?
",17613.029376,147.456,test,256,Final Answer: ,17.613029376,119446.0,119446.0,0.0, ['1983'],['January 2015']
musique_128k,17613.029376,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the party Oklahoma's US Senators come from take control of the body determining the rules of the US House and US Senate?
",17613.029376,147.456,test,256,Final Answer: ,17.613029376,119446.0,119446.0,0.0, ['1998'],['January 2015']
musique_128k,17613.029376,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What region is to the north of what used to be known as Near East and the body of water between east africa and Arabian Peninsula?
",17613.029376,147.456,test,256,Final Answer: ,17.613029376,119446.0,119446.0,0.0," ['Middle East', 'Red Sea']",['Kingdom of Saudi Arabia']
musique_128k,17613.029376,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which county shares a border with the county where the most populous city in the state where WEKL operates is located?
",17613.029376,147.456,test,256,Final Answer: ,17.613029376,119446.0,119446.0,0.0, ['Pulaski County'],['Presque Isle County']
musique_128k,17613.029376,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: In New Zealand, 12.6% of Christians belong to a church that is also active in Lesotho. What movement was led by a man who challenged this church?
",17613.029376,147.456,test,256,Final Answer: ,17.613029376,119446.0,119446.0,0.0, ['The Reformation'],['German Renaissance']
musique_128k,17613.029376,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the abbreviation for Angela Merkel's original home country that once had border troops called the Deutsche Grenzpolizei?
",17613.029376,147.456,test,256,Final Answer: ,17.613029376,119446.0,119446.0,0.0, ['Germany'],['GDR']
musique_128k,17613.029376,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What was the wettest year in the second largest city in the state where Yuma's Library District is located?
",17613.029376,147.456,test,256,Final Answer: ,17.613029376,119446.0,119446.0,0.0, ['1995'],['1905']
musique_128k,17613.029376,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: How long are the city council terms in the second largest city in the state where Yuma is located?
",17613.029376,147.456,test,256,Final Answer: ,17.613029376,119446.0,119446.0,0.0, ['four years'],['four-year']
musique_128k,17613.029376,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: How many ethnic minorities were looked at differently where the only group larger than BMG's partner from 2005 to 2007 is headquartered?
",17613.029376,147.456,test,256,Final Answer: ,17.613029376,119446.0,119446.0,0.0, ['1'],['two']
musique_128k,17613.029376,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When do hurricanes occur in the ocean that borders the state where Williamsburg, Main Street Station and another share a track?
",17613.029376,147.456,test,256,Final Answer: ,17.613029376,119446.0,119446.0,0.0, ['Atlantic hurricane season'],['usually in the summer or fall']
musique_128k,17613.029376,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the seat of the county sharing a border with the county in which J.P. Hayes was born?
",17613.029376,147.456,test,256,Final Answer: ,17.613029376,119446.0,119446.0,0.0," ['J.P. Hayes was born in Appleton, Wisconsin, and the county sharing a border with the county in which he was born is the county of Iron, Wisconsin. The seat of Iron County is Ishpeming, Michigan.']",['Green Bay']
musique_128k,17613.029376,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What shares a border with the city where the person who went to the state where the 951 area code is used during the gold rush works?
",17613.029376,147.456,test,256,Final Answer: ,17.613029376,119446.0,119446.0,0.0, ['the state of Nevada'],['Rio Linda']
musique_128k,17613.029376,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: How many ethnic minorities were looked at differently in the city where the headquarters of the company that Study in Brown's record label is a part of?
",17613.029376,147.456,test,256,Final Answer: ,17.613029376,119446.0,119446.0,0.0, ['10'],['two']
musique_128k,17613.029376,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When was the region that lies to the north of the region where Aluf is located and the Persian Gulf created?
",17613.029376,147.456,test,256,Final Answer: ,17.613029376,119446.0,119446.0,0.0, ['1923'],['1930']
musique_128k,17613.029376,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is the capital of the county that shares a border with the county whose capital is the birthplace of Erik Jensen?
",17613.029376,147.456,test,256,Final Answer: ,17.613029376,119446.0,119446.0,0.0, ['Burlington'],['Green Bay']
musique_128k,17613.029376,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who won the Indy car race in the largest city and capitol of the state where the Changes Two performer is from?
",17613.029376,147.456,test,256,Final Answer: ,17.613029376,119446.0,119446.0,0.0, ['Ralph Schumacher'],['Mario Andretti']
musique_128k,17613.029376,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who won the Indy Car Race in the largest populated city of the state where the performer of Mingus Three is from?
",17613.029376,147.456,test,256,Final Answer: ,17.613029376,119446.0,119446.0,0.0, ['Ralph Firman'],['Mario Andretti']
musique_128k,17613.029376,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When is the opening day of the league of the team with the most titles from the event after which they give out the MLB MVP award?
",17613.029376,147.456,test,256,Final Answer: ,17.613029376,119446.0,119446.0,0.0, ['March 31'],"['Thursday, March 29']"
musique_128k,17613.029376,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When does the regular season of the league where the team with the most titles from the series after which the MLB MVP award is given out plays?
",17613.029376,147.456,test,256,Final Answer: ,17.613029376,119446.0,119446.0,0.0,"1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009","['March 29, 2018']"
musique_128k,17613.029376,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When is opening day of the season of the league that the team that has the most titles from the competition they gave out MVP awards after?
",17613.029376,147.456,test,256,Final Answer: ,17.613029376,119446.0,119446.0,0.0, ['1976'],"['March 29, 2018']"
musique_128k,17613.029376,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who was second pick in the 1999 draft of the league that has a competition where they give out the MLB MVP award after it?
",17613.029376,147.456,test,256,Final Answer: ,17.613029376,119446.0,119446.0,0.0, ['Kerry'],['Josh Beckett']
musique_128k,17613.029376,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: The original language of the film titled and about the city of Tito's final resting place is the co-official language of a country. Where are the headquarters for that country's national radio and TV broadcaster?
",17613.029376,147.456,test,256,Final Answer: ,17.613029376,119446.0,119446.0,0.0, ['Vatican City'],['Pristina']
musique_128k,17613.029376,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: A country's military branch, the equivalent of which in the US contains the Air Defense Artillery, was unprepared for the invasion of Ivo Werner's country. When was the word ""Slavs"" used in the national anthem of the unprepared country?
",17613.029376,147.456,test,256,Final Answer: ,17.613029376,119446.0,119446.0,0.0, ['1945'],['1943–1992']
musique_128k,17613.029376,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: A country's military branch, the equivalent of which in the US contains the Air Defense Artillery, was unprepared for the invasion of the country that developed the ZH-29. When was the word ""Slavs"" used in the national anthem of the unprepared country?
",17613.029376,147.456,test,256,Final Answer: ,17.613029376,119446.0,119446.0,0.0, ['1940s'],['1943–1992']
musique_128k,17613.029376,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Country A developed the ZH-29 and invaded Country B because their military branch that the Air Defense Artillery is a branch of was unprepared. Country B was the only communist country to have an embassy where?
",17613.029376,147.456,test,256,Final Answer: ,17.613029376,119446.0,119446.0,0.0, ['Vietnam'],"[""Alfredo Stroessner's Paraguay""]"
musique_128k,17613.029376,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Hana Mandlikova was born in Country A that invaded Country B because the military branch that helped Old West's local police was unprepared. Country B was the only communist country to have an embassy where?
",17613.029376,147.456,test,256,Final Answer: ,17.613029376,119446.0,119446.0,0.0, ['Bulgaria'],"[""Alfredo Stroessner's Paraguay""]"
musique_128k,17613.029376,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: How were the Portuguese expelled from the country that is a natural boundary between the country that hosted the tournament and the country That Dam is located?
",17613.029376,147.456,test,256,Final Answer: ,17.613029376,119446.0,119446.0,0.0, ['by the British'],['The dynasty regrouped and defeated the Portuguese']
musique_128k,17613.029376,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did Burma change its name to the country on the natural boundary between the country that hosted the tournament and the country where That Dam is from?
",17613.029376,147.456,test,256,Final Answer: ,17.613029376,119446.0,119446.0,0.0,1989,['1989']
musique_128k,17613.029376,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who brought the language Hokkien to the country on the natural boundary between the country that hosted the tournament and the country where A Don is from?
",17613.029376,147.456,test,256,Final Answer: ,17.613029376,119446.0,119446.0,0.0, ['John F. Kennedy'],['Han Chinese emigrants']
musique_128k,17613.029376,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When was Burma's name changed to the country between the country that hosted the tournament and the country where A Don is from?
",17613.029376,147.456,test,256,Final Answer: ,17.613029376,119446.0,119446.0,0.0, ['1989'],['1235']
musique_128k,17613.029376,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who burned down the city where Dunn Dunn's artist died in the war after which the government got involved in healthcare?
",17613.029376,147.456,test,256,Final Answer: ,17.613029376,119446.0,119446.0,0.0, ['John C. Calhoun'],['Confederate Gen. John Bell Hood']
musique_128k,17613.029376,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: New coins by the Somali Muslim Ajuran Empire were a proclamation of independence from a nation. How were the people of that nation expelled from country that borders Thailand and Ban Nampo village's country?
",17613.029376,147.456,test,256,Final Answer: ,17.613029376,119446.0,119446.0,0.0," ['by the Portuguese', 'by the British']",['The dynasty regrouped and defeated the Portuguese']
musique_128k,17613.029376,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: A country gained control of Florida after the war in which Charles Edward Nugent saw action. Besides being in different parts of that country, what other differences are there between Real Madrid and Hostafrancs's city's team?
",17613.029376,147.456,test,256,Final Answer: ,17.613029376,119446.0,119446.0,0.0," ['Real Madrid is a Spanish football club, while Hostafrancs is a municipality in Belgium']",['two cities']
musique_128k,17613.029376,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: In the top five largest urban areas in the US state in which the band performing Scars was formed, where does the city having Pathology rank?
",17613.029376,147.456,test,256,Final Answer: ,17.613029376,119446.0,119446.0,0.0, ['third-largest'],['third-largest']
musique_128k,17613.029376,17.613029376,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: When did the town WIZE is licensed in become capitol of the state where Ward Township is located?
",17613.029376,147.456,test,256,Final Answer: ,17.613029376,119446.0,119446.0,0.0, ['1989'],['1839']
