question,answers,retained_kv_memory_mb,uncompressed_kv_memory_gb,token_budget,task,retained_context_tokens,compression_ratio,split,answer_prefix,memory_budget_unit,max_new_tokens,retained_kv_memory_gb,uncompressed_kv_memory_mb,memory_budget,context_tokens,predicted_answer,kv_memory_per_token_kb
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Films set in 1831 or 1809
",['Casta Diva (1935 film)' 'The Fire Devil' 'Under Capricorn'],3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The Last Winter', 'The Two Who Stole the Moon', 'The History of Sir Charles Grandison', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Andrew Jackson films or films about the War or 1812
","['First Invasion: The War of 1812' 'Last of the Buccaneers'
 'Mohawk (2017 film)']",3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['Andrew Jackson films', 'films about the War of 1812']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Films about sportspeople set in 1972
",['Going Vertical' 'Prefontaine (film)'],3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The 13th Hour', 'The 1972 Olympics', 'The 1972 Winter Olympics', 'The 1972 Summer Olympics', 'The 1972 Winter Games', 'The 1972 Summer Games', 'The 1972 Winter Olympics', 'The 1972 Summer Olympics', 'The 1972 Winter Games', 'The 1972 Summer Games']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Dan Simmons novels
",['Ilium (novel)' 'Summer of Night' 'The Fall of Hyperion (novel)'],3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['Summer of Night', 'A Winter Haunting', 'Fires of Eden']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1936 Alternate history novels and books based in Asia
",['We the Living'],3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The Violent Bear It Away', 'The Two Captains', 'The Violent Bear It Away']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Films about sisters shot in Paris.
",['Le Divorce' 'Peppermint Soda' 'Two English Girls'],3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The Village of No Return', 'The Midnight Zoo', 'The God that Failed', 'The Violent Bear It Away']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Non American independent films that are from 1994
",['Aftermath (1994 film)' 'Amoklauf' 'Aya: Imagined Autobiography'],3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The Village of No Return', 'The Two Captains', 'The Violent Bear It Away', 'The Copper', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Viol",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Books about social psychology set in the Middle Ages that are Hachette Book Group books
",['Circe (novel)' 'Julian (novel)'],3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The Violent Bear It Away', 'The Violent Bear It Away']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: children's books set in subterranea(such as the Chronicles of Narnia) or Isekai novels and light novels
","[""Alice's Adventures in Wonderland"" 'Prince Caspian'
 ""The Magician's Nephew""]",3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The Magician's Nephew', 'The Chronicles of Narnia', 'The Secret Man', 'The Seveneves', 'The Seveneves', 'The Seveneves', 'The Seveneves', 'The Seveneves', 'The Seveneves', 'The Seveneves', 'The Seveneves', 'The Seveneves', 'The Seveneves', 'The Seveneves', 'The Seveneves', 'The Seveneves',",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Films set in the year 2073
",['A.P.E.X.'],3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0, ['The Firebird Rocket'],147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Stop-motion animated paranormal musical comedy films
",['Babes in Toyland (1934 film)' 'Mad Monster Party?'],3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The Adventures of Jinbao', 'The Jungle Bunch', 'Moomins and the Comet Chase']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Australian novels made into tv shows, or 1911 debut novels, or novels by Joan Lindsay.
",['Come in Spinner' 'The Thorn Birds' 'Zuleika Dobson'],3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The Thorn Birds', 'The Secret Man', 'The Violent Bear It Away']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: French novels made in 1905.
",['The Lighthouse at the End of the World'],3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The Story Without a Name (novel)', 'The Violent Bear It Away', 'The Violent Bear It Away']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 2004 films that are set in 1974
","['Anchorman: The Legend of Ron Burgundy'
 'The Assassination of Richard Nixon']",3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The God that Failed', 'The Veteran (2011 film)']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: sci-fi films from 2008
","['CJ7' ""God's Puzzle (film)"" 'Stargate: The Ark of Truth']",3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['Resident Evil: Vendetta', 'The Young Magician', 'The Violent Bear It Away', 'The Gate to Women\'s Country', 'The Veteran', 'The Violent Bear It Away', 'The Gate to Women\'s Country', 'The Veteran', 'The Violent Bear It Away', 'The Gate to Women\'s Country', 'The Veteran', 'The Violent Bear It Away', 'The Gate to Women\'s Country', 'The Veteran', 'The",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Bulgarian animated films or Polish or Belgian animated fantasy films
",['Demoni (2012 film)' 'Dragon Rider (film)' 'Felix the Cat: The Movie'],3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The Adventures of Jinbao', 'Babes in Toyland', 'The Village of No Return', 'The Two Captains', 'The Violent Bear It Away', 'The Wandering Hill', 'The Violent Bear It Away', 'The Two Captains', 'The Violent Bear It Away', 'The Wandering Hill', 'The Violent Bear It Away', 'The Two Captains', 'The Violent Bear It Away', 'The Wandering Hill', 'The",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Novels adapted into radio programs that are set during WWI
",['All Quiet on the Western Front'],3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The Lives of Animals', 'The God that Failed', 'The Violent Bear It Away']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Horror drama films from the 2000s or Karel Jaromír Erben films
",['Little Otik' 'Nails (2003 film)' 'Princess Goldilocks'],3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The Abandoned', 'The Adventures of Peregrine Pickle', 'The Horror of the Living Dead', 'The Invincible Constable', 'The Midnight Zoo', 'The Two Who Stole the Moon']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 2023 action comedy, 2020s superhero comedy, or Guardians of the Galaxy films
","['Flora & Ulysses (film)' 'Guardians of the Galaxy Vol. 3'
 'Spider-Man: Across the Spider-Verse']",3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['Guardians of the Galaxy Vol. 3', 'Hulk: Where Monsters Dwell', 'The Jungle Bunch']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Bengali written Indian historical novels
",['Anandamath' 'Durgeshnandini' 'Those Days (novel)'],3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['Durgeshnandini', 'Anandamath', 'The Lives of Animals', 'To Be or Not to Be (book)']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1970s television films set in Palestine about terrorism
",['Victory at Entebbe'],3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The Assassination of Richard Nixon', 'The Violent Bear It Away']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1990s American buddy action, but not comedy, films
",['Die Hard with a Vengeance' 'Fled' 'Point Break'],3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The Two Who Stole the Moon', 'The Adventures of Peregrine Pickle', 'The Violent Bear It Away']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: fictional WWII novels about antisemitisim.
",['The Boys from Brazil (novel)' 'The Portage to San Cristobal of A.H.'],3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The God that Failed', 'The Lives of Animals', 'The Violent Bear It Away', 'The Violent Bear It Away']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: English books published by Farrar Straus and Giroux
",['Hild (novel)'],3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The Scarlet Letter', 'The Making of the Representative for Planet 8', 'Hild']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Films shot in Europe that are Austrian drama films and English language French films.
",['Taking Sides (film)'],3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['Babes in Toyland (1934 film)', 'Bubba Ho-Tep', 'The Violent Bear It Away', 'The Village of No Return', 'The Wandering Hill', 'The God that Failed', 'The Last Winter', 'The Last Mistress', 'The Last of the Buccaneers', 'The Last of the Buccaneers', 'The Last of the Buccaneers', 'The Last of the Buccaneers', 'The Last of the Buccaneers', 'The Last of the Buccaneers",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 2013 novels about multiple time paths
",['Life After Life (novel)' 'To Be or Not to Be (book)'],3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The Killing Joke', 'The History of Sir Charles Grandison', 'The Changeover']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Novels set in Russia and the Arctic about war and conflict
",['The Samovar Girl' 'The Two Captains'],3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The Killing Joke (film)', 'The Last Winter (2006 film)', 'The Secret Man', 'The Violent Bear It Away']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: English-language novels that are 1985 speculative fiction but not American 1985 novels
",['Illywhacker' 'Star Healer' 'The Hounds of the Morrigan'],3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The Making of the Representative for Planet 8', 'The Violent Bear It Away', 'The Gate to Women\'s Country']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Historical Chinese martial arts films about terrorism
","[""A Queen's Ransom""]",3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The Invincible Constable', 'The Village of No Return']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Iranian and Asian short films from 2010's
",['Game Over (2013 film)' 'The Poot' 'Two & Two (2011 film)'],3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The Midnight Zoo', 'This Census-Taker']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1968 art novels
",['It Happened in Boston?' 'The Public Image'],3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The Story Without a Name (novel)', 'The Lives of Animals', 'The Violent Bear It Away', 'The Violent Bear It Away']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: books about socialism and the french revolution
",['To the Finland Station'],3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The Lives of Animals', 'The God that Failed', 'The Chronicle of Malaysia', 'The Thorn Birds', 'The Lives of Animals', 'The God that Failed', 'The Chronicle of Malaysia', 'The Thorn Birds']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: American Science fiction children's comedy films set in castles.
",['Hotel Transylvania (film)'],3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The Adventures of Peregrine Pickle', 'The Castle in the Sky', 'The Firebird Rocket', 'The Last Winter', 'The Scarlet Letter', 'The Village of No Return']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: History books about Malaysia or the Qing dynasty or about South Korea
","['Chronicle of Malaysia' 'Korea: A Walk Through the Land of Miracles'
 'Treason by the Book']",3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The Legend of Johnny Lingo', 'The Making of the Representative for Planet 8', 'The Violent Bear It Away', 'The Lives of Animals', 'The Lives of Animals', 'The Lives of Animals', 'The Lives of Animals', 'The Lives of Animals', 'The Lives of Animals', 'The Lives of Animals', 'The Lives of Animals', 'The Lives of Animals', 'The Lives of Animals', 'The Lives of Animals', 'The Lives of Animals', '",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Supernatural western horror films from the 1990's
","[""From Dusk Till Dawn 3: The Hangman's Daughter"" 'Grim Prairie Tales'
 'Mad at the Moon']",3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The Last Winter', 'The Violent Bear It Away', 'The Wandering Hill', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', '",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Non History Books about communism
","['Red Diapers: Growing Up in the Communist Left'
 'Ten Days That Shook the World' 'The God that Failed']",3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The God that Failed', 'Red Dawn', 'The Veteran (2011 film)', 'The League of Extraordinary Gentlemen (film)', 'The History of Sir Charles Grandison', 'The Two Captains', 'The Violent Bear It Away', 'The Making of the Representative for Planet 8', 'The Public Image', 'The Lives of Animals', 'The Violent Bear It Away', 'The History of Sir Charles Grandison', 'The Two Captains', '",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Chinese novels adapted into plays or Yu Hua novels
",['Brothers (Yu novel)' 'Chronicle of a Blood Merchant' 'To Live (novel)'],3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The Lives of Animals', 'The Scarlet Letter', 'To Live', 'The Killing Joke', 'The Changeover', 'The Adventures of Jinbao', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Viol",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1534 books or 1553 books
",['Ferrara Bible' 'Observations (Belon book)' 'Scepter of Judah'],3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The History of Sir Charles Grandison', 'The Magician\'s Nephew']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what are some Emirati multilingual or Pakistani animated films
","['3 Bahadur: The Revenge of Baba Balaam' 'Aerials (film)'
 'The Glassworker']",3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['Aerials (film)', 'The Jungle Bunch (film)', 'Lapu-Lapu (2002 film)']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: novels written by by Louise Welsh
",['Tamburlaine Must Die' 'The Girl on the Stairs'],3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The Girl on the Stairs', 'The Girl on the Stairs', 'The Girl on the Stairs']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: WWII films that are Swiss
",['The Last Chance (1945 film)' 'The Sun (film)'],3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The Last Chance', 'The Jungle Bunch', 'The Last Mistress']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1898 English-language books that are also about adventure
",['In the Sargasso Sea' 'Rupert of Hentzau'],3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The Adventures of Peregrine Pickle', 'The Life of Verdi', 'The Scarlet Letter', 'The Secret Man', 'The Violent Bear It Away']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Dutch coming-of-age or Dutch erotic or erotic thriller films
",['Jongens'],3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The Dutch Coming-of-Age Film', 'The Dutch Erotic Film', 'The Dutch Erotic Thriller Film']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Non-supernatural fantasy films about televised people
",['Being John Malkovich' 'Bubba Ho-Tep' 'Millennium Actress'],3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The Adventures of Jinbao', 'The Invincible Constable', 'The Village of No Return']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1988 fiction environmental books
","[""The Gate to Women's Country"" 'Zodiac (novel)']",3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The History of Sir Charles Grandison', 'The Two Who Stole the Moon', 'The Boy at War']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what are  some Bulgarian animated, or Polish children's films
","['Demoni (2012 film)' 'The Two Who Stole the Moon'
 'The Young Magician (film)']",3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The Abandoned', 'The Adventures of Jinbao', 'The Two Who Stole the Moon', 'The Village of No Return']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1850s social psychology books
",['Madame Bovary' 'The Scarlet Letter'],3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The Scarlet Letter', 'The Wandering Hill', 'The Violent Bear It Away']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: German spy comedy films, or 2000s comedy-drama mystery films.
",['Hotel Clausewitz' 'Scorpions and Miniskirts' 'Tunis Top Secret'],3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The Violent Bear It Away', 'The God that Failed', 'The Veteran', 'The Two Captains', 'The Violent Bear It Away', 'The God that Failed', 'The Veteran', 'The Two Captains']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: American LGBT novels set in New England and that are also Speculative fiction novels
",['The Drowning Girl'],3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The Scarlet Letter', 'The History of Sir Charles Grandison', 'The Wandering Hill']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Films based of Craig Rices' work
","['Home Sweet Homicide' ""Mrs. O'Malley and Mr. Malone""
 'The Underworld Story']",3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The Violent Bear It Away', 'The Two Captains', 'The Violent Bear It Away', 'The Two Captains']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: New Zealand science fiction thriller films, films shot in Gauteng, or New Zealand post-apocalyptic films.
",['District 9' 'Night Raiders (2021 film)' 'The Quiet Earth (film)'],3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The Last Winter', 'The Violent Bear It Away', 'The God that Failed', 'The Fall of Hyperion', 'The Last Winter', 'The Violent Bear It Away', 'The God that Failed', 'The Fall of Hyperion']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 2004 romantic drama films about media
",['2046 (film)' 'Being Julia' 'Closer (2004 film)'],3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The Public Image', 'The Veteran', 'The God that Failed']",147.456
"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Soviet crime films that arent russian made
",['Look for a Woman' 'The Master of Taiga' 'Visit to Minotaur (film)'],3999.891456,17.396416512,27126.0,quest_128k,27126.0,0.7700738279495156,test,Final Answer: ,GB,256,3.999891456,17396.416512,4.0,117977.0," ['The Village of No Return', 'The Violent Bear It Away', 'The God that Failed', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away', 'The Violent Bear It Away",147.456
