question,memory_budget_unit,retained_kv_memory_mb,token_budget,compression_ratio,context_length,predicted_answer,context_tokens,uncompressed_kv_memory_gb,memory_budget,context_id,task,kv_memory_per_token_kb,retained_kv_memory_gb,answer_prefix,uncompressed_kv_memory_mb,max_new_tokens,answer,retained_context_tokens
What is the value associated with key 15DAD4EF00AA? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,1C80A3B1799D,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['6E8F17DDED81'],3472.0
What is the value associated with key BE9D18B87245? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,6E3C14348EAA,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['5F65BD21BC11'],3472.0
What is the value associated with key 214FCFD01CBD? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,The value associated with key `214FCFD01CBD` is `552795082801`.,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['0F5A8E6E5003'],3472.0
What is the value associated with key F4E596229348? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,The value associated with the key `F4E596229348` is `5C47843070,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['8FCA8FC42092'],3472.0
What is the value associated with key AB855463ADC7? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,635A5C7AF83D,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['692A1F4A8CA1'],3472.0
What is the value associated with key DFA45A856750? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,D97786296FBE,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['F0EDAA53C19C'],3472.0
What is the value associated with key 6C45C012A0FF? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,6C4A3D0A5E6A,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['EA74DE3B496F'],3472.0
What is the value associated with key 0D2BB8976EC5? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,The value associated with key `0D2BB8976EC5` is `57F8548C3E9A`.,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['49A2F7E8F8E5'],3472.0
What is the value associated with key 4FFC99B479D4? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,433D4E079053,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['1A855A057C11'],3472.0
What is the value associated with key 81E593F277CC? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,The value associated with the key `81E593F277CC` is `5FA8C885D3F3,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['279C36760CE5'],3472.0
What is the value associated with key 7B70A81FDEC3? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,The value associated with the key `7B70A81FDEC3` is `7B70A81FDEC3`.,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['D8E739681C81'],3472.0
What is the value associated with key 59A11BB43332? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,6E0F8A38D59E,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['8E67D86A6460'],3472.0
What is the value associated with key 1D695E187B24? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,The value associated with key `1D695E187B2A` is `1D695E187B2,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['4750C33A1F6C'],3472.0
What is the value associated with key 39E592F837D4? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,The value associated with key `39E592F837D4` is `5C4783D3091,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['6DDACEA60F4C'],3472.0
What is the value associated with key 8F9BD85C16BD? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,8A341111EE29,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['C476F97BE2DD'],3472.0
What is the value associated with key 9F29D1846C39? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,The value associated with the key `9F29D1846C39` is `59E7D463C1,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['ACCB9D132363'],3472.0
What is the value associated with key 8E86A487EEAB? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,8FA832339053,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['9BE706B89231'],3472.0
What is the value associated with key A867EDD877C8? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,A867EDD877C8,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['B187D4578AD9'],3472.0
What is the value associated with key 076944777442? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,The value associated with key `076944777442` is `2737388629FF,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['45F52E2FBF77'],3472.0
What is the value associated with key C32DB3E4110A? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,C0BA7213E7CC,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['EBE94F199EC0'],3472.0
What is the value associated with key 59DC56FEBFB9? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,The value associated with key `59DC56FEBFB9` is `5D3D4E0648D0`.,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['2E7001902620'],3472.0
What is the value associated with key 24ACDEAF528D? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,The value associated with key `24ACDEAF528D` is `10F85C3D9053`.,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['A84790FA6B57'],3472.0
What is the value associated with key 11D06699CD99? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,1C80A3B1799D,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['BDB02451E5A4'],3472.0
What is the value associated with key F8C8A2178F84? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,F8C8A2178F84,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['177D07D924CE'],3472.0
What is the value associated with key 87CDBF012E32? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,639D790B1E94,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['604E3712F2D1'],3472.0
What is the value associated with key 74226B7A2460? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,The value associated with key `74226B7A2460` is `0C534F47609,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['284B5744F596'],3472.0
What is the value associated with key 4FC75EBBCCA5? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,The value associated with key `4FC75EBBCCA5` is `548C35D90000`.,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['530AB8BA8368'],3472.0
What is the value associated with key F100C6DEB2F0? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,F100C6DEB2F0,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['98A2914DCFAE'],3472.0
What is the value associated with key E22215BFBE97? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,E22215BFBE97 is not a valid key in the provided list. Please check the key and try again.,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['27D40D77C5A0'],3472.0
What is the value associated with key C122284C03D2? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,C94F902A404F,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['0CBD9E2AA4AC'],3472.0
What is the value associated with key 14E2AC8936BC? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,The value associated with key `14E2AC8936BC` is `13C3BBF8DA91`.,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['716F45A88829'],3472.0
What is the value associated with key 6C8CA974D079? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,6C344E2C5D1E,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['9B697C54535F'],3472.0
What is the value associated with key 6A077129CEC7? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,The value associated with the key `6A077129CEC7` is `65337CE4770E,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['372F45EE432D'],3472.0
What is the value associated with key 8329C143F426? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,6D544E07E3A6,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['585D1D2324E6'],3472.0
What is the value associated with key 1C636E0ED1E8? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,1C636E0ED1E8,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['AD9F4882D73C'],3472.0
What is the value associated with key 97D7ADB14670? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,6E3C14348D8A,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['86E57C93F6CC'],3472.0
What is the value associated with key 4EF4AAC93316? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,BDA30913582C,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['38730BA078E8'],3472.0
What is the value associated with key FC04652FFB49? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,The value associated with the key `FC04652FFB49` is `57F8F314D68A,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['0E06996D5C50'],3472.0
What is the value associated with key 345501F7C7EC? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,635A5C7AF83D,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['F2004D29D1AB'],3472.0
What is the value associated with key C47136136E15? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,C47136136E15,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['C3A02321D1E1'],3472.0
What is the value associated with key 4A194169B9FC? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,The value associated with the key `4A194169B9FC` is `D44C83058A3,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['1EB753FFD3A2'],3472.0
What is the value associated with key 7F5401FA964E? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,The value associated with the key `7F5401FA964E` is `5C3D405C894,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['6E3FBF3C5140'],3472.0
What is the value associated with key 21122CFA55B0? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,23E25307E46C,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['885761554667'],3472.0
What is the value associated with key 3AE8B423CCDE? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,The value associated with key `3AE8B423CCDE` is `57F78C33E91F`.,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['8F088011316B'],3472.0
What is the value associated with key AB05D556B37D? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,639D26ED5D1E,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['5AAACE6322B6'],3472.0
What is the value associated with key 65A612738A23? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,65A612738A23,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['BDF6DC9C96DE'],3472.0
What is the value associated with key 6FAC0AD45230? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,The value associated with the key `6FAC0AD45230` is `5048BF7B539B`.,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['75B204CC3EDE'],3472.0
What is the value associated with key 13EEEBD14D2C? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,1A2B3C4D5E6F7890ABCD1234,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['5024DCB33DF3'],3472.0
What is the value associated with key 6DE59364F3D0? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,The value associated with the key `6DE59364F3D0` is `65337CE4770E,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['678892CA525A'],3472.0
What is the value associated with key A3E0B5A1B949? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,A89434E3F0A1,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['4A1D6AEDFDC7'],3472.0
What is the value associated with key 67B01D7C0098? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,The value associated with key `67B01D7C0098` is `5C530C9FA6E6,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['F7580556DAEA'],3472.0
What is the value associated with key 2BFF532401FC? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,B08513F0905A,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['F296CD2372C2'],3472.0
What is the value associated with key 75C89E3D750D? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,The value associated with key `75C89E3D750D` is `004ED3D877A8,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['B08AD4FFA666'],3472.0
What is the value associated with key 5CA2EB7607C9? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,B69F4D53091D,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['6FCC168FAE12'],3472.0
What is the value associated with key 1B19D8302081? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,The value associated with key `1B19D8302081` is `5C443D218E9,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['6F883E49FD09'],3472.0
What is the value associated with key 668396C044D0? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,668396C044D0,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['1422862268D1'],3472.0
What is the value associated with key DEDA6550F74A? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,The value associated with the key `DEDA6550F74A` is `1D86C3A023D0,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['BEED4F6E274B'],3472.0
What is the value associated with key 38B856EA57B3? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,The value associated with key `38B856EA57B3` is `1B6733BB7382`.,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['C7745543FC3C'],3472.0
What is the value associated with key 138D2B0ABEDD? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,The value associated with key `138D2B0ABEDD` is `1A2C90E0B95F`.,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['A21B82AF085C'],3472.0
What is the value associated with key 87D51D30D990? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,8FA832339053,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['31A3828C37E7'],3472.0
What is the value associated with key C6B6E7EA8D5A? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,The value associated with the key `C6B6E7EA8D5A` is `C9E5A237A8C,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['59E15970A859'],3472.0
What is the value associated with key F54EBA35844E? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,The value associated with the key `F54EBA35844E` is `58C35A85D88,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['A53BD1A69D87'],3472.0
What is the value associated with key 25CFD0A643FE? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,260C352C0E6A,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['1A513C7C1D85'],3472.0
What is the value associated with key 4187257D5E52? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,D6067D830C91,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['2C6A328067A1'],3472.0
What is the value associated with key 27229A36D1EC? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,The value associated with the key `27229A36D1EC` is `59E7D5F8D90,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['C257C29D782B'],3472.0
What is the value associated with key 134AA7CF705C? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,1307D8C3985C,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['F3872D5972C6'],3472.0
What is the value associated with key A0C1C5D95F51? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,A0C1C5D95F51,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['76C57E7E7419'],3472.0
What is the value associated with key 9050C1235C91? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,The value associated with key `9053FBA3091F` is `909E8A38D5AA`.,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['9458C2874F06'],3472.0
What is the value associated with key AE5E72EB7474? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,The value associated with the key `AE5E72EB7474` is `1823B9A4DE2B`.,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['E1CDEC955F87'],3472.0
What is the value associated with key A49B9082889B? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,A49B9082889B,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['FC8DA2A2E91F'],3472.0
What is the value associated with key 52BD9FE0A8C7? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,5037B8E544A4,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['F891DD3F487E'],3472.0
What is the value associated with key 50EEA09151E0? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,502E0A8A9000,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['709426A524E3'],3472.0
What is the value associated with key 780B117B355B? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,The value associated with the key `780B117B355B` is `5417CAAA5BBE`.,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['A1A271348C2A'],3472.0
What is the value associated with key CBDC4D85A3D2? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,CBDC4D85A3D2 is not a valid key in the provided list.,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['976746510367'],3472.0
What is the value associated with key 5A180E614BCD? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,The value associated with the key `5A180E614BCD` is `44291257429,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['12FE81E0D489'],3472.0
What is the value associated with key 76344F76E388? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,The value associated with key `76344F76E388` is `500101D7783,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['09A073B0A091'],3472.0
What is the value associated with key 5E650E9058B6? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,The value associated with key `5E650E9058B6` is `54C7844E300,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['497DD4EA120A'],3472.0
What is the value associated with key A50813A4A492? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,A50813A4A492,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['FA34DD3F7D7E'],3472.0
What is the value associated with key 171DDAF481A7? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,1C80A3B1799D,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['98159D713084'],3472.0
What is the value associated with key 626D81CF3252? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,D97E6E3B0C2A,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['94907674456F'],3472.0
What is the value associated with key F4488DE7AD6C? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,F390CD08541A,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['BD29CAB4923B'],3472.0
What is the value associated with key 0A80E5582E16? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,The value associated with key `0A80E5582E16` is `57D03D54B8C,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['E8B77321BF6B'],3472.0
What is the value associated with key 9258CF501889? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,900130985941,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['3030A6DED1D8'],3472.0
What is the value associated with key 9AE1524F93FF? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,6B0E3F5490F7,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['805979C2D2E4'],3472.0
What is the value associated with key F52D269ED4C9? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,F003D582544E,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['73550FD6F47E'],3472.0
What is the value associated with key CF9B1A7F195B? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,7B87DA990916,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['D65EE62D2D06'],3472.0
What is the value associated with key FB7D57EB89B1? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,6E3C1434E91F,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['1596B6DD6257'],3472.0
What is the value associated with key A568812A1F9B? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,A0C3043D88A1,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['0A052C2CD22B'],3472.0
What is the value associated with key B5263F6C21F7? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,B3DA759C918C,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['FDB17010ED13'],3472.0
What is the value associated with key 8629707DF251? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,849430825641,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['9C1C85D2D0A6'],3472.0
What is the value associated with key 5D2828A39779? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,The value associated with the key `5D2828A39779` is `1B31548C37,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['EAFD5F733A3E'],3472.0
What is the value associated with key 632D486BB6BF? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,The value associated with key `632D486BB6BF` is `6B658B8148F6`.,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['C64368A51C68'],3472.0
What is the value associated with key ADCC569F3AB3? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,B3DA756EB67D,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['0D67990F0C5B'],3472.0
What is the value associated with key A181CA0AC6AC? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,A23E8CB526E8,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['55ABA5B5CDC2'],3472.0
What is the value associated with key 546610DF9974? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,502E0A8AEB94,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['8ED618318AA3'],3472.0
What is the value associated with key 62F5ADAA44CA? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,61AD93875413,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['408248BDDB3E'],3472.0
What is the value associated with key DA00B9469BCF? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,D3DA8C91D5AA,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['F6E3A8149562'],3472.0
What is the value associated with key 9A4AE806133C? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,653370E8E19C,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['267EDF8F4197'],3472.0
What is the value associated with key 14DD555736F8? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,14403D578E91,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['A9E2952E6ABB'],3472.0
What is the value associated with key EAAF2434A678? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,The value associated with the key `EAAF2434A678` is `578F53482C91,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['4F6B598DDAEC'],3472.0
What is the value associated with key A7F3F7BAF55E? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,A7F3F7BAF55E,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['A981B2CF952D'],3472.0
What is the value associated with key 210264575BC4? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,1A6C5D0940F7,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['B57698549F22'],3472.0
What is the value associated with key 15B0F020E992? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,1C80A3B1799D,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['8F154F40C22F'],3472.0
What is the value associated with key A4BB606E0E1C? Return only the value.,MB,511.967232,3472.0,0.9406262291157207,62995,A3E2549C9ED9,58477.0,8.622784512,512.0,context_0000,synthetic_kv_64k,147.456,0.511967232,,8622.784512,32,['5417CAAA5BBE'],3472.0
