predicted_answer,max_new_tokens,task,retained_kv_memory_gb,kv_memory_per_token_kb,split,compression_ratio,question,retained_context_tokens,answers,retained_kv_memory_mb,context_tokens,answer_prefix,uncompressed_kv_memory_gb,uncompressed_kv_memory_mb
" ['Hotel Transylvania', 'The Young Magician']",256,quest_32k,6.546898944,147.456,test,0.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: American Science fiction children's comedy films set in castles.
",44399.0,['Hotel Transylvania (film)'],6546.898944,44399.0,Final Answer: ,6.546898944,6546.898944
" ['The Chronicle of Malaysia', 'Treason by the Book', 'Korea: A Walk Through the Land of Miracles']",256,quest_32k,6.546898944,147.456,test,0.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: History books about Malaysia or the Qing dynasty or about South Korea
",44399.0,"['Chronicle of Malaysia' 'Korea: A Walk Through the Land of Miracles'
 'Treason by the Book']",6546.898944,44399.0,Final Answer: ,6.546898944,6546.898944
" ['Les observations de plusieurs singularitez et choses memorables trouvées en Grèce, Asie, Judée, Egypte, Arabie et autres pays estranges', 'The Glassworker', 'The Scepter of Judah', 'The Blind Owl', 'The Portage to San Cristobal of A.H.']",256,quest_32k,6.546898944,147.456,test,0.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1534 books or 1553 books
",44399.0,['Ferrara Bible' 'Observations (Belon book)' 'Scepter of Judah'],6546.898944,44399.0,Final Answer: ,6.546898944,6546.898944
" ['Aerials', '3 Bahadur: The Revenge of Baba Balaam', 'The Glassworker']",256,quest_32k,6.546898944,147.456,test,0.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what are some Emirati multilingual or Pakistani animated films
",44399.0,"['3 Bahadur: The Revenge of Baba Balaam' 'Aerials (film)'
 'The Glassworker']",6546.898944,44399.0,Final Answer: ,6.546898944,6546.898944
" ['Tamburlaine Must Die', 'The Girl on the Stairs', 'The Bullet Trick', 'Naming The Bones']",256,quest_32k,6.546898944,147.456,test,0.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: novels written by by Louise Welsh
",44399.0,['Tamburlaine Must Die' 'The Girl on the Stairs'],6546.898944,44399.0,Final Answer: ,6.546898944,6546.898944
 ['The Last Chance (1945 film)'],256,quest_32k,6.546898944,147.456,test,0.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: WWII films that are Swiss
",44399.0,['The Last Chance (1945 film)' 'The Sun (film)'],6546.898944,44399.0,Final Answer: ,6.546898944,6546.898944
" ['The Lighthouse at the End of the World', 'The Violent Bear It Away', 'The Portage to San Cristobal of A.H.']",256,quest_32k,6.546898944,147.456,test,0.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1898 English-language books that are also about adventure
",44399.0,['In the Sargasso Sea' 'Rupert of Hentzau'],6546.898944,44399.0,Final Answer: ,6.546898944,6546.898944
" ['The Two Captains', 'The Two Captains', 'The Two Captains']",256,quest_32k,6.546898944,147.456,test,0.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Dutch coming-of-age or Dutch erotic or erotic thriller films
",44399.0,['Jongens'],6546.898944,44399.0,Final Answer: ,6.546898944,6546.898944
" ['The Story Without a Name (novel)', 'The Lives of Animals', 'The Gate to Women's Country', 'The Violent Bear It Away', 'The Final Nexus', 'The Vulcan Academy Murders', 'The Lives of Animals', 'The Gate to Women's Country', 'The Violent Bear It Away', 'The Final Nexus', 'The Vulcan Academy Murders']",256,quest_32k,6.546898944,147.456,test,0.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1988 fiction environmental books
",44399.0,"[""The Gate to Women's Country"" 'Zodiac (novel)']",6546.898944,44399.0,Final Answer: ,6.546898944,6546.898944
" ['The Two Who Stole the Moon', 'The Violent Bear It Away', 'The Two Captains', 'The Violent Bear It Away', 'The Two Who Stole the Moon', 'The Two Captains']",256,quest_32k,6.546898944,147.456,test,0.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: what are  some Bulgarian animated, or Polish children's films
",44399.0,"['Demoni (2012 film)' 'The Two Who Stole the Moon'
 'The Young Magician (film)']",6546.898944,44399.0,Final Answer: ,6.546898944,6546.898944
" ['Hotel Clausewitz', 'The Invincible Constable', 'The Village of No Return', 'The Midnight Zoo', 'The Bewitched', 'The Public Image', 'The Midnight Zoo', 'The Invincible Constable', 'The Village of No Return', 'The Midnight Zoo', 'The Bewitched', 'The Public Image', 'The Midnight Zoo', 'The Bewitched', 'The Public Image', 'The Midnight Zoo', 'The Bewitched', 'The Public Image', '",256,quest_32k,6.546898944,147.456,test,0.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: German spy comedy films, or 2000s comedy-drama mystery films.
",44399.0,['Hotel Clausewitz' 'Scorpions and Miniskirts' 'Tunis Top Secret'],6546.898944,44399.0,Final Answer: ,6.546898944,6546.898944
" ['The Violent Bear It Away', 'The Midnight Zoo', 'The Village of No Return']",256,quest_32k,6.546898944,147.456,test,0.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: American LGBT novels set in New England and that are also Speculative fiction novels
",44399.0,['The Drowning Girl'],6546.898944,44399.0,Final Answer: ,6.546898944,6546.898944
" ['The Master of Taiga', 'The Two Captains', 'Visit to Minotaur']",256,quest_32k,6.546898944,147.456,test,0.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Soviet crime films that arent russian made
",44399.0,['Look for a Woman' 'The Master of Taiga' 'Visit to Minotaur (film)'],6546.898944,44399.0,Final Answer: ,6.546898944,6546.898944
" ['The Final Reflection', 'The Vulcan Academy Murders', 'The Lives of Animals']",256,quest_32k,6.546898944,147.456,test,0.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: 1984 Science fiction Space opera novel series
",44399.0,"['The Final Reflection' 'The Trellisane Confrontation'
 'The Vulcan Academy Murders']",6546.898944,44399.0,Final Answer: ,6.546898944,6546.898944
