answers,memory_budget_unit,task,token_budget,compression_ratio,split,answer_prefix,predicted_answer,memory_budget,retained_kv_memory_mb,retained_context_tokens,uncompressed_kv_memory_gb,uncompressed_kv_memory_mb,context_tokens,question,retained_kv_memory_gb,max_new_tokens,kv_memory_per_token_kb
"['A Girl Worth Fighting For' 'Beautiful Disaster' 'Break My Stride'
 'Honor to Us All' 'Mulan' 'Reflection']",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['The 2008 Primetime Emmy Awards - Outstanding Original Music Score', 'The 2008 Primetime Emmy Awards - Outstanding Original Music Score']  
List:  
- ""The 2008 Primetime Emmy Awards - Outstanding Original Music Score""  
- ""The 2008 Primetime Emmy Awards - Outstanding Original Music Score""",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What tracks did Matthew Wilder compose?
",0.255983616,256,147.456
"['Frank Kitto' 'John Toohey' 'Michael McHugh' 'Patrick Keane'
 'William Deane']",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['1', '2', '3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '20', '21', '22', '23', '24', '25', '26', '27', '",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who served on the High Court of Australia as a Justice?
",0.255983616,256,147.456
['Dan Panosian' 'Jim Zub' 'Marc Silvestri' 'Riley Rossmo' 'Sam Liu'],MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['Image Comics', '10']  
['Mel Brooks is employed by Image Comics.']",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who is employed by Image Comics?
",0.255983616,256,147.456
"['Aattakatha' 'Onnum Mindatha Bharya' 'Paavam Poornima'
 'Thakilu Kottampuram' 'Visa']",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['The 1988 movie ""The Addams Family""', 'The 1988 movie ""The Addams Family""']  
The movie Balu Kiriyath screenwrote for is ""The Addams Family"".",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What movie did Balu Kiriyath screenwrite for?
",0.255983616,256,147.456
"['Adam and Eve' 'Column X' 'Peter the Mariner'
 ""We'll Meet Again in the Heimat"" 'You Walk So Softly']",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['The Young and the Restless', 'The Young and the Restless']  
['The Young and the Restless']",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What's the name of the film produced by Reinhold Schünzel?
",0.255983616,256,147.456
['Aung San Suu Kyi' 'Bamar' 'Min Aung Hlaing' 'Saw Wai' 'Win Tin'],MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['Another 2008', 'Another 2009', 'Another 2010', 'Another 2011', 'Another 2012', 'Another 2013', 'Another 2014', 'Another 2015', 'Another 2016', 'Another 2017', 'Another 2018', 'Another 2019', 'Another 2",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who was a native speaker of Burmese?
",0.255983616,256,147.456
"['Anthony Lombard' 'Joshua Hassan' 'Julio Alcantara' 'Olga Zammitt'
 'Solomon Levy']",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['G11', 'G12']  
List of Mayors of Gibraltar:  
1. Sir Michael Buckley (mentioned in document G11)  
2. Sir John Buckley (mentioned in document G12)",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: List all the Mayors of Gibraltar?
",0.255983616,256,147.456
"['Aled Jones' 'Gethin Jones' 'Helen Carnell' 'John Stapleton'
 'Laura Tobin']",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['ITV Breakfast', '2008-07-10']  
['The journalist featured on the show ITV Breakfast is Jeffery E. Johnson.']",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What journalist is featured on the show ITV breakfast?
",0.255983616,256,147.456
"['Barreiro/Anhemas Sustainable Development Reserve'
 'Caverna do Diabo State Park'
 'Pinheirinhos Sustainable Development Reserve'
 'Quilombos de Barra do Turvo Sustainable Development Reserve'
 'Rio Turvo State Park']",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['The Mountaineer (Barra do Turvo)', 'The Mountaineer (Barra do Turvo)']  
The geographical feature located in or around Barra do Turvo is a ""barra"" (a type of coastal spit or barrier). This is mentioned in the document titled ""The Mountaineer (Barra do Turvo)"" with ID: 'The Mountaineer (Barra do Turvo)'.",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What geographical feature is located in or around Barra do Turvo?
",0.255983616,256,147.456
"[""2006 Australian Open – Women's Doubles""
 ""2006 Ordina Open – Women's Doubles""
 '2008 Internationaux de Strasbourg – doubles'
 ""2008 Medibank International – Women's Doubles""
 '2010 MPS Group Championships – doubles']",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['2008 Tennis Championships - Women\'s Singles', '2008 Tennis Championships - Women\'s Singles']  
- Yan Zi won the 2008 Tennis Championships - Women's Singles.",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What tennis competition was won by Yan Zi?
",0.255983616,256,147.456
['Black Panther' 'Dora Milaje' 'Man-Ape' 'Okoye' 'Storm'],MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['TITLE: ""The Mountaineer (Katoomba)""; ID: 5', 'TITLE: ""The Mountaineer (Katoomba)""; ID: 5']

**List of Answers:**
- The Mountaineer (Katoomba) - ID: 5",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who possesses citizenship from Wakanda?
",0.255983616,256,147.456
"['Beached Az' 'Maximum Choppage' 'Review with Myles Barlow' 'Soul Mates'
 'Twentysomething']",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['The First 20 Minutes', 'The First 20 Minutes']  
['The First 20 Minutes']",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which TV show originally aired on ABC2?
",0.255983616,256,147.456
"['Battles of Destiny' 'Conquered Kingdoms' ""Solitaire's Journey""
 'The Grandest Fleet' 'The Perfect General']",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['Quantum Quality Productions published what piece of writing?', '2008-07-10-10-10-10']

The answer is:
- ""The 1996 Quantum Quality Productions published 'The 1996 Quantum Quality Productions published 'The 1996 Quantum Quality Productions published 'The 1996 Quantum Quality Productions published 'The 1996 Quantum Quality Productions published 'The 1996 Quantum",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Quantum Quality Productions published what piece of writing?
",0.255983616,256,147.456
['Bob Knuth' 'Henry Mazer' 'Philip Farkas' 'Ray Still' 'Theodore Thomas'],MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['The Chicago Symphony Orchestra employs whom?', 'The Chicago Symphony Orchestra employs whom?']

The Chicago Symphony Orchestra employs the following individuals:
- Richard Aitson (ID: 14)",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: The Chicago Symphony Orchestra employs whom?
",0.255983616,256,147.456
"['Big Creek Bridge' 'Conde McCullough Memorial Bridge'
 'Ten Mile Creek Bridge' 'Wilson River Bridge' 'Yaquina Bay Bridge']",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['Conde Balcom McCullough', 'Conde Balcom McCullough']  
- Conde Balcom McCullough designed the ""Butterfield"" building, which is referenced in the document as a notable structure.",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What did Conde Balcom McCullough design?
",0.255983616,256,147.456
"['Berthold Goldschmidt' 'Julius Bürger' 'Rudolf Kolisch' 'Walter Kaufmann'
 'Zdenka Ticharich']",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['The 2008-09 Season: A Review', 'The 2009-10 Season: A Review']  
- **The 2008-09 Season: A Review** - The document mentions that ""the 2008-09 season"" is covered, but it does not specifically mention anyone studying under Franz Schreker.  
- **The 2009-10 Season: A Review** - The",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who studied under Franz Schreker?
",0.255983616,256,147.456
"['Ayodele Casel' 'Fayard Nicholas' 'Harold Nicholas' 'Maceo Anderson'
 'Nicholas Brothers']",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['The Mountaineer', 'The Mountaineer']  
List of tap dancers:  
- Richard Aitson (ID: 'The Mountaineer')  
- The Mountaineer (ID: 'The Mountaineer')",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who worked as a tap dancer?
",0.255983616,256,147.456
"['Barra Airport' 'Benbecula Airport' 'Islay Airport' 'Kirkwall Airport'
 'Tiree Airport']",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['1987-04-15', '1987-04-15 - 1987-04-15 - 1987-04-15 - 1987-04-15 - 1987-04-15 - 1987-04-15 - 1987-04-15 - 198",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What is operated by Highlands and Islands Airports?
",0.255983616,256,147.456
"['estradiol benzoate/estradiol valerate/hydroxyprogesterone caproate'
 'estradiol benzoate/hydroxyprogesterone caproate'
 'estradiol cypionate/hydroxyprogesterone caproate'
 'estradiol dipropionate/hydroxyprogesterone caproate'
 'estradiol valerate/hydroxyprogesterone caproate']",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['ID: 10', 'ID: 1']  
['Hydroxyprogesterone caproate contains progesterone, which is a naturally occurring hormone. It is a synthetic form of progesterone used in medical applications.']",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What are the chemical substances in hydroxyprogesterone caproate?
",0.255983616,256,147.456
"['David Hawley' 'Dudley Saltonstall' 'John Burroughs Hopkins'
 'John Paul Jones' 'Richard Wickes']",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['Title: ""The 1976 Australian National Football Team"" - ID: 1', 'Title: ""The 1976 Australian National Football Team"" - ID: 1']

**Answer:**
- The 1976 Australian National Football Team was a member of the Continental Navy.",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who was a member of the Continental Navy?
",0.255983616,256,147.456
"['Another Round at the Spaceport Bar' ""Cthulhu's Reign""
 'Tales from the Spaceport Bar' 'That is Not Dead'
 'The Secret History of Vampires']",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['2007-08-28', '2007-08-28']  
- ""Another World"" (2007-08-28)  
- ""Another World"" (2007-08-28)",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: What anthology did Darrell Schweitzer edit?
",0.255983616,256,147.456
"['Ann-Sophie Qvarnström' 'Antonio Sancho de Benevento' 'Henry Petzal'
 'Louisa Courtauld' 'Tommy Singer']",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['Title: ""Mel Brooks composed what score?""', 'ID: 1']  
- Mel Brooks is not directly mentioned as being employed in the silversmith industry. However, the document mentions ""Mel Brooks (1940 – 20 October 2011)"" as a composer, but it does not specify any involvement in the silversmith industry.",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Who is employed in the silversmith industry?
",0.255983616,256,147.456
"['1939 Taça de Portugal Final' '1951 Taça de Portugal Final'
 '1967 Taça de Portugal Final' '2012 Supertaça Cândido de Oliveira'
 '2012 Taça de Portugal Final']",MB,qampari_32k,1736.0,0.9642415753481091,test,Final Answer: ," ['The 2008 Primavera Cup Final', '2008-001']  
- The 2008 Primavera Cup Final",256.0,255.983616,1736.0,7.158693888,7158.693888,48548.0,"====== Now let's start! ======
Based on the documents above, can you answer the following query? Print out the TITLE and ID of the documents you use to answer. Then format the answers into a list.
query: Which competition final did the Associação Académica de Coimbra – O.A.F make?
",0.255983616,256,147.456
