id,campaign,task,label,selection,k,window,read_chars,finding_chars,hops,metric,score,em,n,tokens_per_query,total_tokens,latency_s,root_peak_tokens,document_coverage,map_calls,abstained,errors,unfinished,run_name
query-1ffad61595bb6f8e,query,quest_128k,Random · seed 0 · k=5,independent,5,2000,0,2000,1,coverage,0.0,0.0,55,3428.163636363636,188549,2.3956363636363633,445.1,0.02065369446591742,5.0,45,0,0,loft__quest_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-file5__sel-random-s0__mapg-window__listfmt
query-27583fa44707b104,query,quest_128k,Random · seed 1 · k=5,independent,5,2000,0,2000,1,coverage,0.0,0.0,55,3397.7272727272725,186875,2.0821818181818186,423.25,0.02063862204955096,5.0,47,0,0,loft__quest_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-file5__sel-random-s1__mapg-window__listfmt
query-f59a5a89946521ed,query,quest_128k,Random · seed 2 · k=5,independent,5,2000,0,2000,1,coverage,0.0,0.0,55,3361.4545454545455,184880,1.6394545454545455,452.3333333333333,0.02063862204955096,5.0,52,0,0,loft__quest_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-file5__sel-random-s2__mapg-window__listfmt
query-56dce71250fbada2,query,quest_128k,Evenly spaced windows · k=5,independent,5,2000,0,2000,1,coverage,0.6060606060606061,0.0,55,3263.8545454545456,179512,5.407272727272727,504.93333333333334,0.018484246216211166,5.0,40,0,0,loft__quest_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-file5__sel-stride__mapg-window__listfmt
query-f556ea00bf3eefad,query,quest_128k,Exhaustive · every window,independent,76,8000,0,1578,1,coverage,34.84848484848485,16.363636363636363,55,164358.65454545454,9039726,148.75709090909092,1988.851851851852,1.0,76.0,1,0,0,loft__quest_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-file76__sel-all__win8000o1600__mapg-window__find1578__listfmt
geometry-5bcb4ac927fa2dbe,geometry,hotpotqa_128k,"BM25 · task + question · k=10 · w=2,000",aware,10,2000,0,2000,1,subspan_em,45.45454545454545,34.54545454545455,55,7300.909090909091,401550,8.177454545454548,446.40384615384613,0.04313490312082019,8.236363636363636,3,0,0,loft__hotpotqa_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm2510
geometry-ab7fb55b9ee97014,geometry,hotpotqa_128k,"BM25 · question only · k=10 · w=2,000",aware,10,2000,0,2000,1,subspan_em,45.45454545454545,30.909090909090907,55,7704.945454545455,423772,8.27890909090909,471.65384615384613,0.04476353798519606,8.436363636363636,3,0,0,loft__hotpotqa_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm2510__qbare
geometry-f2752b1d1faf6ccd,geometry,hotpotqa_128k,"BM25 · task + question · k=10 · w=1,000",aware,10,1000,0,2000,1,subspan_em,45.45454545454545,34.54545454545455,55,4187.945454545455,230337,5.482363636363637,423.7692307692308,0.02033435193202454,6.254545454545455,3,0,0,loft__hotpotqa_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm2510__win1000o200
geometry-bd0d7bb11738ac23,geometry,hotpotqa_128k,"BM25 · question only · k=10 · w=1,000",aware,10,1000,0,2000,1,subspan_em,50.90909090909091,38.18181818181819,55,5018.254545454545,276004,6.4310909090909085,465.0,0.022432305862613834,8.50909090909091,2,0,0,loft__hotpotqa_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm2510__win1000o200__qbare
geometry-2151e970e9524fe5,geometry,hotpotqa_128k,"BM25 · task + question · k=10 · w=4,000",aware,10,4000,0,4000,1,subspan_em,50.90909090909091,40.0,55,12762.418181818182,701933,9.670181818181819,434.1132075471698,0.08784318746146556,8.745454545454546,2,0,0,loft__hotpotqa_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm2510__win4000o800__find4000
geometry-0d3850402035c634,geometry,hotpotqa_128k,"BM25 · task + question · k=10 · w=8,000",aware,10,8000,0,8000,1,subspan_em,47.27272727272727,30.909090909090907,55,21327.52727272727,1173014,8.700727272727272,397.0377358490566,0.16230084261807937,6.963636363636364,2,0,0,loft__hotpotqa_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm2510__win8000o1600__find8000
geometry-52086ed18fa56bda,geometry,hotpotqa_128k,"BM25 · task + question · k=2 · w=2,000",aware,2,2000,0,2000,1,subspan_em,0.0,0.0,55,941.1818181818181,51765,0.21581818181818183,,0.006782047956120525,1.0,55,0,0,loft__hotpotqa_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm252
geometry-9ad140121c2b71bb,geometry,hotpotqa_128k,"BM25 · question only · k=2 · w=2,000",aware,2,2000,0,2000,1,subspan_em,36.36363636363637,27.27272727272727,55,2018.4545454545455,111015,4.639272727272727,414.6470588235294,0.008995562862812617,1.709090909090909,4,0,0,loft__hotpotqa_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm252__qbare
geometry-cc15f6739a4cadae,geometry,hotpotqa_128k,"BM25 · task + question · k=2 · w=1,000",aware,2,1000,0,2000,1,subspan_em,0.0,0.0,55,629.1454545454545,34603,0.3258181818181818,228.0,0.004169291776303597,1.0,53,0,0,loft__hotpotqa_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm252__win1000o200
geometry-cf1a4190002865cb,geometry,hotpotqa_128k,"BM25 · question only · k=2 · w=1,000",aware,2,1000,0,2000,1,subspan_em,38.18181818181819,25.454545454545453,55,1449.9272727272728,79746,3.8096363636363635,389.78846153846155,0.0045146270547449085,1.7454545454545454,3,0,0,loft__hotpotqa_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm252__win1000o200__qbare
geometry-e03ac75fb5ff6da1,geometry,hotpotqa_128k,"BM25 · task + question · k=2 · w=4,000",aware,2,4000,0,4000,1,subspan_em,3.6363636363636362,3.6363636363636362,55,2365.1272727272726,130082,1.315090909090909,391.125,0.016047140792350728,2.0,47,0,0,loft__hotpotqa_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm252__win4000o800__find4000
geometry-ac420277a346cd45,geometry,hotpotqa_128k,"BM25 · question only · k=2 · w=4,000",aware,2,4000,0,4000,1,subspan_em,47.27272727272727,29.09090909090909,55,3067.5636363636363,168716,6.137090909090908,428.3673469387755,0.017822669492239224,1.6181818181818182,6,0,0,loft__hotpotqa_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm252__win4000o800__find4000__qbare
geometry-51e3b0db2d5c76a6,geometry,hotpotqa_128k,"BM25 · task + question · k=2 · w=8,000",aware,2,8000,0,8000,1,subspan_em,0.0,0.0,55,2736.181818181818,150490,0.654,245.25,0.021606196494088868,1.0,51,0,0,loft__hotpotqa_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm252__win8000o1600__find8000
geometry-dd907c9231876465,geometry,hotpotqa_128k,"BM25 · task + question · k=5 · w=2,000",aware,5,2000,0,2000,1,subspan_em,34.54545454545455,25.454545454545453,55,3689.581818181818,202927,4.891272727272727,385.7843137254902,0.020443848483725442,3.7454545454545456,4,0,0,loft__hotpotqa_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255
geometry-a8c103354e85b23f,geometry,hotpotqa_128k,"BM25 · task + question · k=5 · w=2,000 · 2 hops",aware,5,2000,0,2000,2,subspan_em,58.18181818181818,43.63636363636363,55,7235.618181818182,397959,6.558181818181817,509.70588235294116,0.04116396519020393,7.9818181818181815,4,0,0,loft__hotpotqa_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__hops2
geometry-630d92aef5cf6816,geometry,hotpotqa_128k,"BM25 · question only · k=5 · w=2,000",aware,5,2000,0,2000,1,subspan_em,49.09090909090909,32.72727272727273,55,4195.6,230758,6.13218181818182,454.1923076923077,0.022426915263145483,4.236363636363636,3,0,0,loft__hotpotqa_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__qbare
geometry-f0fc0002449a1995,geometry,hotpotqa_128k,"BM25 · task + question · k=5 · w=1,000",aware,5,1000,0,2000,1,subspan_em,1.8181818181818181,1.8181818181818181,55,1477.2,81246,0.8354545454545456,343.7142857142857,0.00909832116517807,2.0,48,0,0,loft__hotpotqa_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win1000o200
geometry-4f290d7eff1784e9,geometry,hotpotqa_128k,"BM25 · question only · k=5 · w=1,000",aware,5,1000,0,2000,1,subspan_em,52.72727272727272,40.0,55,2790.309090909091,153467,5.011090909090909,431.6730769230769,0.011171006660759467,4.2,3,0,0,loft__hotpotqa_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win1000o200__qbare
geometry-293a5978fc435613,geometry,hotpotqa_128k,"BM25 · task + question · k=5 · w=4,000",aware,5,4000,0,4000,1,subspan_em,47.27272727272727,32.72727272727273,55,6516.181818181818,358390,8.850181818181818,403.72549019607845,0.042797990654048185,4.4363636363636365,4,0,0,loft__hotpotqa_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win4000o800__find4000
geometry-5f8e17ca87096b17,geometry,hotpotqa_128k,"BM25 · question only · k=5 · w=4,000",aware,5,4000,0,4000,1,subspan_em,54.54545454545454,45.45454545454545,55,6844.563636363637,376451,9.24690909090909,428.3333333333333,0.044674593093968255,4.109090909090909,1,0,0,loft__hotpotqa_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win4000o800__find4000__qbare
geometry-b9cb1ef0e2c888ab,geometry,hotpotqa_128k,"BM25 · task + question · k=5 · w=8,000",aware,5,8000,0,8000,1,subspan_em,38.18181818181819,30.909090909090907,55,10303.763636363636,566707,7.335636363636365,384.6,0.07571433865767341,3.6,5,0,0,loft__hotpotqa_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win8000o1600__find8000
geometry-036c44b8d67c7748,geometry,hotpotqa_128k,"BM25 · task + question · k=5 · w=8,000 · read=1,500",aware,5,8000,1500,2000,1,subspan_em,1.8181818181818181,0.0,55,2183.6,120098,0.6689090909090909,293.0,0.012507875328910794,3.6,53,0,0,loft__hotpotqa_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win8000o1600__mapchars1500
geometry-4d13c99ec1d14add,geometry,hotpotqa_128k,"BM25 · task + question · k=5 · w=8,000 · read=2,000",aware,5,8000,2000,2000,1,subspan_em,3.6363636363636362,1.8181818181818181,55,2740.927272727273,150751,0.9416363636363638,366.57142857142856,0.016677167105214396,3.6,48,0,0,loft__hotpotqa_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win8000o1600__mapchars2000
geometry-dd3c3538a6ee409b,geometry,hotpotqa_128k,"BM25 · task + question · k=5 · w=8,000 · read=400",aware,5,8000,400,2000,1,subspan_em,0.0,0.0,55,1031.290909090909,56721,0.6829090909090909,271.0,0.003335433421042878,3.6,54,0,0,loft__hotpotqa_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win8000o1600__mapchars400
geometry-1d56a8dc422815c6,geometry,hotpotqa_128k,"BM25 · task + question · k=5 · w=8,000 · read=4,000",aware,5,8000,4000,4000,1,subspan_em,10.909090909090908,5.454545454545454,55,4891.963636363636,269058,2.170181818181818,350.22727272727275,0.03335433421042879,3.6,33,0,0,loft__hotpotqa_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win8000o1600__mapchars4000__find4000
geometry-3bcdef5fc193c08a,geometry,hotpotqa_128k,"BM25 · task + question · k=5 · w=8,000 · read=800",aware,5,8000,800,2000,1,subspan_em,0.0,0.0,55,1438.0181818181818,79091,0.5750909090909091,366.0,0.006670866842085756,3.6,54,0,0,loft__hotpotqa_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win8000o1600__mapchars800
geometry-47ed2fa53fa29bd7,geometry,hotpotqa_128k,"BM25 · task + question · k=5 · w=8,000 · read=8,000",aware,5,8000,8000,8000,1,subspan_em,38.18181818181819,29.09090909090909,55,9245.854545454546,508522,5.171090909090909,389.8979591836735,0.06670866842085758,3.6,6,0,0,loft__hotpotqa_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win8000o1600__mapchars8000__find8000
geometry-f8bd36d438d96463,geometry,hotpotqa_128k,"Oracle · gold-answer windows · k=5 · w=2,000",oracle,5,2000,0,2000,1,subspan_em,49.09090909090909,36.36363636363637,55,3647.309090909091,200602,3.785090909090908,422.1951219512195,0.020699901958472176,3.5636363636363635,14,0,0,loft__hotpotqa_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-file5
geometry-3bcc25b23e40e0ab,geometry,musique_128k,"BM25 · task + question · k=10 · w=2,000",aware,10,2000,0,2000,1,subspan_em,18.181818181818183,10.909090909090908,55,6953.472727272727,382441,5.907636363636363,460.12820512820514,0.04060566967420056,8.363636363636363,16,0,0,loft__musique_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm2510
geometry-6bd58173b415a875,geometry,musique_128k,"BM25 · question only · k=10 · w=2,000",aware,10,2000,0,2000,1,subspan_em,18.181818181818183,10.909090909090908,55,7060.327272727272,388318,5.590909090909091,479.28205128205127,0.04181713581131304,8.2,16,0,0,loft__musique_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm2510__qbare
geometry-e41b7ff466ce5d0a,geometry,musique_128k,"BM25 · task + question · k=10 · w=1,000",aware,10,1000,0,2000,1,subspan_em,12.727272727272727,1.8181818181818181,55,3966.090909090909,218135,4.003454545454545,423.030303030303,0.019257620397767874,6.745454545454545,22,0,0,loft__musique_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm2510__win1000o200
geometry-c53281aa9869b0eb,geometry,musique_128k,"BM25 · question only · k=10 · w=1,000",aware,10,1000,0,2000,1,subspan_em,10.909090909090908,3.6363636363636362,55,4670.4,256872,5.366727272727272,485.0731707317073,0.02104502425626535,8.472727272727273,14,0,0,loft__musique_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm2510__win1000o200__qbare
geometry-07ae39f3ebc7a028,geometry,musique_128k,"BM25 · task + question · k=10 · w=4,000",aware,10,4000,0,4000,1,subspan_em,21.818181818181817,12.727272727272727,55,11160.690909090908,613838,6.183454545454546,436.3333333333333,0.07770721633799338,7.963636363636364,22,0,0,loft__musique_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm2510__win4000o800__find4000
geometry-3ff64bc64b1be00e,geometry,musique_128k,"BM25 · question only · k=10 · w=4,000",aware,10,4000,0,4000,1,subspan_em,9.090909090909092,9.090909090909092,55,11978.690909090908,658828,6.039272727272729,471.5882352941176,0.08324534725050753,8.181818181818182,21,0,0,loft__musique_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm2510__win4000o800__find4000__qbare
geometry-d4989fc9ea729c7e,geometry,musique_128k,"BM25 · task + question · k=10 · w=8,000",aware,10,8000,0,8000,1,subspan_em,12.727272727272727,7.2727272727272725,55,20865.727272727272,1147615,6.451454545454544,405.04,0.16059533639422421,8.254545454545454,30,0,0,loft__musique_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm2510__win8000o1600__find8000
geometry-4da57480bd4a1a57,geometry,musique_128k,"BM25 · question only · k=10 · w=8,000",aware,10,8000,0,8000,1,subspan_em,10.909090909090908,5.454545454545454,55,21414.563636363637,1177801,6.0270909090909095,473.95238095238096,0.16376473720662285,7.527272727272727,34,0,0,loft__musique_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm2510__win8000o1600__find8000__qbare
geometry-4cf0c93e343d62c3,geometry,musique_128k,"BM25 · task + question · k=2 · w=2,000",aware,2,2000,0,2000,1,subspan_em,1.8181818181818181,1.8181818181818181,55,948.9818181818182,52194,0.25400000000000006,270.5,0.006293474660483597,1.0,53,0,0,loft__musique_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm252
geometry-531b6f25cd1738ad,geometry,musique_128k,"BM25 · question only · k=2 · w=2,000",aware,2,2000,0,2000,1,subspan_em,10.909090909090908,7.2727272727272725,55,1721.7818181818182,94698,2.899090909090909,403.0571428571429,0.008397850297398769,1.7636363636363637,20,0,0,loft__musique_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm252__qbare
geometry-5c99246911f57802,geometry,musique_128k,"BM25 · task + question · k=2 · w=1,000",aware,2,1000,0,2000,1,subspan_em,1.8181818181818181,1.8181818181818181,55,682.4545454545455,37535,0.3427272727272727,271.0,0.00393045005237959,1.018181818181818,53,0,0,loft__musique_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm252__win1000o200
geometry-b52bef534123799a,geometry,musique_128k,"BM25 · question only · k=2 · w=1,000",aware,2,1000,0,2000,1,subspan_em,9.090909090909092,5.454545454545454,55,1213.490909090909,66742,2.401818181818182,370.85714285714283,0.004294967597559949,1.8545454545454545,20,0,0,loft__musique_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm252__win1000o200__qbare
geometry-c88b4a7151534926,geometry,musique_128k,"BM25 · task + question · k=2 · w=4,000",aware,2,4000,0,4000,1,subspan_em,5.454545454545454,3.6363636363636362,55,1325.3272727272727,72893,0.3290909090909091,232.75,0.009780164223078409,1.0,51,0,0,loft__musique_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm252__win4000o800__find4000
geometry-0816185227c37838,geometry,musique_128k,"BM25 · question only · k=2 · w=4,000",aware,2,4000,0,4000,1,subspan_em,10.909090909090908,7.2727272727272725,55,2646.690909090909,145568,2.7563636363636363,394.41379310344826,0.016718359480863615,1.8363636363636364,26,0,0,loft__musique_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm252__win4000o800__find4000__qbare
geometry-bf488217e30b3f5d,geometry,musique_128k,"BM25 · task + question · k=2 · w=8,000",aware,2,8000,0,8000,1,subspan_em,7.2727272727272725,3.6363636363636362,55,3580.672727272727,196937,1.0945454545454545,308.1666666666667,0.02721361203605238,2.0,49,0,0,loft__musique_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm252__win8000o1600__find8000
geometry-b0a9d9b4bc587ac8,geometry,musique_128k,"BM25 · question only · k=2 · w=8,000",aware,2,8000,0,8000,1,subspan_em,7.2727272727272725,3.6363636363636362,55,4496.4,247302,2.443636363636364,406.5,0.03319550343835135,1.8,37,0,0,loft__musique_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm252__win8000o1600__find8000__qbare
geometry-7140f48861e921b4,geometry,musique_128k,"BM25 · task + question · k=5 · w=2,000",aware,5,2000,0,2000,1,subspan_em,10.909090909090908,3.6363636363636362,55,3279.8727272727274,180393,2.362545454545455,379.5416666666667,0.019305166164530537,3.9272727272727272,31,0,0,loft__musique_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255
geometry-71dc4cc1377919c5,geometry,musique_128k,"BM25 · task + question · k=5 · w=2,000 · 2 hops",aware,5,2000,0,2000,2,subspan_em,12.727272727272727,9.090909090909092,55,4862.218181818182,267422,4.573454545454545,509.7916666666667,0.028354710438356117,5.836363636363636,31,0,0,loft__musique_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__hops2
geometry-2baa4997dca62ff7,geometry,musique_128k,"BM25 · question only · k=5 · w=2,000",aware,5,2000,0,2000,1,subspan_em,16.363636363636363,10.909090909090908,55,3838.981818181818,211144,4.563454545454545,463.4102564102564,0.021039635736032236,4.363636363636363,16,0,0,loft__musique_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__qbare
geometry-1ffea0cf7aea02ee,geometry,musique_128k,"BM25 · task + question · k=5 · w=1,000",aware,5,1000,0,2000,1,subspan_em,1.8181818181818181,1.8181818181818181,55,1382.4363636363637,76034,0.5363636363636363,302.3333333333333,0.00847265563710536,2.0,52,0,0,loft__musique_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win1000o200
geometry-95b0ec4d38f36de5,geometry,musique_128k,"BM25 · question only · k=5 · w=1,000",aware,5,1000,0,2000,1,subspan_em,18.181818181818183,9.090909090909092,55,2593.509090909091,142643,3.8894545454545457,436.28205128205127,0.010658176049295445,4.454545454545454,16,0,0,loft__musique_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win1000o200__qbare
geometry-b672891c5ef2619d,geometry,musique_128k,"BM25 · task + question · k=5 · w=4,000",aware,5,4000,0,4000,1,subspan_em,12.727272727272727,9.090909090909092,55,5202.381818181818,286131,2.957454545454546,368.51851851851853,0.0357718500533305,3.909090909090909,28,0,0,loft__musique_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win4000o800__find4000
geometry-f48b4f22b11bd989,geometry,musique_128k,"BM25 · question only · k=5 · w=4,000",aware,5,4000,0,4000,1,subspan_em,10.909090909090908,10.909090909090908,55,6284.927272727273,345671,4.615818181818182,447.27272727272725,0.04192458924419661,4.418181818181818,22,0,0,loft__musique_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win4000o800__find4000__qbare
geometry-755103c099855df7,geometry,musique_128k,"BM25 · task + question · k=5 · w=8,000",aware,5,8000,0,8000,1,subspan_em,16.363636363636363,12.727272727272727,55,10382.836363636363,571056,4.2,377.0,0.0783728570726705,4.672727272727273,31,0,0,loft__musique_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win8000o1600__find8000
geometry-7354c5269e72f508,geometry,musique_128k,"BM25 · question only · k=5 · w=8,000",aware,5,8000,0,8000,1,subspan_em,10.909090909090908,3.6363636363636362,55,10994.709090909091,604709,4.580181818181818,461.0952380952381,0.08265704762976425,4.1454545454545455,34,0,0,loft__musique_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win8000o1600__find8000__qbare
geometry-5f88c367047a2235,geometry,musique_128k,"BM25 · task + question · k=5 · w=8,000 · read=1,500",aware,5,8000,1500,2000,1,subspan_em,9.090909090909092,5.454545454545454,55,2722.5454545454545,149740,1.901090909090909,351.0,0.015274077572503347,4.672727272727273,45,0,0,loft__musique_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win8000o1600__mapchars1500
geometry-460476624a955064,geometry,musique_128k,"BM25 · task + question · k=5 · w=8,000 · read=2,000",aware,5,8000,2000,2000,1,subspan_em,7.2727272727272725,3.6363636363636362,55,3361.3818181818183,184876,3.057090909090909,375.125,0.020365436763337765,4.672727272727273,39,0,0,loft__musique_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win8000o1600__mapchars2000
geometry-0240e37ce56d9a25,geometry,musique_128k,"BM25 · task + question · k=5 · w=8,000 · read=400",aware,5,8000,400,2000,1,subspan_em,3.6363636363636362,1.8181818181818181,55,1339.8727272727272,73693,0.9265454545454546,287.3333333333333,0.004073087352667552,4.672727272727273,52,0,0,loft__musique_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win8000o1600__mapchars400
geometry-9703b59bd77c074f,geometry,musique_128k,"BM25 · task + question · k=5 · w=8,000 · read=4,000",aware,5,8000,4000,4000,1,subspan_em,10.909090909090908,7.2727272727272725,55,5757.836363636364,316681,2.978545454545455,339.0,0.04073087352667553,4.672727272727273,38,0,0,loft__musique_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win8000o1600__mapchars4000__find4000
geometry-40fa68ff6510d698,geometry,musique_128k,"BM25 · task + question · k=5 · w=8,000 · read=800",aware,5,8000,800,2000,1,subspan_em,5.454545454545454,1.8181818181818181,55,1841.5272727272727,101284,1.4170909090909087,343.875,0.008146174705335104,4.672727272727273,47,0,0,loft__musique_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win8000o1600__mapchars800
geometry-52fc5c6b39482dad,geometry,musique_128k,"BM25 · task + question · k=5 · w=8,000 · read=8,000",aware,5,8000,8000,8000,1,subspan_em,16.363636363636363,12.727272727272727,55,9869.963636363636,542848,4.391090909090909,367.84615384615387,0.0738084634634555,4.672727272727273,29,0,0,loft__musique_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm255__win8000o1600__mapchars8000__find8000
geometry-96325a82aca445a2,geometry,musique_128k,"Oracle · gold-answer windows · k=5 · w=2,000",oracle,5,2000,0,2000,1,subspan_em,21.818181818181817,18.181818181818183,55,3397.9636363636364,186888,4.509454545454546,399.1333333333333,0.019684264411518115,3.909090909090909,25,0,0,loft__musique_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-file5
geometry-d509f7b04a8b98d7,geometry,nq_128k,"BM25 · task + question · k=10 · w=2,000",aware,10,2000,0,2000,1,subspan_em,67.27272727272727,47.27272727272727,55,5674.636363636364,312105,4.001636363636362,325.64285714285717,0.03568869492203304,6.636363636363637,13,0,0,loft__nq_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm2510
geometry-5ca5ab2623b8d463,geometry,nq_128k,"BM25 · question only · k=10 · w=2,000",aware,10,2000,0,2000,1,subspan_em,78.18181818181819,60.0,55,6513.981818181818,358269,4.1712727272727275,315.3921568627451,0.039890216866806515,7.945454545454545,4,0,0,loft__nq_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm2510__qbare
geometry-7814850804c5742b,geometry,nq_128k,"BM25 · task + question · k=10 · w=1,000",aware,10,1000,0,2000,1,subspan_em,63.63636363636363,38.18181818181819,55,3788.490909090909,208367,3.566545454545454,326.5952380952381,0.018459564308705045,7.3090909090909095,13,0,0,loft__nq_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm2510__win1000o200
geometry-fea40ea4686f8055,geometry,nq_128k,"BM25 · question only · k=10 · w=1,000",aware,10,1000,0,2000,1,subspan_em,70.9090909090909,50.90909090909091,55,4247.309090909091,233602,4.289454545454546,337.54,0.020067463555379847,8.127272727272727,5,0,0,loft__nq_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm2510__win1000o200__qbare
geometry-2256e55cabb3ca39,geometry,nq_128k,"BM25 · task + question · k=10 · w=4,000",aware,10,4000,0,4000,1,subspan_em,70.9090909090909,49.09090909090909,55,10451.036363636364,574807,4.962909090909091,313.60869565217394,0.07551528712541165,7.490909090909091,9,0,0,loft__nq_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm2510__win4000o800__find4000
geometry-d3ad705ac937da05,geometry,nq_128k,"BM25 · question only · k=10 · w=4,000",aware,10,4000,0,4000,1,subspan_em,78.18181818181819,52.72727272727272,55,11287.181818181818,620795,5.199090909090909,323.78,0.07997681370438549,8.090909090909092,5,0,0,loft__nq_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm2510__win4000o800__find4000__qbare
geometry-b1c1c12f355052a9,geometry,nq_128k,"BM25 · task + question · k=10 · w=8,000",aware,10,8000,0,8000,1,subspan_em,70.9090909090909,49.09090909090909,55,18820.254545454547,1035114,7.067636363636363,308.9130434782609,0.14663420177430214,7.381818181818182,9,0,0,loft__nq_128k__Qwen_Qwen3-4B-Instruct-2507__structured__split-test__chunks-bm2510__win8000o1600__find8000
